value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,ucsf_probability,upenn_probability
25,0.06734494097172834,0.06693720366881302,0.0737069722514928,0.05039820173520347,0.06008450150661601,0.22431700808263097,0.02326105899841099,0.05439615506898572,0.02775386762824241
26.6,,,,,,0.35004895655345863,,,
27.3,,,0.1762820512820513,,,,,,
27.4,0.1639655619608598,0.1789012194869459,,,0.1492614306301585,,,,
27.9,,,,,,,,0.14885712395157685,
28,,,,0.14165403745028834,,,,,
28.2,,,,,,,,,0.10459462603233687
28.3,,,,,,0.47316348929035396,,,
28.9,,,,,,,0.11030806294530729,,
29.3,,,0.27645328415876363,,,,,,
29.4,,0.28442617859583014,,,,,,,
29.5,0.2596658271906559,,,,0.23571171230184723,,,,
30.3,,,,0.23260473773609855,,0.5957916562673988,,0.24334230118088315,
30.4,,,,,,,,,0.18078399441665696
31.3,,,,,,,0.19570454661950895,,
31.6,,,0.3782490340709519,,,,,,
31.7,,0.39287562889500816,,,,,,,
31.8,0.34976028915904583,,,,,,,,
31.9,,,,,0.32326739158915235,,,,
32.7,,,,,,,,,0.2577643363964174
32.8,,,,0.32566087248390413,,,,,
33.1,,,,,,,,0.3394074765057995,
33.2,,,,,,0.7183686268486699,,,
33.7,,,,,,,0.2821620790404429,,
34.7,,,0.4772457850368809,,,,,,
34.8,,0.49874220998364355,,,,,,,
35.2,0.44586216417473373,,,,,,,,
35.3,,,,,0.41349240141490895,,,,
35.6,,,,,,,,,0.33272071652902174
35.8,,,,0.4158182206536001,,,,,
36.3,,,,,,,,0.43093923543585516,
36.4,,,,,,,0.36614383105233483,,
40,0.5378893732377279,0.6054835503840659,0.5763907182999649,0.5058433434706103,0.4986653347307743,0.8389233397968783,0.4491670511046184,0.5233521781863429,0.40767709666162616
44.1,,,,,,0.8714586493110885,,,
44.2,,,,,,,,0.6201952483857067,
45.8,0.6314309858683557,,,,,,,,
46.6,,0.6849080726309034,0.6611784334387074,,,,,,
46.7,,,,,0.6007795100222717,,,,
47,,,,0.6050632138897647,,,,,
47.9,,,,,,,0.5600389563791071,,
49.1,,,,,,,,0.7142188531376438,
50.78,,,,,,,,,0.5260439688263348
50.8,,,,,,0.9035331912633351,,,
51.9,0.7229729164400639,,,,,,,,
52.9,,,,,0.7000524040351107,,,,
54.2,,,0.7463503249034071,,,,,,
55.4,,,,,,,,0.8090429472209625,
55.8,,0.7636622911447442,,,,,,,
56.8,,,,0.7040694895084268,,,,,
58.1,,,,,,,0.6700138397662617,,
59.2,0.8153766346773317,,,,,,,,
60.1,,,,,0.7997265164417661,,,,
61,,,,,,,,,0.6454809817378155
63.1,,,,,,0.9357165255566008,,,
63.6,,,0.8306550755180893,,,,,,
66,,,,,,,,0.9041494720159582,
66.3,,0.8427141348682168,,,,,,,
66.9,,,,0.8027706296978142,,,,,
68.8,,,,,,,0.7801886308883079,,
69.5,,,,,,,,0.9234419104581671,
70.9,0.9075460805394958,,,,,,,,
71.3,,,,,,,,,0.7638013260439688
72.9,,,,,0.8996053321105725,,,,
75,0.9262544030656213,,,,,,,,
75.1,,,,,,,,0.9425568210244649,
77.6,,,,,0.9197399449757632,,,,
79.1,,,0.9150586143308747,,,,,,
80.6,0.9445945832880128,,,,,,,,
82.7,,,,0.9010852650101203,,,,,
83,,0.9210697944056813,,,,,,,
84.8,,,0.9321599490691956,,,,,0.9616846427090109,
84.9,,,,,0.9397681121446352,,,,
85,,,,,,,0.8894766518017325,,
88.4,,,,,,,,,0.8814935442596255
89.2,0.9631523021444289,0.9370768545932628,,,,,,,
89.72,,,,,,0.9677846679593757,,,
90.6,,,,,,,0.9116664103746989,,
90.8,,,,0.9208885543700479,,,,,
93.5,,,0.9490966368106779,,,,,,
94.8,,,,,,,,,0.9052460160521112
98.1,,0.9527448808463943,,,,,,,
98.4,,,,,,,0.9338049105541032,,
98.5,,,,,0.9599109131403119,,,,
100,,,,,,,,0.9999822472124089,
101.7,,,,,,0.9742354138268666,,,
104.1,,,,0.940722357272903,,,,,
106.22,,,,,,,,,0.9289054321274863
107.6,0.9815510504605962,,,,,,,,
108.6,,,0.9661101598173516,,,,,,
110.5,,,,,,,0.9558819006612332,,
119.6,,0.9684387875525373,,,,,,,
121.32,,,,,,0.9806733605954141,,,
128.4,,,,,,,,,0.9526346399906944
130.8,,,,0.9604747907279514,,,,,
134.1,,,,,,,0.9779383874109385,,
138.5,,,,,0.9799308921786978,,,,
149.08,,,0.9830084299262382,,,,,,
150,,0.9999948239093978,,,,0.9999872009010565,,,0.9960683959520763
158.4,,1.0,,,,,,,
180,,,,,,1.0,,,
197,,,,,1.0,,,,
199.7,,,,,,,1.0,,
199.82,,,,0.9802170530020241,,,,,
200,1.0,,1.0,1.0,,,,1.0,1.0
