value,emory_probability,nu_probability,ohsu_probability
0.0,0.2693374644233887,0.7536314576790902,0.28543974180297804
0.01,0.4134452570522751,0.7568502249652643,0.4142595173476124
0.02,0.5565803220809166,0.7603782378229111,0.5348492628181618
0.028,,0.7603825933943403,
0.03,0.6718305292358684,0.76313967010902,0.6364263184918947
0.04,0.7564218035090248,0.7652129221093161,0.7097190640357955
0.05,0.816947076413157,0.7666328383952332,0.7646006014816988
0.06,0.8592787404978924,0.7675518639667931,0.8040343284676887
0.062,,0.7675562195382223,
0.07,0.889937673379688,0.7681311549668759,0.8338443482725739
0.08,0.9122023273408509,0.7685362231097909,0.8566859825423605
0.09,0.9271535108260979,0.7688541798241221,0.8732634049732267
0.1,0.9393666462513961,0.9763536027109077,0.9346878896794543
0.11,0.9482653024462298,0.9765365367109338,0.9438274774444363
0.12,0.9549302878553158,0.9766454259966636,0.9520281669478471
0.13,0.9610548690420434,0.9767543152823934,0.9579256216533412
0.14,0.9658464531469539,0.9768501378538358,0.9630308809506345
0.15,0.9697733904960911,0.9769241825681321,0.967006528276975
0.16,0.9727636271931405,0.9769720938538532,0.9706740996112374
0.17,0.9754296213567749,0.9770200051395743,0.9736961783906697
0.18,0.9783478041575098,0.9770417829967203,0.9757940291938678
0.19,0.9804373671506287,0.9770679164252954,0.9780092422797624
0.2,0.9819144720250748,0.9928525072846932,0.9848015843908164
0.21,0.983247469106892,0.9928655739989808,0.9858285043644099
0.22,0.9846525200850236,0.9928786407132684,0.9867674026259811
0.23,0.9858774363223691,0.9928960629989851,0.9876476197462041
0.24,0.9867420830781425,0.9929134852847019,0.9883517934423824
0.25,0.9874986489894441,0.9929265519989895,0.989114648279909
0.26,0.9881111071081169,0.9929439742847063,0.9896574488373799
0.27,0.9888316460712613,0.9929526854275647,0.9900535465414803
0.28,0.9895521850344058,0.9929701077132814,0.9905376659576028
0.29,0.9900565623086068,0.992983174427569,0.9910217853737255
0.3,0.990416831790179,0.9967289658566756,0.9922834299127118
0.31,0.9908851821162229,,0.9926648573314751
0.32,0.9912454515977952,0.9967333214281048,0.9930169441795643
0.33,0.9916417480275246,0.996737676999534,0.9933250201716424
0.34,0.9919659905609396,,0.9935010635956869
0.35,0.9921821522498829,,0.993809139587765
0.36,0.9924703678351406,,0.9940585344384948
0.37,0.9925784486796123,,0.9942052372918653
0.38,0.9927946103685557,,0.994425291571921
0.39,0.9929387181611846,0.9967420325709632,0.994704026993325
0.4,0.9931188529019707,0.9981575932854511,0.9951441355534365
0.41,0.9931909067982851,,0.995290838406807
0.42,0.9934791223835429,,0.9955108926868628
0.43,0.9938033649169579,,0.9956282549695592
0.44,0.9940195266059012,,0.9957309469669186
0.45,0.9941276074503729,,0.9959069903909631
0.46,0.9944878769319451,,0.9959803418176484
0.47,0.9947400655690456,,0.9960977041003447
0.48,0.9949562272579889,0.9981663044283094,0.9961563852416929
0.49,0.9950643081024606,,0.9963030880950634
0.5,0.9952444428432468,0.9987978622855426,0.996449790948434
0.51,0.9954245775840329,,0.9965231423751192
0.52,0.9954966314803473,,0.9965818235164674
0.53,0.9955686853766618,,0.9966698452284897
0.54,0.9956407392729761,,0.996743196655175
0.55,,,0.9968165480818602
0.56,,,0.9968458886525343
0.57,0.9957127931692906,,0.9969192400792195
0.58,0.9957848470656051,,0.9969779212205677
0.59,0.9958569009619195,,0.9969925915059048
0.6,0.9959649818063911,0.9991332412855904,0.9970219320765789
0.61,0.9961811434953345,,0.9970366023619159
0.62,0.9962892243398062,,0.997051272647253
0.63,,,0.9970952835032642
0.64,0.9963252512879633,,0.9971833052152864
0.65,0.9964693590805923,,0.9971979755006235
0.66,0.9965414129769067,,0.9972126457859606
0.67,,,0.9972566566419717
0.68,,,0.9973006674979829
0.69,0.996577439925064,,0.997344678353994
0.7,0.9966134668732212,0.9993074641427582,0.9974180297806793
0.71,0.9966494938213784,,0.9974620406366904
0.72,0.9966855207695356,,
0.73,0.9967215477176928,,0.9974913812073645
0.74,,0.9993118197141874,
0.75,0.99675757466585,,0.9975353920633756
0.76,0.9967936016140073,,0.9975940732047238
0.77,0.996901682458479,,0.997638084060735
0.78,,,0.9976674246314091
0.79,0.9969737363547934,,
0.8,0.9970097633029507,0.999438131285634,0.9976820949167461
0.82,0.9971178441474222,,0.9976967652020832
0.83,,,0.9977261057727573
0.84,0.9972259249918939,,0.9977554463434314
0.85,0.9973340058363656,,
0.86,0.9973700327845229,,0.9977994571994425
0.87,0.99740605973268,,0.9978434680554537
0.88,0.9974420866808372,,
0.89,0.9974781136289945,,0.9978581383407907
0.9,0.9975501675253089,0.9995121759999304,0.9978874789114648
0.91,0.9975861944734662,,
0.92,0.9976582483697806,,0.9979021491968019
0.94,,,0.997931489767476
0.96,0.997730302266095,,0.997946160052813
0.97,0.9977663292142522,,0.9979755006234872
0.98,0.9978023561624095,,0.9980048411941612
0.99,0.9978744100587239,,0.9980195114794983
1.0,0.9979824909031956,0.9995818651427975,
1.02,0.9980185178513528,,
1.04,0.9980545447995101,,
1.05,,,0.9980635223355094
1.07,0.9981265986958244,,
1.08,0.9981626256439817,,0.9980781926208465
1.1,,0.999638487571377,0.9981075331915206
1.11,,,0.9981222034768577
1.12,,,0.9981515440475317
1.13,,,0.9981955549035428
1.15,,,0.9982102251888799
1.16,0.9981986525921389,,0.998224895474217
1.17,,,0.9982689063302281
1.18,,,0.9982835766155652
1.19,,,0.9983129171862393
1.2,0.9982346795402961,0.9996776877142397,
1.21,0.9982707064884534,,0.9983275874715763
1.22,,,0.9983569280422504
1.24,,,0.9983862686129246
1.25,,,0.9984009388982615
1.27,,,0.9984156091835986
1.28,,,0.9984302794689357
1.3,,0.9996994655713857,0.9984596200396098
1.32,,,0.9984742903249468
1.36,0.9983067334366106,,
1.37,0.9983787873329251,,
1.38,0.9984148142810823,,0.9984889606102839
1.4,0.9984508412292394,0.9997255989999608,
1.41,0.9984868681773967,,
1.42,,,0.998518301180958
1.44,0.9985228951255539,,0.998532971466295
1.45,,,0.998547641751632
1.47,,,0.9985623120369691
1.49,,,0.9985769823223062
1.5,,0.9997560879999652,
1.51,,,0.9985916526076433
1.54,0.9985589220737111,,
1.55,,,0.9986063228929802
1.57,0.9986309759700256,,
1.58,0.9986670029181828,,
1.6,,0.9997778658571111,
1.62,0.9987030298663401,,0.9986209931783173
1.66,,,0.9986356634636544
1.68,0.9987390568144973,,0.9986503337489914
1.69,0.9987750837626544,,0.9986943446050026
1.7,,0.9997952881428279,
1.72,0.9988111107108116,,0.9987383554610137
1.76,0.9988471376589689,,
1.77,0.9988831646071261,,0.9987530257463507
1.8,,0.9998083548571155,
1.83,0.9989191915552833,,
1.84,,,0.9987676960316878
1.87,,,0.998797036602362
1.9,,0.9998170659999739,0.9988410474583731
1.91,,,0.9988557177437101
1.96,0.9989552185034406,,
1.97,0.9989912454515978,,
2.0,,0.9998257771428323,
2.02,,,0.9988703880290472
2.03,0.9990632993479123,,0.9988850583143842
2.04,,,0.9988997285997213
2.06,,,0.9989290691703954
2.1,0.9990993262960695,0.9998344882856907,0.9989437394557324
2.11,,,0.9989584097410694
2.13,,,0.9989730800264065
2.14,,,0.9989877503117436
2.19,,,0.9990024205970807
2.21,,,0.9990170908824176
2.22,,,0.9990317611677547
2.24,,,0.9990464314530918
2.25,0.9991353532442266,,0.9990611017384288
2.3,,0.999843199428549,
2.31,,,0.9990757720237659
2.32,,,0.9990904423091029
2.4,,0.9998475549999782,
2.49,,,0.99910511259444
2.53,,,0.999119782879777
2.54,,,0.9991344531651141
2.6,0.9991713801923839,,
2.61,,,0.9991491234504511
2.7,,0.9998519105714074,
2.73,,,0.9991637937357881
2.76,,,0.9991784640211252
2.77,0.9992074071405411,,
2.87,,,0.9991931343064623
2.88,,,0.9992078045917994
2.89,0.9992434340886983,,
2.9,,0.9998606217142658,
2.91,,,0.9992224748771363
2.92,,,0.9992371451624734
2.94,,,0.9992518154478105
2.96,0.9992794610368556,,
2.97,,,0.9992664857331475
3.0,,0.999864977285695,
3.05,0.9993154879850128,,
3.1,,0.9998693328571242,
3.13,,,0.9992811560184846
3.18,0.99935151493317,,
3.2,,0.9998736884285534,
3.28,,,0.9992958263038216
3.33,,,0.9993104965891587
3.37,,,0.9993251668744957
3.38,,,0.9993398371598328
3.4,,,0.9993545074451698
3.6,,,0.9993691777305068
3.74,,,0.9993838480158439
3.8,,0.9998780439999826,
3.89,,,0.999398518301181
3.9,,0.9998823995714118,
3.93,0.9993875418813273,,0.999413188586518
4.0,,0.999886755142841,
4.03,,,0.999427858871855
4.1,,0.9998911107142702,
4.2,,0.9999041774285577,
4.29,,,0.9994425291571921
4.39,,,0.9994571994425292
4.4,,0.9999085329999869,
4.54,,,0.9994718697278662
4.6,,0.9999172441428453,
4.7,,0.9999259552857037,
4.84,0.9994235688294845,,
4.94,0.9994595957776417,,
5.0,,0.9999303108571329,
5.21,0.999495622725799,,
5.3,,,0.9994865400132033
5.4,0.9995316496739561,,
5.5,0.9995676766221133,0.9999346664285621,
5.52,,,0.9995012102985403
5.68,0.9996037035702705,,0.9995158805838773
5.77,,,0.9995305508692144
5.78,,,0.9995452211545515
5.79,0.9996397305184278,,
5.8,,0.9999390219999913,
5.9,,0.9999477331428497,
5.93,,,0.9995745617252255
6.0,,0.9999520887142789,
6.2,,0.9999564442857081,0.9995892320105626
6.31,,,0.9996039022958997
6.35,,,0.9996185725812367
6.44,0.999675757466585,,
6.63,,,0.9996332428665737
6.99,,,0.9996625834372479
7.1,,,0.9996772537225849
7.12,,,0.999691924007922
7.13,,,0.999706594293259
7.17,0.9997117844147422,,
7.35,,,0.999721264578596
7.39,,,0.9997359348639331
7.62,,,0.9997506051492702
7.8,,0.9999607998571373,
8.0,,0.9999651554285665,
8.48,,,0.9997652754346072
8.75,,,0.9997799457199442
8.8,,0.9999695109999956,
9.2,,0.9999738665714248,
9.25,,,0.9997946160052813
9.52,0.9997478113628995,,
9.54,0.9997838383110567,,
9.68,,,0.9998092862906184
10.06,0.9998198652592138,,
10.2,,0.999978222142854,
11.2,,0.9999825777142832,
11.44,,,0.9998239565759554
12.18,,,0.9998386268612924
12.25,,,0.9998532971466295
12.65,,,0.9998679674319666
13.0,,0.9999869332857124,
13.51,,,0.9998826377173036
13.7,,,0.9998973080026407
14.38,,,0.9999119782879777
15.44,,,0.9999266485733147
17.4,,0.9999912888571416,
18.9,,,0.9999413188586518
19.4,0.9998558922073711,,
19.78,0.9998919191555283,,
20.54,,,0.9999559891439889
21.0,,,0.999970659429326
21.39,,,0.9999853297146629
26.1,,0.9999956444285708,
27.0,,1.0,
27.59,0.9999279461036855,,
29.52,0.9999639730518428,,
46.0,,,1.0
47.27,1.0,,
