value,emory_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability
90.0,0.00006638060596982916,,0.00005394795267519598,,
91.0,0.00014127154603835437,,0.00009959622032343872,,
92.0,0.00022637488702531485,,0.00015976893676884963,,2.1896355789505953e-6
93.0,0.00029445755981488323,,0.00019919244064687744,,
94.0,0.0003710505667031476,,0.00023654102326816699,,
95.0,0.000439133239492716,,0.0002780394484029331,,
96.0,0.0004987055781835884,,0.0003174629522809609,,
97.0,0.000544661382316547,1.0462417948487239e-6,0.0003568864561589888,,
98.0,0.0005906171864495057,3.138725384546172e-6,0.0004004598025504932,,
99.0,0.0006774225942562053,5.231208974243619e-6,0.00045233283396895087,,6.5689067368517854e-6
100.0,0.00073188873248786,0.000013601143333033411,0.0005062807866441469,7.700185574472344e-6,8.758542315802381e-6
101.0,0.0008152900066550813,0.000020924835896974476,0.0005643785818328195,0.00002053382819859292,0.000015327449052654166
102.0,0.0008816706126249104,0.00003452597923000789,0.0006038020857108472,0.00003593419934753761,0.00001970672021055536
103.0,0.0009514553522342181,0.00005126584794758747,0.0006784992509534263,0.00004876784197165818,0.000028465262526357738
104.0,0.0010212400918435255,0.00007323692563941068,0.000730372282371884,0.000056468027546130526,0.00003065489810530833
105.0,0.0011131517001094428,0.00010567042127972112,0.0007946948413307715,0.00006673494164542699,0.00003722380484216012
106.0,0.0011999571079161426,0.000140196400509729,0.0008610923215463973,0.00007700185574472344,0.000056930525052715477
107.0,0.0012901666493623206,0.00021657205153368585,0.0009565386993563594,0.0001026691409929646,0.00007663724526327084
108.0,0.0014348423290401534,0.0002929477025576427,0.0010706593684769662,0.00012833642624120574,0.00010510250778962857
109.0,0.0015590932068811156,0.00042686665229827933,0.0012366530690160308,0.00015913716853909512,0.0001817397530528994
110.0,0.0017344060893142543,0.0006005427902431675,0.0014586696434870296,0.00021560519608522565,0.00024304954926351608
111.0,0.001942058241322438,0.0007961900058798788,0.001718034800579318,0.0002977405088795973,0.00036128987052684824
112.0,0.0022160909993004505,0.0010629816635663034,0.002029272989090064,0.00040297637839738606,0.000459823471579625
113.0,0.0026058643010207294,0.001371622993046677,0.0024442572404377253,0.00053644626168824,0.0006152875976851173
114.0,0.0030790388769082297,0.001758732457140705,0.002962987554622302,0.0007109838013762798,0.0008408200623170285
115.0,0.003674762263816953,0.0022839458381547642,0.0035937636166707473,0.0009265889974615055,0.0011561275856859143
116.0,0.004547922542343167,0.0029838815989085606,0.004390533379258257,0.0013218651902844193,0.0014867625581074541
117.0,0.005650861841534175,0.003822967518377237,0.0052702999921153,0.001786443053277584,0.0019006036825291166
118.0,0.007087406237394068,0.004797018629381399,0.006446780344685919,0.0025564616107248183,0.0023560478829508405
119.0,0.008920532202253195,0.0059688094396119695,0.00779340424030908,0.0036036868488530573,0.002769889007372503
120.0,0.011243853411197217,0.007219068384456195,0.009303946915214568,0.0048536836404424015,0.0037836902804266287
121.0,0.014084602933341957,0.009278072236718483,0.0112502230540351,0.006545157738301493,0.004823767180428162
122.0,0.017488736572820376,0.011492966116413232,0.013615633286716769,0.008565173087338071,0.005988653308429878
123.0,0.021774540824923704,0.01406148972276685,0.016225884227693558,0.011083133770190528,0.007411916434747765
124.0,0.02699137562742438,0.01715941167731392,0.0196785531989061,0.013939902618319767,0.009400105540434906
125.0,0.03353071634886242,0.020980286712101462,0.024071161499421095,0.017723260463910515,0.011736446703175191
126.0,0.04140107332333653,0.025739640636868306,0.029414083735522237,0.02202509747151573,0.014832591411811332
127.0,0.05112157693086715,0.03172937491237725,0.036414868055757284,0.02742549428774567,0.01883086597897512
128.0,0.06364878872414773,0.03956154098861479,0.045540371742892355,0.03435566130477078,0.024578659373720432
129.0,0.07948992461546055,0.04887832417174268,0.05755624074066389,0.043698553135130554,0.032787603159206216
130.0,0.10007642280020629,0.06505217607830911,0.07400621646408519,0.0568479033678045,0.0443116552112232
131.0,0.12673419333096178,0.0868579475665462,0.09598378241545734,0.07574929222460929,0.06113462536430062
132.0,0.1614189109836074,0.11542662601668546,0.12565515638681513,0.10134727580268017,0.085183392927915
133.0,0.20664623051771766,0.15712563899217621,0.16418644412444547,0.13759461603024634,0.11836950976249024
134.0,0.2632671853431622,0.20930485602666662,0.21345544936569658,0.18653442881306773,0.16330959038487225
135.0,0.33086817322274437,0.2735231773944813,0.2742319678968183,0.25035613358281933,0.2223071314241171
136.0,0.40664759217117347,0.3484717546102645,0.3440281691309815,0.32885439205751527,0.29376588854316976
137.0,0.4862855965999513,0.42999910023205645,0.421742269880858,0.4203120628540481,0.3743619949331833
138.0,0.5643594016213889,0.5127934446674102,0.5038697281438169,0.5177168436425984,0.4576688701699376
139.0,0.6374870004646642,0.5918579371041283,0.5846505625111527,0.6118772795757711,0.5384379577706883
140.0,0.7022285160870846,0.6637201010251077,0.6596216173596212,0.6948698796974341,0.6135665441200621
141.0,0.7559236180493973,0.7257863030209185,0.7266892971411735,0.7633809974820394,0.6788768045334215
142.0,0.8003050103740973,0.7768596424782539,0.7828781647736468,0.8153418497385787,0.7343796871886612
143.0,0.8365164819640489,0.8183630082381079,0.8287961721852656,0.8544408253572244,0.7810714762742037
144.0,0.8661920169662021,0.8521974216417207,0.8653832587053322,0.8847102548504753,0.8192193073306809
145.0,0.891241334352304,0.8803078461857163,0.8949135380312317,0.9082548556086868,0.8510719360976753
146.0,0.9120252722881395,0.9045691471664633,0.9187564581924116,0.9271459775513923,0.8780679531505572
147.0,0.9291684892965528,0.9227015637129866,0.938107173832753,0.9427131860544505,0.9000934974392212
148.0,0.9434522340478042,0.9380666707121349,0.953196001211754,0.9554492929946279,0.9187426236651434
149.0,0.955279896378172,0.9503757054285302,0.9649919285563113,0.9655134355404632,0.934140141056324
150.0,0.965141671531741,0.9600053149083179,0.9736692492519908,0.9735832300225102,0.9466779943813951
151.0,0.9728979900292926,0.9676899608914817,0.9801886518406626,0.9796766435404427,0.9568926443571997
152.0,0.9787922474260494,0.9739349781649338,0.9850647167939977,0.9842556872287289,0.9654453609285807
153.0,0.9832227273578306,0.9788638232604661,0.9885692587966287,0.9877336043798656,0.9721828696050117
154.0,0.9869417433589608,0.9828489582570449,0.9911255617849303,0.9903080330902642,0.9774642706214405
155.0,0.9897382391437923,0.9861331112510751,0.993038639183643,0.9922484798550312,0.9818544899572365
