value,emory_probability,mimic_iv_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability
0.0,,0.00030516879649055887,,,,3.405930747210117e-6
5.0,,,,,,6.811861494420234e-6
6.0,,,4.407985506543654e-6,,,0.000015326688362445528
8.0,,,,,,0.000018732619109655645
8.8,,,6.611978259815481e-6,,,
9.0,,0.0003433148960518787,,,,0.000022138549856865762
10.0,,,,,6.06843986479516e-6,0.000025544480604075876
11.0,,,,,,0.000027247445977680934
12.0,,,8.815971013087309e-6,,0.00001213687972959032,0.00003405930747210117
13.0,,,0.000011019963766359136,,,0.000044277099713731524
14.0,4.122844267803472e-6,0.0004196070951745184,0.000013223956519630963,,,0.00004598006508733658
14.3,,,,,,0.00005108896120815175
15.0,0.000041228442678034724,,,,,0.000057900822702571986
15.1,,,0.00001542794927290279,,,
15.4,,,,,,0.00005960378807617705
15.5,,,,,,0.00006130675344978211
15.6,,,0.000017631942026174617,,,
15.9,,,,,,0.00006300971882338716
16.0,0.00009894826242728333,,,,,0.00006811861494420234
17.0,0.00018965083631895972,0.0004577531947358383,,,0.00002427375945918064,0.00007493047643862258
17.3,,,,,,0.00007663344181222763
17.4,,,0.000019835934779446444,,,
17.7,,,,,,0.00007833640718583269
18.0,0.00040816158251254377,0.0004958992942971581,,,0.0000303421993239758,0.00009877199166909339
18.1,,,,,,0.00010047495704269845
18.3,,,,,,0.0001021779224163035
18.5,,,0.00002203992753271827,,,
18.6,,,0.0000242439202859901,,,
18.9,,,,,,0.00010388088778990857
19.0,0.0006926378369909833,0.000534045393858478,0.00003305989129907741,,0.0000606843986479516,0.00010898978391072374
19.4,,,0.000035263884052349234,,,
19.5,,,,,,0.0001106927492843288
19.6,,,0.00003746787680562106,,,
20.0,0.001047202444022082,0.0006103375929811177,0.000050691833325252024,,0.00008495815810713224,0.00013112833376758952
20.1,,,,,,0.00013283129914119457
20.2,,,0.00005289582607852385,,,
20.7,,,0.00005509981883179568,,,
20.8,,,,,,0.00013453426451479961
21.0,0.0015048381577482675,,0.00007934373911778578,,0.00014564255675508385,0.0001771083988549261
21.3,,,,,,0.00017881136422853114
21.4,,,,,,0.0001805143296021362
22.0,0.0022387044374172853,0.0006484836925424375,0.00009917967389723223,,0.0002427375945918064,0.00020605881020621208
22.7,,,0.00010138366665050405,,,0.00020776177557981713
23.0,0.004176441243284918,0.0007247758916650773,0.00011240363041686319,,0.0003337641925637338,0.00024522701379912844
23.2,,,0.00011460762317013501,,,0.00024692997917273346
23.4,,,0.00011681161592340684,,,0.00024863294454633854
23.5,,,,,,0.0002503359099199436
24.0,0.008006563568074342,0.0009155063894716765,0.0001454635217159406,,0.00041872235067086605,0.0002860981827656498
24.1,,,,,,0.0002878011481392549
24.4,,,,,,0.0002895041135128599
24.5,,,,,,0.00029291004426007007
24.7,,,0.00014766751446921244,,,
24.9,,,0.00014987150722248424,,,0.00029461300963367514
25.0,0.012937485312367296,0.0009917985885943162,0.00017411542750847436,,0.0005097489486427934,0.0003286723171057763
25.1,,,0.00017631942026174617,,,
25.2,,,,,,0.0003320782478529864
25.3,,,0.000178523413015018,,,
25.5,,,0.00018072740576828984,,,0.0003354841786001965
25.6,,,,,,0.0003388901093474066
25.7,,,,,,0.0003405930747210117
26.0,0.019645352936083545,0.0011443829868395957,0.00020717531880755176,,0.0006311177459386966,0.0003610286592042724
26.3,,,0.0002115833043140954,,,
26.4,,,0.00021378729706736724,,,0.00036273162457787746
26.6,,,0.00021599128982063907,,,
26.8,,,0.0002181952825739109,,,0.00036443458995148254
27.0,0.028121920750687483,0.001296967385084875,0.0002512551738729883,,0.0008010340621529611,0.00042063244728044943
27.1,,,0.00025345916662626014,,,
27.2,,,,,,0.0004223354126540545
27.4,,,,,,0.0004240383780276596
27.5,,,0.000255663159379532,,,0.0004257413434012646
27.6,,,0.0002578671521328038,,,0.0004274443087748697
27.8,,,0.00026007114488607564,,,0.00042914727414847476
28.0,0.03854034821542686,0.0015639900820141142,0.0002997430144449685,,0.0009770188182320208,0.00046661251236778604
28.1,,,,,,0.00046831547774139106
