value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability,umn_probability,upenn_probability
-20.0005,,,,,,0.1050157243827617,,
2.4995,,,,0.21612494548173378,,,0.18234725971420787,
3.4995000000000003,,0.11472181191531265,,,,,,
4.9995,0.18296957809957018,,0.11739371008987723,,,,,0.18143928287186362
6.0,,,,,,,0.043760370489610935,
7.0,,,,0.08586886539699683,,,,
7.9995,,,,,0.19905648192836603,,,
9.5,,,,,,,0.08006637113350999,
9.5,,,,0.1731603979314212,,,,
11.0,,,,0.08442335250991713,,,,
11.0,0.11067061720151901,,,,,,,0.06406819419427806
12.0,,0.13367799113737075,0.10656657045865797,,,,,
12.5,,,,,,0.34861824800149205,,
13.0,0.11265283979468348,,,,,,,0.05623507728396096
13.0,,,,0.04314315977486552,,,,
14.5,,0.28270146069259805,0.17392214628602193,,,,,
14.5,,,,,,,,0.17063209483516945
14.5,,,,0.15879872894556482,,,,
15.0,0.16588073279639445,,,,,,,
15.5,,,0.052700055332067175,,,,,
15.5,,,,,,,,0.04657981820466636
15.8,,,,,,,0.09383590480200105,
16.5,,,,,,0.11744731206307761,,
16.5,,,,0.07540551205632516,,,,
16.5,,0.11291646151321189,,,,,,
17.0,,,,,,,,0.1351317387844008
17.0,0.09452071944247381,,0.1172142547368736,,,,,
18.5,,,,,0.0055537050758281276,,,
19.0,,0.10659773510585918,,,,,,
19.0,,,,,,,,0.1540862061743392
19.0,,,,,,0.1729424854171624,,
19.0,0.116512957476109,,0.18637186140064904,,,,,
19.5,,,,,0.18694301504326724,,,
20.0,,,,0.06950715487341377,,,,
21.0,,,,,0.10893283211768144,,,
21.0,0.04953469932813087,,0.06743782619749061,,,,,
21.0,,0.058427703922534054,,,,,,
21.5,,,,,,0.06504556533818677,,
21.8,,,,,,,0.10963619703311127,
22.5,,,,,,,,0.13148745444644577
23.0,,,,,0.13691888327702587,,,
23.5,0.07073404832450027,,0.0948197221432951,,,,,
24.0,,,,,,0.0990218083361738,,
24.0,,0.09404234367306745,,,,,,
24.5,,,,,,,0.2731865573689294,
25.0,,,,,0.12083557090320783,,,
25.5,,,,,,,0.01857401124346814,
27.0,,,,,0.08648009299227104,,,
28.0,,,,,,,0.11609995294583818,
29.0,,,,,0.09917136273103618,,,
35.5,0.09652380753661896,,,,,,,
36.0,,,,0.09356788302976178,,,,
37.5,,,0.08357385335506737,,,,,0.0603401332048758
37.5,,,,,,0.09190885646114566,,
38.0,,0.09691449204004596,,,,,,
40.0,,,,,0.056108055931316236,,0.08249337526932317,
