value,sunnybrook_probability,ucmc_probability
15,,0.016086069199825408
18,0.012080044060950982,
24,,0.03113638240394484
30,0.024563980172572056,
32,,0.04634477226344536
38,,0.05989925562410787
40,0.035909675050486506,
44,,0.07387134447734431
51,0.047695979438222874,
59,0.058894804479530015,
73,,0.14741709823166488
90,0.11632091059298696,
100,,0.21995304887399875
113,0.1762070864696163,
126,,0.29472094751619105
132,0.23389021479713604,
150,0.2897007527079126,0.3661574396300534
180,0.38659812740958327,0.4616711297762154
212,,0.5562174851655676
213,0.4834955021112539,
247,,0.6498814425084641
250,0.5797686800073435,
290,,0.7440573794665503
294,0.6780613181567835,
350,0.7731228199008628,0.8375609008010003
379,,0.870344111644587
386,0.8188727740040389,
418,,0.902650733168965
436,0.8649531852395814,
473,,0.9349172456912315
503,0.9091977235175326,
575,,0.9674196935200368
609,,0.9739857731010158
623,0.9545805030291904,
654,,0.9805636494473216
659.2,0.9636864328988434,
711.4,0.9727556453093446,
719,,0.9870188394342271
778,0.9819717275564531,
829,,0.9934905448925905
892,0.9909307875894988,
1986,,1.0
1996,1.0,
