value,ucmc_probability
0.0045000000000000005,0.4158766622447989
0.04,0.15481929659947585
0.125,0.18481250202219562
0.33999999999999997,0.17475005662147733
0.5295000000000001,0.013928883424466949
0.615,0.01447892063286634
0.76,0.013572976995502637
1.01,0.013572976995502637
1.2295,0.002992849516290808
1.38,0.002750186041996959
1.658,0.002766363606949882
2.468,0.0028634289966674217
20.090000000000003,0.0028148963018086517
