value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,ucsf_probability,umn_probability,upenn_probability
12,,,,,,0.0045045045045045045,,,,
15,0.025957544993077987,0.004685749210553122,0.007865631654873945,0.01565906838453915,0.004953917050691244,,0.005746061167747915,0.008221225710014948,0.020320366132723113,0.016206275621623693
41,0.09506229810798339,,,,,,,,,
44,,,,,,,,,,0.07114669936017777
46,,,,0.07353815659068384,,,,,0.07643020594965676,
49,,,,,,,0.043188137164040775,,,
50,,,,,0.03248847926267281,,,,,
52,,,,,,,,0.048486547085201795,,
53,,,0.046609878409012845,,,,,,,
56,,0.040032596516247326,,,,,,,,
67.4,,,,,,0.04504504504504504,,,,
69,0.16278264882325796,,,,,,,,,
74.5,,,,,,,,,,0.12593387226543043
78,,,,0.1296333002973241,,,,,,
81,,,,,,,,,0.13052631578947368,
83,,,,,,,0.07998146431881371,,,
86,,,,,0.06013824884792627,,,,,
87,,,,,,,,0.08763079222720478,,
87.4,,,0.08514803874424676,,,,,,,
92,,0.07568503616176021,,,,,,,,
93.8,,,,,,0.08108108108108109,,,,
103,0.23200276880479925,,,,,,,,,
109.1,,,,,,,,,,0.18083598329565917
114,,,,0.1865213082259663,,,,,,
118,,,,,,,,,0.18553775743707093,
119,,,,,,,0.11677479147358666,,,
122,,,,,,,,0.12612107623318386,,
122.4,,,,,,0.12162162162162163,,,,
123.4,,,,,0.08721198156682028,,,,,
125,,0.11042069878781705,0.12409837191729065,,,,,,,
147.8,,,,,,0.15765765765765766,,,,
149.8,,,,,,,,,,0.2356614689092372
150,0.30006922011998155,,,,,,,,,
156,,,,0.24360753221010903,,,,,0.23881006864988558,
158,,,,,,,0.15347544022242818,,,
160,,,,,,,,0.16545216741405083,,
162,,,0.16263653225252456,,0.11474654377880185,,,,,
164,,0.14597127432005705,,,,,,,,
197,,,,,,0.1981981981981982,,,,
200,0.3677895708352561,0.180605072832841,0.20100295390533765,0.29970267591674926,0.14205069124423964,,0.18980537534754402,0.20412929745889388,0.2933638443935927,0.29044864181448987
328,0.4944623904014767,,,,,,,,,
340,,,,0.4402378592666006,,,,,,
372,,,,,,,,,0.4353318077803204,
372.2,,,,,,,,,,0.43239722615991727
394.1,,,0.36089166723912897,,,,,,,
397,,0.3457268004482021,,,,,,,,
423.6,,,,,,,,0.3633221225710015,,
457,,,,,,,0.352548656163114,,,
475.8,,,,,,0.36036036036036034,,,,
511,,,,,0.31394009216589863,,,,,
552,0.6207891093677895,,,,,,,,,
601,,,,0.5801783944499505,,,,,,
609.96,,,,,,,,,,0.574269185088694
643,,,,,,,,,0.5764759725400458,
662,,,0.5207460328364361,,,,,,,
684,,0.5087093816848325,,,,,,,,
784,,,,,,,,0.522795216741405,,
810,,,,,,,0.5139944392956441,,,
951,,,,,0.4854838709677419,,,,,
953.2,,,,,,0.5180180180180181,,,,
976.8,0.7471158283341024,,,,,,,,,
1023.56,,,,,,,,,,0.716179456725796
1071,,,0.6805317029607749,,,,,,,
1141,,,,,,,,,0.7174370709382151,
1157.8,,0.6722012834878273,,,,,,,,
1159.6,,,,0.7199207135777999,,,,,,
1373.6,,,,,,,0.6759036144578313,,,
1722,,,,,,,,0.6817077727952168,,
1765,,,,,0.6567972350230414,,,,,
1832.98,,,0.840179982139177,,,,,,,
1980,0.8735579141670512,,,,,,,,,
2079.56,,,,,,,,,,0.858089728362898
2204.4,,0.8361006417439136,,,,,,,,
2253.8,,,0.8721577248059353,,,,,,,
2346.4,,,,,,0.6801801801801802,,,,
2652,0.8989386248269498,,,,,,,,,
2660.66,,,,,,,,,,0.8864794452319834
2703.4,,,,,,,,,0.8586727688787186,
2724.6,,0.8689008862177855,,,,,,,,
2871.44,,,0.9041011197362094,,,,,,,
3215.6,,,,,,,0.83790546802595,,,
3321,,,,,0.8283410138248848,,,,,
3586,,0.9018029948049302,,,,,,,,
3637.8,,,,,,,,,0.8869565217391304,
3726,,,,0.8598612487611497,,,,,,
3746.62,,,,,,,,,,0.914869162101069
4020.8,,,0.9360788624029677,,,,,,,
4050.6,,,,,0.8626728110599078,,,,,
4064,,,,,,,0.8704355885078776,,,
4235.2,,,,,,0.8378378378378378,,,,
4351,0.9242039686202123,,,,,,,,,
4519.6,,,,,,,,0.8408071748878924,,
5141,,,,,0.8970046082949309,,,,,
5166.2,,,,0.88800792864222,,,,,,
5429.2,,,,,,,0.9027803521779425,,,
5518,,0.9345013751655292,,,,,,,,
5520.4,,,,,,,,,0.9152402745995424,
5633,,,,,,0.8738738738738738,,,,
5662.2,,,,,,,,0.8726644245142003,,
6037.3,,,,,,,,,,0.943220566261829
6535,,,,,,0.9054054054054054,,,,
6681.2,,,,0.9159563924677899,,,,,,
6827.8,,,,,0.9313364055299539,,,,,
7103.76,,,0.9680222573332418,,,,,,,
7336,0.9494693124134749,,,,,,,,,
7806.6,,,,,,,,0.9045216741405082,,
8382.2,,,,,,,0.9351251158480074,,,
9291.6,,,,,,,,,0.9434324942791762,
9491,,,,,,0.9369369369369369,,,,
10215.2,,,,0.9439048562933597,,,,,,
11597,,,,,,0.9684684684684685,,,,
12388.6,,0.9671997555261281,,,,,,,,
13076.6,,,,,0.965668202764977,,,,,
13646.2,,,,,,,,0.9362855007473841,,
13908.4,,,,,,,,,,0.9716102831309146
16401,,,,,,1.0,,,,
16824,0.9747346562067374,,,,,,,,,
19475.8,,,,,,,0.9675625579240037,,,
23126.6,,,,0.9718533201189297,,,,,,
23524.2,,,,,,,,,0.9717162471395882,
29491.4,,,,,,,,0.9681427503736921,,
100000,,,,,,,1.0,,,
115682,,,,,1.0,,,,,
183588,,,,,,,,,,1.0
200000,,,,,,,,,1.0,
209271,,,1.0,,,,,,,
258502,1.0,,,,,,,,,
274484,,,,1.0,,,,,,
277120,,1.0,,,,,,,,
285297,,,,,,,,1.0,,
