value,ucmc_probability
0.0345,0.02375927347147608
0.095,0.02299181376311077
0.14,0.021009209516500385
0.18,0.0216327705295472
0.22,0.020785367101560502
0.32999999999999996,0.10496610386288054
0.51,0.10192824251726784
0.6950000000000001,0.10386288053210539
0.895,0.10448644154515221
1.0995,0.09022448196469686
1.325,0.08646712714249169
1.615,0.0863871834228703
2.05,0.08787413660782808
3.16,0.08710667689946278
4.2045,0.007354822205167562
4.6850000000000005,0.007258889741621899
5.42,0.007370810949091839
6.715,0.007210923509849066
7.8694999999999995,0.0014869531849577898
8.635,0.0014549756971092352
9.696,0.0014549756971092352
12.998999999999999,0.0014549756971092352
32.793,0.0014709644410335124
