value,emory_probability,mimic_probability,nu_probability,rush_probability,sunnybrook_probability,umn_probability,upenn_probability
48,0.0014966916643379283,,,,,,
53,,0.001497137255297781,,,,,
53.7,,,,,0.0009023315177869132,,
55,,,,,,,0.0015083153777204472
58,,,,0.0012583137017290627,,,
60,0.0029171266879536267,,,,,0.0023840417715384494,
61,,,0.0014220879836678846,,,,
62,,0.003048368904208449,,,,,
63,,,,,0.0019886911740698418,,0.0031427931393415063
64,,,,0.0024628208217434737,,,
66,0.004616819447180394,,,,,0.004875691111562733,0.00433264817660422
67,,0.0048968831535864425,0.0028538736457830055,,0.002760422077440228,,
68,,,,0.003903024163834023,,,
69,0.006064454899589378,0.005988391311588754,,,,0.007297556205196082,0.0060846555814472745
70,,,0.004117736349522298,0.004959563184133141,,,
71,0.0074515813279459305,0.007471176993070871,,,0.003962541369228714,0.009717336890723169,0.007797340120911044
72,,,,0.006371108672919148,,0.011188407911718368,0.008825770223365581
73,0.009216841436579672,0.009343505392406724,0.006075952830083709,0.007246050479931315,0.004755049643074457,,
74,0.010282334724468246,0.01047286385497782,0.006942619040789354,,,0.01468660924122334,0.011281163096467511
75,,,,0.009369071041063779,0.005752363425891572,0.01676346136810126,0.012755788837895566
76,0.012886131560743424,0.01316212799458993,0.009039257121081844,0.010598142035339228,0.006363811757023493,0.01909582718867194,0.014402813337028341
77,0.014460129706914902,0.014772027615582214,0.010311490452533488,0.012026648294448331,,0.02170915385189933,
78,,,0.011812078591211106,,0.00804381056974518,,
79,,,0.013496922620386214,,0.009017378786304745,,
82,0.02616041801237209,,,,,0.04034536905314025,0.029355415201173584
83,,0.03063098981069801,,0.026290071282023687,,,
84,,,0.028199215631351023,,0.017227408319852776,,
86,0.04156683632099026,0.04451700488016594,,0.03769999087627528,,0.0640101319604032,0.04575444008190276
87,,,0.04272511297540189,,0.026396165091049407,,
88,0.05189173733051747,,,,,0.07924381147918284,0.056249731141339035
89,,0.06409870223922402,0.05534199679690785,0.05277197472494309,0.034754604413707126,,
90,0.0648478264853152,0.07274718141398645,0.06372191386440339,0.05979928975312137,0.04047431768599457,0.09756897219573286,0.06957070843781632
98,,0.17832902891258598,0.1627238798390267,,,0.20941944023220307,
99,0.16026683525206112,,,0.15238842737398148,,,0.1693554971390512
100,,,,,0.14339057004199998,,
104,,0.2785118458836532,0.25615549931355747,,,0.30904103331057853,
105,0.24367003073934773,,,0.2333784450833651,,,0.2572395772824893
106,,,,,0.23954230421038572,,
109,,0.3701963232214142,,,,0.3988982166151644,
110,0.32212742475120676,,0.36073424288029626,0.30973904977576694,,,0.33949426917704817
111,,,,,0.33087072023270653,,
115,0.4040210441605165,0.48008364286471295,0.4493805174048318,0.39042406604640933,,0.5060091314445122,0.42479873277219543
116,,,,,0.42551757913952004,,
120,0.48567596787715256,0.5657130177290827,0.5362433378225078,0.47166147706085054,0.49941674952879894,0.589389494235743,0.5090115204655944
125,,0.6595589051673236,0.629546539618232,,0.6038675591041985,0.6800403593519575,
126,0.5929486371917094,,,0.5811543617252729,,,0.6202309594662099
131,,0.7396962008387628,,,,0.7568806745839435,
132,,,0.7250629557972671,,0.708149181520013,,0.7039468158794436
133,,,,0.6803245706585692,,,
134,0.7011569058166542,,,,,,
139,,0.8255003179425584,,,,0.8386677679289495,
140,,,0.8156809214713644,,0.8035410575681572,,
141,,,,,,,0.8037357014745599
142,,,,0.7869078059313568,,,
143,0.7980189689109597,,,,,,
150,,,,,,0.9137936140683651,
151,,0.9125170641789764,,,,0.924039695815377,
152,,0.9232750669950391,0.9063021537318862,,0.9004348406820913,,
153,,,0.9174268200424268,,0.9127023938498984,0.9332050988096293,0.897468134213073
154,,0.9331150422157064,,,,,0.909330324652503
155,,,0.9276108115435856,0.8953502925440454,0.923571926804292,0.9415225819563212,
156,0.8972370663392689,0.9420316277144977,,0.9084603831496502,,,0.9202005546609044
157,0.908897556122597,,0.9368324871003012,,0.9338300114275537,0.9489229689614262,
158,,0.9500506878662017,,0.9204846920275022,,,0.9299858027995247
159,0.9195617466912825,,0.9451391101349008,,0.9428028672771256,,
160,,0.9570924216120192,,0.9313834490954646,,0.9585554096469882,0.9387537409762254
161,0.9290223421458905,,,,0.9507220136240186,,
162,,,0.9554190576122744,0.9400615149593994,,,
163,,0.9658016189836941,,,,0.9663705504400707,0.9498712843733055
164,0.9413924290803697,,,0.9478462161106264,0.9605972009913774,,
165,,,0.9639860888333887,,,,
166,0.9486705003046448,,,,,,0.9593204408960141
167,,0.9749732209095175,,,,0.9748445813205767,
168,,,,0.9609510430288895,0.9711906917380271,,
169,,,0.9732206265741501,,,,
170,0.9609166105478872,,,,,,0.9694224301428382
171,,,,0.9687205379722404,,,
172,,0.9831920991274243,,,,,
173,,,,,0.980715632003087,0.9838169160139864,
174,0.970301235682076,,0.9815073438477264,,,,
176,,,,,,,0.9801086291412647
177,,,,0.9801471259097406,,,
180,0.9807592756325388,0.9913021577196958,,,,,
181,,,,,0.9901901129398495,,
182,,,,,,0.9917974198501658,
183,,,0.9910393451147537,,,,
185,,,,,,,0.9897588626788477
186,,,,0.9902496040537411,,,
189,0.9898672199138443,,,,,,
295,,,,,1.0,,
298,,1.0,,,,,
300,1.0,,1.0,1.0,,1.0,1.0
