value,emory_probability,mimic_probability,nu_probability,rush_probability,umn_probability,upenn_probability
102.84899999999999,0.001274014066872559,,,,,
103.4995,,,,,0.002711377818537052,
103.9995,,,0.001621860716567553,,,
104.1395,,,,,,0.001653445662657717
116.9995,,0.0016454134101192926,,,,
120.27499999999999,,,,0.002569677801937142,,
129.3,,,0.0015825428810144003,,,
133.1,,0.0016454134101192926,,,,
133.5,,,,,0.002452201997647481,
134.249,0.001241065427212062,,,,,
134.62,,,,,,0.0011062338838257583
135.2755,,,,0.002701456150754431,,
137.14999999999998,,,0.0018774266476630462,,,
138.1,,0.0049362402303578775,,,,
138.43,,,,,,0.0012912623270279315
138.45049999999998,,,,0.0033603478948408777,,
138.5,,,,,0.0019338503558683387,
139.949,0.001146612660185303,,,,,
140.9495,,,0.002418046886518897,0.0019107860578506952,,
140.97,,,,,,0.0026455130602523473
141.0,,,,,0.0039075739149504575,
141.549,0.00209114033045289,,,,,
142.2195,,,0.0004521551088612572,0.0018448968834420504,,
142.25,0.0003360761245370716,,,,,
143.5,,0.014397367338543809,,,,
144.1705,,,,0.009092706068392962,,
144.5,,,,,0.016906238162642796,
144.6505,0.005974686658436828,,,,,
144.77,,,0.010016218607165676,,,
144.78,,,,,,0.009582111292640198
147.55,,,,0.011267048823878236,,
148.0,,,,,0.0007974640642756036,
148.4505,0.01432606852438419,,,,,
148.5,,0.01686548745372275,,,,
148.58,,,0.008168280336167493,,,
148.59,,,,,,0.01340078341830207
149.42950000000002,,,,0.013639059102589444,,
149.5,,,,,0.018421419884766442,
149.8805,,,0.010370079127144051,,,
149.93,,,,,,0.0030273802728185343
149.93,,,,0.007050141661724979,,
149.9505,0.0036682818822020235,,,,,
149.9505,,,0.0010222637243819728,,,
154.9995,,0.21102426984779926,,,0.230367431567615,
155.0095,,,,0.20972524214271596,,
155.1935,,,0.19420061925590995,,,
155.962,,,,,,0.18648111332007952
156.006,0.1898215062360792,,,,,
162.5,,,,,0.14870711138579318,
162.56,,,,0.1653818277656981,,
163.8095,,,0.21080257531822874,,,
164.0,,0.23035787741670094,,,,
164.7825,,,,,,0.22529771863866307
164.8,0.2151568135590242,,,,,
168.27499999999998,,,,0.1764512090663504,,
169.0,,,,,0.2214557706493351,
170.1495,0.16123965961858655,,0.15674055143264362,,,
170.18,,,,,,0.15407357833198826
170.5,,0.16125051419169067,,,,
174.625,,,,0.2024115437833564,,
175.5,,0.16659810777457837,,,0.14097170996231984,
176.35,0.19550844144148102,,0.18614046296751363,,,
176.53,,,,,,0.22510087986929905
183.0,,0.174413821472645,,,,
183.9,,,,0.1649206035448376,,
184.0,,,,,0.18353635439303018,
185.0,0.17254543617409182,,0.18621909863861993,,,
185.17000000000002,,,,,,0.14141684546188218
190.2495,,,,0.012189497265599262,,
190.3,0.011951569892851024,,,,,
190.399,,,0.013191133828082765,,,0.015625061512115426
190.75,0.0017967991494857816,,,,,
191.4995,,,,,0.019139137542614485,
191.59949999999998,,0.005758946935417524,,,,
191.7495,,,0.005995969921855802,,,
191.76999999999998,,,,0.00876326019634974,,0.008369584473357873
191.9995,0.009491404798200565,,,,,
192.6,,0.004524886877828055,,,,
194.0205,,,,0.0011201159649469592,,
194.2895,,,0.0035582641175603284,,,
194.2995,0.0045996300966054116,,,,,
194.31,,,,,,0.0033580694053500777
194.5,,,,,0.0032297294603161946,
194.5,,0.0024681201151789387,,,,
195.29000000000002,,,,0.0024378994531198523,,
195.5895,,,0.002968496584263036,,,
195.59,,,,0.0010542267905383146,,
195.79899999999998,0.003200411199022963,,,,,
196.3995,,0.0024681201151789387,,,,
196.8495,,,,,,0.005570537173001594
196.85,,,0.0010714110188234137,,,
196.9995,,,,,0.004286369345481369,
197.0495,0.002798437795164897,,,,,
197.4,,0.0012340600575894694,,,,
197.8,,,,0.0011860051393556038,,
199.0,,,,,0.00011961960964134054,
199.05,0.00030532406085394086,,,,,
199.05,,,0.0005013024033026982,,,
199.39,,,,,,0.000578705981930201
200.5,,0.00041135335252982314,,,,
202.87,,,,0.0009224484417210252,,
211.76,,,0.001081240477711702,,,
215.0,,,,,0.0010566398851651747,
220.65,0.0015266203042697043,,,,,
225.298,,,,,,0.0014211759148081806
