value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,sunnybrook_probability,ucmc_probability,ucsf_probability,umn_probability,upenn_probability
22,0.8033669706966815,,,,,,,0.736517719568567,,
23.1,,,,,,0.9114112418370126,,,,
23.6,,,0.8846059984492628,,,,,,,
23.7,,,,,0.8793934001811463,,,,,
23.711,,,,,,,,,0.8997331236940646,
23.9,,0.8689615605278256,,,,,,,,
24,0.8330584125751989,,,,,,0.8593480915552494,,,0.8707883823051068
24.12,,,,0.8498676572493156,,,,,,
24.86,,,,,,,,0.773497688751926,,
25.4,,,,,,0.9368020355152232,,,,
26.2,,,0.9144314323931088,,,,,,,
26.4,,,,,0.9105730156058384,,,,,
26.667,,,,,,,,,0.9256304694126652,
26.8,,0.896582247356774,,,,,,,,
26.9,,,,,,,,,,0.901220115472189
27,0.8680703797140824,,,,,,,,,
27.4,,,,0.8793806586465823,,,,,,
27.7,,,,,,,0.8864483201302564,,,
28.12,,,,,,,,0.8151001540832049,,
29.2,,,,,,0.9625050655364153,,,,
30.5,,,,,0.9424098877052925,,,,,
30.7,,,0.9443927875273773,,,,,,,
31,,0.9240226210966315,,,,,,,,
31.1,,,,,,,,,,0.9326463054320719
31.148,,,,,,,,,0.9508699340050065,
32,0.9078853742156673,,,0.9084392643333447,,,0.9164448758493283,,,
32.98,,,,,,,,0.8551617873651772,,
39.2,,,,,,,,0.8967642526964561,,
40,0.9435765573452358,0.9513154659454143,0.9741348152861913,0.9371002737734155,0.9743589743589743,0.9884671852890179,0.9453455240003757,,0.9763411051575398,0.9645129702916622
42.5,,,,,,0.9907790628923715,,,,
42.857,,,,,,,,,0.9810869520243292,
43,0.9549938547124652,,0.9794635437743461,,,,,,,
43.1,,,,,0.9794647365763339,,,,,
44,,,,,,,0.9567742743526317,,,
44.1,,,,,,,,,,0.9717350645126315
44.3,,,,,,,,0.9183359013867488,,
46,,0.961199901647406,,0.9499369525951675,,,,,,
46.7,,,,,,0.9931175138015107,,,,
47.619,,,,,,,,,0.985824523656826,
48,,,0.9845574992972257,,,,,,,
49,0.9670580244517757,,,,0.9845945447695995,,,,,
49.7,,,,,,,,0.938366718027735,,
50,,,,,,,0.9680464664808842,,,
51,,,,,,,,,,0.9787504743575843
54.6,,,,,,0.9953828881197393,,,,
55.3,,,,0.9623419554919401,,,,,,
55.556,,,,,,,,,0.9905455448207378,
56.4,,,,,,,,0.9583975346687211,,
57,0.9773109515492593,,,,,,,,,
58,,0.9709532005573314,0.989710148061424,,,,,,,
59,,,,,,,0.9779722578827066,,,
60.44,,,,,0.9896522150351472,,,,,
66,,,,,,,,,,0.9858065434240486
67,,,,,,,,0.9784283513097073,,
68,,,,0.9749514364584398,,,,,,
71.08,,,,,,,,0.9830508474576272,,
71.429,,,,,,,,,0.9953162173904049,
73,0.988275438256032,,,,,,,,,
73.3,,,,,,0.9976814790702,,,,
75,,0.9800344234079174,,,,,,,,
76,,,0.9946589150399886,,,,0.9889626452077528,,,
76.12,,,,,,,,0.987673343605547,,
77,0.9907497250792419,,,,,,,,,
79.052,,,,,,,,,0.9962554564826117,
79.84,,,,,,0.9981465119214493,,,,
80,,,0.9957771757430101,,,,0.9912170836334032,,,
81.64,,,,,,,,0.9907550077041603,,
82,0.9930622938094315,,,,,,,,,
83.3,,,,,0.9948220998549226,,,,,
84.426,,,,,,,,,0.9971905579576722,
84.68,,,,0.9874132388190255,,,,,,
85.7,,,,,,0.9986148664359218,,,,
85.92,,,0.9967965846711788,,,,,,,
87,,,,,,,0.9935967686382565,,,
87.2,,,,,0.9958640921441797,,,,,
88,0.9955527524419432,,,0.989980574583376,,,,,,
90.1,,,,,,,,,,0.9929032717120243
90.3,,,0.997865419486774,,,,,,,
90.38,,,,,,,,0.9953775038520801,,
90.9,,,,,0.9969301304093426,,,,,
91.267,,,,,,,,,0.9981256594327327,
91.9,,,,0.9924570312056255,,,,,,
92,,0.9897549381198263,,,,,0.9961173560447131,,,
93.3,,,,,0.9979480767226938,0.9990832209503943,,,,
94,,0.9921317924760266,,,,,,,,
94.86,,,,,,,,,,0.9943229561964654
95,0.997978523837247,,0.9989744128359029,0.995047086755501,,,,,,
95.8,,,,,,,,1.0,,
96,,0.9941152364560282,,,,,0.9979490872655541,,,
96.1,,,,,0.9989980843372528,,,,,
97.7,,,,0.9975008235922252,,,,,,
98,,0.9963117777231374,,,,,,,,
98.9,,,,,,,,,,0.9957612761574325
99.52,,,,,,0.9995349671487507,,,,
100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
