value,sunnybrook_probability,ucmc_probability
0.02,0.6200259552019955,0.6463110994627178
0.04,,0.7719827021360242
0.07,0.7885999359546964,
0.2,0.9806010146124416,0.9633075612632682
0.23,,0.9720875376752719
0.26,,0.9781155811820207
0.3,0.9952977263917213,
0.31,0.99725279355502,
0.32,,0.9858472022015463
0.4,0.998533699627526,
0.46,,0.9925304678285939
0.5,0.9991910066910489,
0.56,,0.994103000917311
0.67,,0.995675534006028
0.788,,0.9969859782466256
1.068,,0.9984929891233129
8.5,,1.0
9.3,1.0,
