value,emory_probability,jhu_probability,mimic_probability,nu_probability,rush_probability,sunnybrook_probability,ucmc_probability,umn_probability,upenn_probability
10,,,,,,0.4061214266819008,,,
10.8,,0.10000029508187047,,,,,,,
12,0.1253569248340915,,,0.14724399244237996,0.12995399295482027,,0.2204823834521195,0.22195286142110635,
14,0.22745219668773753,0.2438822151205852,0.17133655798100297,0.28318565962061837,0.21286400407287756,,0.3144622510320655,0.3444148542391753,0.1275585844563905
15,,0.3675893876756106,0.21457482268614822,,,,,,
16,0.4909907248774148,0.4817447600836852,0.3326420390466404,0.45710300326723824,0.49592525071780724,0.5220863281008156,0.487043734539428,0.5434143587293628,0.2309214639920406
17,,,,,0.5016527347800533,,,,
18,0.6339625056615663,0.5801309573341124,0.4389050399739355,0.5738027515739358,,0.6239656443651468,0.5820509052513559,0.6522764826305056,0.321647246658356
20,0.7670191607097142,0.7171109124226517,0.56856971003233,0.7018866766252635,0.6585221593737951,0.7007277496046063,0.6913233025006327,0.7590006100100879,0.44218533097907514
22,0.8250477540812509,,0.6470514523445527,,0.7032901214002014,,0.7382050633118076,0.8100144309829849,0.521493092559312
24,,0.8029797367279552,0.734073080875166,0.8291384449582898,,0.8144435501573133,,,0.6138865840054636
25,,,,,,,0.8171196325112187,,
26,0.9283294933144286,,0.8088519084734719,,0.8246716055298298,,,0.9114063989860803,0.7001846965353342
28,,,,0.9196730033354479,,0.9068412965537426,,,
30,,0.9424885434463792,0.9236986541690685,,0.924086503726608,,0.9197996010526115,,0.8420100724498049
34,,,,,,,,,0.9186155493771572
81,,,1.0,,,,,,
121,,,,,,1.0,,,
169,,,,,1.0,,,,
196,,,,,,,1.0,,
200,1.0,1.0,,1.0,,,,1.0,1.0
