value,mimic_iv_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability,umn_probability
0.0,0.0016016140136059693,0.0010489035149401362,0.02088747480144755,0.0044106378657424415,0.000027198795999963734,0.00022277037892470483
0.1,,0.0010494894945574213,,,,0.00022479925304970215
0.12,,0.0010512474334092763,,,,0.0002284512264746973
0.13,,0.0010530053722611313,,,,0.00022885700129969677
0.14,,0.0010541773314957012,,,,0.00023291474954969138
0.15,,0.0010547633111129863,,,,0.00023413207402468977
0.16,,,,,,0.00023859559709968385
0.17,,0.0010553492907302712,,,,0.0002394071467496828
0.18,,0.0010571072295821262,,,,0.0002454937691246747
0.2,,0.0010576932091994112,,,,0.0002491457425496699
0.21,,0.0010582791888166963,,,,0.0002503630670246683
0.22,,0.0010588651684339812,,,,0.00025401504044966343
0.23,,,,,,0.0002552323649246618
0.24,,,,,,0.0002576670138746586
0.25,,0.0010594511480512662,,,,0.0002584785635246575
0.26,,,,,,0.0002596958879996559
0.27,,0.001060037127668551,,,,
0.28,,,,,,0.00026010166282465535
0.3,,0.0010612090869031212,,,,0.0002617247621246532
0.35,,,,,,0.0002629420865996516
0.37,,,,,,0.00026375363624965055
0.38,,0.001061795066520406,,,,
0.4,,0.0010623810461376912,,,,0.00026497096072464893
0.5,,0.0010629670257549762,,,,0.00026659406002464675
0.51,,0.001063553005372261,,,,
0.54,,,,,,0.00026699983484964625
0.6,,,,,,0.0002674056096746457
0.64,,,,,,0.00026781138449964514
0.8,,0.001064724964606831,,,,0.0002702460334496419
0.82,,,,,,0.0002706518082746414
0.83,,,,,,0.00027105758309964084
0.85,,,,,,0.00027146335792464034
0.9,,,,,,0.0002726806823996387
1.0,0.001632612994514472,0.0011649274791625647,0.023674495421756977,0.0044344905953203765,0.00006799698999990934,0.0003696608655745102
1.1,,,,,,0.0003700666403995097
1.2,,0.0011655134587798498,,,,0.00037128396487450807
1.31,,0.0011660994383971349,,,,
1.39,,0.0011672713976317048,,,,
1.4,,0.0011684433568662747,,,,
1.43,,0.0011690293364835598,,,,
1.46,,0.0011696153161008447,,,,
1.47,,0.0011702012957181297,,,,
1.48,,0.0011707872753354148,,,,
1.49,,0.0011725452141872698,,,,
1.5,,,,,,0.0003716897396995075
1.51,,0.0011748891326564097,,,,
1.53,,0.0011754751122736947,,,,
1.55,,0.0011766470715082647,,,,
1.56,,0.0011778190307428346,,,,
1.57,,0.0011784050103601197,,,,
1.58,,0.0011789909899774047,,,,
1.59,,0.0011807489288292595,,,,
1.6,,0.0011825068676811145,,,,0.00037209551452450695
1.61,,0.0011842648065329695,,,,
1.62,,0.0011848507861502546,,,,
1.64,,0.0011860227453848245,,,,
1.65,,0.0011866087250021096,,,,
1.66,,0.0011871947046193944,,,,
1.67,,0.0011895386230885345,,,,
1.68,,0.0011907105823231044,,,,
1.69,,0.0011912965619403895,,,,
1.7,,0.0011942264600268144,,,,
1.71,,0.0011965703784959543,,,,
1.72,,0.0011977423377305244,,,,
1.73,,0.0011989142969650944,,,,
1.74,,0.0012000862561996643,,,,
1.75,,0.0012006722358169494,,,,
1.76,,0.0012012582154342344,,,,
1.77,,0.0012036021339033743,,,,
1.78,,0.0012041881135206594,,,,
1.8,,0.0012047740931379442,,,,
1.81,,0.0012077039912243692,,,,
1.82,,0.0012100479096935092,,,,
1.83,,0.0012106338893107943,,,,
1.84,,0.0012118058485453642,,,,
1.85,,0.0012129778077799342,,,,
1.86,,0.001214149767014504,,,,
1.88,,0.0012164936854836442,,,,
1.89,,0.0012170796651009292,,,,
1.9,,0.001217665644718214,,,,
1.91,,0.0012182516243354992,,,,
1.92,,0.001218837603952784,,,,
1.93,,0.0012200095631873542,,,,
1.94,,0.001220595542804639,,,,
1.95,,0.001221181522421924,,,,
1.98,,0.0012217675020392092,,,,
2.0,0.0016636119754229745,0.0014045931426321266,0.02546774180490451,0.004477114999654912,0.00011672816616651102,0.0005291303717992989
2.01,,0.0014051791222494117,,,,
2.04,,0.0014057651018666967,,,,
2.06,,0.0014063510814839816,,,,
2.07,,0.0014081090203358366,,,,
2.09,,0.0014098669591876916,,,,
2.1,,0.0014104529388049767,,,,
2.11,,0.0014116248980395466,,,,
2.17,,0.0014122108776568317,,,,
2.2,,0.0014127968572741165,,,,
2.21,,0.0014133828368914016,,,,
2.22,,0.0014145547961259715,,,,
2.23,,0.0014157267553605414,,,,
2.24,,0.0014174846942123964,,,,
2.25,,0.0014186566534469666,,,,0.0005295361466242984
2.26,,0.0014192426330642514,,,,
2.29,,0.0014198286126815365,,,,
2.3,,0.0014210005719161064,,,,
2.31,,0.0014215865515333915,,,,
2.32,,0.0014221725311506764,,,,
2.34,,0.0014233444903852465,,,,
2.35,,0.0014239304700025314,,,,
2.36,,0.0014245164496198164,,,,
2.38,,0.0014251024292371015,,,,
2.46,,0.0014256884088543864,,,,
2.5,,0.0014262743884716714,,,,0.0005299419214492979
2.83,,0.0014268603680889563,,,,
3.0,0.0016971942047405192,0.0015411263934595298,0.026736777337899434,0.004529478092397006,0.00013939382949981413,0.0006200239325991785
3.1,,,,,,0.0006208354822491774
3.2,,0.0015417123730768149,,,,0.0006212412570741769
3.23,,0.0015422983526941,,,,
3.3333333333333335,,,,,,0.0006216470318991764
3.4,,0.0015428843323113848,,,,
3.5,,,,,,0.0006265163297991699
3.7,,,,,,0.0006281394290991678
3.8,,,,,,0.0006285452039241672
