value,emory_probability,mimic_iv_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability,umn_probability
-14.0,,,6.000132002904064e-6,,,,
-11.0,,,0.000012000264005808128,,,,
-2.0,,2.4480763016421698e-6,,,,,
-1.0,,,,,,,2.1327145617484846e-6
0.0,0.030815909809899053,0.010005287844811547,0.018126398780773177,0.01053651194068334,0.042884144080595425,0.04053422059867143,0.004199314972082767
0.11,,,,,,,0.004201447686644515
0.12,,,,,,,0.004203580401206264
0.2,,,,,,,0.004212111259453258
0.2014,,0.01000773592111319,,,,,
0.25,,,,,,,0.004214243974015006
0.3,0.030930948203963072,,,,,0.04053654734343916,
0.4,0.031002847200253085,,,,,,0.004218509403138503
0.5,,,,,,,0.004222774832262
0.6,0.03104598659802709,0.010012632073716474,,,,,
0.66,,0.010015080150018115,,,,,
0.7,,,,,,,0.0042377038341942395
0.75,,,,,,,0.004244101977879485
0.8,0.0310891259958011,,,0.010543480533236702,,,0.0042632964089352205
0.9,,0.0100199763026214,,0.010550449125790064,,,0.004288888983676202
1.0,0.03129044318541313,0.010127691659893655,0.018204400496810928,0.010968564678991785,0.042956491856353494,0.04057377525972288,0.004495762296165806
1.1,,0.010130139736195297,,,,,0.004497895010727554
1.2,,,,,,,0.004502160439851051
1.3,,,,,,,0.0045042931544128
1.4,,0.010135035888798582,,,,,
1.5,,,,,,,0.004510691298098045
2.0,0.031822495757959215,0.010578137699395815,0.018702411453051966,0.011365774454533418,0.0431509265037033,0.0411438277278174,0.005903353906919806
2.2,0.031836875557217224,,,,,,
2.5,,,,,,,0.0059118847651668
3.0,0.03268528371343936,0.011292975979475327,0.019272423993327854,0.011937199043909101,0.04347649149461461,0.04206754540060728,0.008006210464803811
3.19,,,0.01927842412533076,,,,
3.4,,,,,,,0.00800834317936556
3.5,0.03269966351269736,,,,,,0.0080232721812978
3.6,,,,,,,0.008025404895859548
3.9,0.03271404331195536,,,,,,
4.0,0.04183083604152886,0.011584297059370747,0.019410427029394647,0.012571340966265044,0.043856317317344476,0.04294705492281024,0.01936718093523799
4.3,0.04184521584078686,,,,,,
4.5,,,0.019422427293400456,,,,0.019375711793484983
5.0,0.06653533116677691,0.48558327865962925,0.43661160545532,0.3540881248214298,0.21873897826853686,0.4805146759426225,0.22459617049773292
5.2,,0.48558817481223254,,,,,
5.3,,,,,,,0.22459830321229468
5.4,0.06654971096603492,0.48559307096483584,,,,,
5.5,0.06656409076529292,0.48559796711743913,,,,,0.2246302939307209
5.6,,0.4856028632700424,,,,,
5.8,0.06657847056455092,0.48560531134634405,,,,,
5.9,,0.48560775942264567,,,,,
6.0,0.2662419832619137,0.48644255344150567,0.43979167541685915,0.35918216597793745,0.22153341110719227,0.4831369172958572,0.26885213036857575
6.06,,,,,,,0.2688542630831375
6.1,,,,,0.27708293768143466,,0.2688563957976992
6.2,0.2662563630611717,0.4864450015178073,,,,,0.268858528512261
6.3,0.2662707428604297,0.48644744959410896,,,,,
6.4,0.2662851226596877,,,,,,
6.5,,,,0.3591891345704908,,,0.26907179996843583
6.6,0.2662995024589457,,,,,,0.26907393268299756
6.666666666666667,,,,,,,0.2690781981121211
6.7,0.2663138822582037,,,,,,
6.8,,,,,,,0.2690803308266828
6.9,0.2663426418567197,,,,,,
7.0,0.3531822495757959,0.48878046630957395,0.45453399974799447,0.364101992320611,0.2781455456378813,0.4925695405842456,0.5700831332136169
7.1,0.3531966293750539,,,,,,
7.2,0.3532110091743119,,,,,,0.5700895313573022
7.25,,,,,,,0.570091664071864
7.3,0.3532685283713439,,,,,,0.5700937967864257
7.4,,,,,,,0.5700959295009874
7.45,,,,,,,0.5700980622155492
7.5,,0.48878291438587557,0.45463000186004093,,,,0.5705416668443929
7.6,0.35328290817060193,,,,,,
7.9,,0.48878536246217724,,,,,0.5705459322735164
8.0,0.5403640965172126,0.6148417073863358,0.5380918380204365,0.504783938787883,0.5350796277706937,0.5448026338750771,0.6611329832837832
8.1,0.5403928561157286,,,,,,
8.2,,,,,,,0.6611351159983451
8.3,0.5404072359149866,,,,,,
8.5,0.5404216157142446,,,,,,0.6616405693494795
8.6,0.5404647551120186,,,,,,
8.7,0.5404791349112766,,,,,,
9.0,0.542578585602945,0.6152505361287101,0.539057859272904,0.5064424638155832,0.5354820622733479,0.546291750526426,0.6740380390969234
9.1,0.542592965402203,,,,,,
9.3,0.542607345201461,,,,,,
9.4,0.542621725000719,,,,,,
9.5,,,,,,,0.6741297458230785
9.7,0.542664864398493,,,,,,
9.8,0.542679244197751,,,,,,
9.87,,,,,,,0.6741318785376402
9.9,0.542693623997009,,,,,,
10.0,0.7890195852865894,0.8214715876264431,0.8167979695553302,0.7246639396241141,0.7631514691120215,0.8408902125481346,0.857283006956915
10.0001,,0.8214740357027448,,,,,
10.1,,,,,,,0.8572851396714767
10.4,,0.8214764837790465,,,,,
10.5,0.7890339650858474,,,,,,0.8573213958190263
10.7,0.7890483448851054,,,0.7246709082166675,,,
10.8,0.7890771044836214,,,,,,
10.9,0.7890914842828795,,,,,,
11.0,0.7900117914353916,0.8216576414253679,0.8177279900157803,0.7267057372422492,0.7639518163813451,0.8420163570157172,0.8625188212060074
11.1,,0.8216600895016696,,,,,
11.5,,,,,,,0.862540148351625
11.9,,0.8216625375779713,,,,,
12.0,0.8933881683011705,0.9052178298293201,0.8782033204730504,0.8237015769924948,0.8821183428741962,0.8808031922938213,0.9189333867933783
12.2,,,,,,,0.9189355195079401
12.5,,,0.8782153207370562,,,,0.9190229608049718
12.6,,0.9052202779056218,,,,,
13.0,0.8944810330447787,0.9062068526551835,0.8808853794783486,0.8324123176841973,0.8846957323855774,0.8844166269181102,0.9233843620837474
13.5,,,,,,,0.9234398126623529
13.8,,,,0.8324192862767507,,,
14.0,0.9364269074803716,0.9265405744166234,0.8857454864007008,0.8601473160465781,0.9261736165748754,0.8907686401340205,0.936929232265412
14.5,,,,,,,0.9369505594110296
14.6,,0.9265430224929251,,,,,0.9369526921255913
15.0,0.9607287682263955,0.9739622604557339,0.9692853242771341,0.937861060201671,0.9590828110728271,0.9656572472282653,0.9664118783670231
15.5,,,,,,,0.9664289400835171
16.0,0.9795806850536366,0.9825378717403864,0.9722733900145804,0.9534079901882216,0.9733941054649701,0.9701990530148795,0.9728974633493003
16.5,,,,,,,0.9729038614929855
17.0,0.9799401800350868,0.9829932139324918,0.973671420771257,0.9552755729925227,0.9739005398952766,0.9715648521935386,0.9738593176166488
17.5,,,,,,,0.9738806447622663
18.0,0.9870438008685398,0.9916887809559248,0.9829296244517379,0.9742301447376673,0.9856073143601292,0.9785660271996464,0.9791057954385501
18.5,,,,,,,0.9791143262967971
18.8,,,,,,0.9785683539444141,
19.0,0.987245118058152,0.9917279501767511,0.9829776255077611,0.9747458205866161,0.985648009983993,0.9789010784461999,0.9794448970538681
19.5,,,,,,,0.9794491624829916
20.0,0.994219320698283,0.997899550533191,0.9971379370346147,0.9907457090891353,0.9939951346120802,0.9940877415451912,0.9872698267809233
21.0,0.994319979293089,0.9979607524407321,0.997185938090638,0.9908990181253092,0.9940177432920047,0.9941924450597391,0.9875364161011418
22.0,0.9981162462972016,0.9986682464919067,0.9976419481228587,0.9942857541062432,0.9959123506696691,0.995595472154682,0.9884918722248052
22.5,,,,,,,0.9884961376539286
23.0,0.9982600442897818,0.9988836772064512,0.99780995181894,0.9948571786956188,0.9963057417003536,0.9959258699117001,0.9887968504071352
23.5,,,,,,,0.9888011158362587
24.0,0.9986626786690058,0.9992117194308712,0.9982899623791723,0.9961463683179909,0.9967850457147508,0.9960794350663704,0.9894473283484685
25.0,0.9989215150556499,0.9997649846750424,0.999309984819666,0.9980000139371851,0.9989102616276441,0.9983038030643229,0.9941904855337971
26.0,0.9992522504385839,0.999801705819567,0.9993579858756892,0.9983066320095331,0.9990504354431753,0.9983317240015357,0.9946255593043938
26.5,,,,,,,0.9946276920189555
27.0,0.9993097696356159,0.9998090500484719,,0.9984041923052801,0.9990594789151451,0.9983387042358388,0.9947385931761665
27.5,,,,,,,0.99474285860529
