value,emory_probability,mimic_probability,nu_probability,rush_probability,sunnybrook_probability,umn_probability,upenn_probability
0.461,,,,,,0.003049427749792523,
0.64,,,0.00401715363352192,,,,
0.8,,,,,,,0.013026127550636247
1,0.15353568861613315,0.012946058091286307,,,0.0028818921112344106,,
2,0.2115884336816498,0.016376210235131396,0.006807202459376372,,0.0037100220282557926,,
3,,0.019197786998616875,,0.003596240294237842,,,
3.025,,,,,,0.0045741416246887845,
3.1,,,,,0.004488464150255892,,
4,,,0.009196827611149861,,,,
4.3,,,,0.00514916223947691,,,
5,0.2757781832255211,,0.010036425637448654,,,,
5.507,,,,,,0.006098855499585046,
6.14,,,,0.006824683285655905,,,
8.2,,,,0.008541070698814875,,,
8.257,,,,,,0.007623569374481308,
12,,,,,,,0.02610701549034506
14.3,,,,,0.00907630389055435,,
15,,0.03806362378976487,,,,,
16,,,0.01919450257046165,,,,
22.1,,,,0.01708214139762975,,,
25,,,,,,0.015420840329647,
28.6,,,,,,,0.03891410148469105
30,,0.05764868603042877,,,,,
31.14,,,0.028132992327365727,,,,
32.48,,,,,0.01344882985242725,,
35.3,,,,0.025541479362484677,,,
37.5,,,,,,0.022832107772180726,
41.7,,,,,,,0.051899158743522876
42,,0.07518672199170125,,,,,
43,,,0.03784649564700716,,,,
44.24,,,,,0.01793729400268314,,
44.4,,,,0.03408255006129955,,,
45.455,,,,,,0.030841680659294,
50,0.3430640791728866,0.0938865836791148,0.04688832054560955,0.042541888026154474,0.022425758152939033,0.03807924652114334,0.06479523037011178
57,0.36009288439210485,0.12038727524204702,,,,,
57.9,,,,,,,0.08498127879198582
58.108,,,,,,0.0594059405940594,
58.9,,,,0.06742950551695955,,,
59,,,0.07099124234674106,,,,
60,,,,,0.04180399821123938,,
61.8,0.37385967822192734,,,,,,
62,,0.1467219917012448,,,,,
62.5,,,,,,0.08136954046281822,
62.7,,,,,,,0.10509203167888508
62.9,,,,0.09239885574172456,,,
63,,,0.0917486889353897,,,,
64.1,,,,,0.0602050449674545,,
65.7,,0.16968188105117565,,,,,
65.789,,,,,,0.10223303032057592,
65.8,,,,0.11749080506742951,,,0.1247715465018379
66,0.3943716481450766,,0.11454700457258002,,,,
66.7,,,,,0.08072610431124434,,
68,0.4059821971581799,0.1964591977869986,,,,,
68.041,,,,,,0.1233474224615444,
68.1,,,,,,,0.1447796236592261
68.2,,,,0.14246015529219452,,,
68.4,,,0.13650572218347154,,,,
68.5,,,,,0.09791808138860825,,
70,0.42008072095980536,0.22002766251728909,0.1585161073652122,0.16661217817736004,0.11608725176805737,0.14463551618319725,0.16468502508710325
77.8,,,,0.3326522272170004,,,
78,,0.38982019363762105,0.3255056963496861,,,,
78.2,,,,,0.29382049455918646,,
78.986,,,,,,0.31573157315731576,
79,0.5421573505832918,,,,,,0.33620825375964297
82.4,,,,0.49942787086228035,,,
82.8,,0.5325034578146611,,,,,
82.9,,,,,0.4689534094108684,,
83.1,,,0.4877935363868868,,,,
83.974,,,,,,0.4868276301314342,
84,0.6541715043954222,,,,,,
84.1,,,,,,,0.4991067211532538
86.2,,,,0.6647323252962811,,,
86.6,,0.6870262793914246,,,,,
86.7,,,,,0.6440697616642099,,
87.1,,,0.6513859825880286,,,,
88,0.7654669099353126,,,,,,
88.015,,,,,,0.6578657865786579,
88.2,,,,,,,0.6650854604321964
90,,,,0.8325296281160605,,,
90.5,,0.844149377593361,,,,,
90.6,,,,,0.8229458237408285,,
90.8,,,,0.8693910911319984,,,
91,,,0.8279082383941719,,,,
91.3,,0.876957123098202,,,,,
91.5,,,,,0.8617685542507909,,
91.6,,,0.8624092588286961,,,,
91.7,,,,0.9011442582754393,,,
91.783,,,,,,0.8289232432015131,
92,0.8739978990435119,,,,,,
92.2,,0.9077178423236515,,,,,0.8320909570062496
92.5,,,0.8984732232814074,,0.8964837603723272,,
92.593,,,,,,0.8634126570551792,
92.7,,,,0.9331834899877401,,,
93,,,,,,,0.8667405931919147
93.4,,0.9383125864453665,,,,,
93.467,,,,,,0.8973809661667921,
93.6,,,0.9315275517321553,,,,
93.7,,,,,0.9311327161005019,,
94,0.9457068612815834,,,,,,0.900541443346955
94.1,,,,0.9676747037188393,,,
94.595,,,,,,0.9320440816011426,
95,0.9648919113175208,0.9748824343015214,0.9710919941098969,,,,
95.2,,,,,0.966228861983868,,0.9410572862120186
96,0.9780505335323714,,,,,0.9663018933472295,
96.3,,,,,,,0.9664934869362247
100,1.0,1.0,1.0,1.0,1.0,1.0,1.0
