value,emory_probability,mimic_probability,nu_probability,rush_probability,umn_probability,upenn_probability
14.4995,,,,,0.0007159356881702336,
16.4995,,0.001145156986569421,0.0007310766042953884,,,
16.9995,,,,,,0.0007569435273840658
17.4995,,,,0.003510036301516122,,
18.4995,0.0013203662951657557,,,,,
33.5,,,,,0.0006945188086095856,
33.5,,,,0.0010943839419175743,,
35.5,,0.0011229209285777816,0.0005973940252242317,,,
37.0,0.0009636544331653298,,,,,
37.5,,,,,,0.000800508622485307
40.0,,,,0.0014947683109118087,,
41.0,,,,,0.0008077223148587251,
41.5,0.001391353730389721,,,,,
42.0,,0.0010951258560882326,,,,
43.0,,,0.0007812075714470722,,,
44.0,,,,,,0.0006521150172967042
45.0,,,,0.0014814221652786675,,
45.5,0.0011446723929864414,,,,,
46.0,,0.0012785733345192563,,,0.0008107818690816748,
48.0,,,0.0007101887013155201,,,0.0008890002219097032
48.0,0.0008837935685383687,,,,,
49.0,,0.0007282308992261852,,,0.0004788202358916306,
51.0,,,0.0004929545103248904,,,0.0005159740951053254
52.0,,,,0.0075672645739910315,,
53.5,0.005592035209767871,,,,,
54.5,,0.005520101396424442,,,0.0034817727057167773,
56.0,,,0.003241802542475551,,,0.003444365331441882
60.5,,,,0.008021033525517831,,
60.5,0.004946049549229787,,,,,
61.5,,0.005375567019478787,,,0.0033884563019168108,
62.5,,,0.0032794007678393134,,,0.003809223002914777
65.0,0.005478455313409527,,,,,
66.0,,,,0.0075672645739910315,,
66.0,,0.005842524237303211,,,0.0039529440560510335,
66.5,,,0.003166606091748025,,,0.003233346902045245
68.5,0.005270817065379428,,,,,
69.0,,,,0.005912342515481529,,
69.0,,0.003869074090545228,0.002489838035200294,,0.0026786397221924764,0.0027119271700522646
76.4995,,,,0.051769698910954516,,
76.9995,0.044839213459217715,0.04527817308547541,,,,
77.4995,,,0.03876377035003948,,,0.03796834178995362
77.9995,,,,,0.04190212486040784,
87.5,,,,0.054105274396754215,,
88.5,0.04554731312557677,0.04750177888463933,,,,
89.5,,,0.04198886257013113,,,0.03905202353059699
90.0,,,,,0.03722253667640625,
95.5,,,,0.051889814221652786,,
96.5,0.04496344147085966,0.04730165436271458,,,,
97.0,,,0.03633659602377879,,,0.0334048980780986
97.5,,,,,0.043477795285226946,
102.0,,,,0.053050928891736064,,
102.5,0.037838077660254134,0.039491238993151295,,,,
103.0,,,0.04277842530277015,,,0.040534598173261105
103.5,,,,,0.037787024430540474,
107.5,0.041245474551004475,0.042687672329449436,,0.04288116591928251,,
108.0,,,0.031695303981652066,,0.03434961526105646,0.031232088959924197
117.4995,,,,,0.16325169422815095,
117.9995,0.15176936182295733,0.15654184826114026,,0.14840913944052958,,
118.4995,,,0.16533610724684905,,,0.16403891996683606
132.0,,,,,0.15364928329942326,
134.5,,0.14753068576002845,,0.135022955370489,,
135.0,0.1577482785546958,,,,,
135.5,,,0.1570394321832454,,,0.16394089850285828
147.5,,,,,0.15543912251984887,
153.5,,,,,,0.15153709908200177
154.0,0.14427841272094838,,,,,
154.5,,0.14880925909454773,,0.14178945120649156,,
155.0,,,0.15738199379211523,,,
171.0,,,,,0.1568832321130811,
179.0,,,,,,0.15930666151146375
181.0,0.15255732235394334,,,,,
185.0,,,0.15353861964381949,,,
186.0,,0.14877590500756027,,,,
186.5,,,,0.14097533632286996,,
190.9995,,,,,0.03401459407364347,
199.9995,,,,,,0.035120273697709974
202.9995,0.030911478668275715,,,,,
203.0,,,,,0.03142009209258211,
209.9995,,,0.03234282897402798,,,
211.0,,,,,,0.02976993545558879
212.4995,,0.0311638352752824,,,,
214.4995,,,,0.030269058295964126,,
215.5,0.031756229147440904,,,,,
220.0,,,,,0.03068885863329713,
224.5,,,0.03189165026966283,,,
226.5,,,,,,0.033121724959940535
228.0,,0.02987414391176732,,,,
231.5,,,,0.028053598120862694,,
233.0,0.02945091218854263,,,,,
245.0,,,0.032042043171117876,,,
248.5,,,,,0.03137419877923787,
250.0,,0.029490571911411544,,,,
252.5,,,,,,0.03179435096857459
254.5,,,,0.027826713645099296,,
261.0,0.029951373606871584,,,,,
278.5,,,0.031866584786086984,,,
286.0,,0.029790758694298675,,,,
292.5,,,,0.028654174674354046,,
893.5,,,0.03150731285483325,,,
1012.0,,,,,,0.032364781432556465
1058.0,0.030151913111379287,,,,,
1070.5,,,,0.028654174674354046,,
1107.0,,0.029785199679800766,,,,
1133.5,,,,,0.0315302360446083,
