value,emory_probability,mimic_probability,nu_probability,rush_probability,umn_probability,upenn_probability
52.45,,,,,,0.0023056757525030795
53.0,,,0.00173663545756569,,,
67.5,,0.0021801571097345746,,,,
78.0,,,,0.0021115389392622036,,
78.5,0.0043895747599451305,,,,,
79.5,,,,,0.0015060240963855422,
118.4995,,,,,,0.01206531695145447
119.9995,0.013991769547325103,,,,,
119.9995,,,,0.007700906719662154,,
120.4995,,,0.013024765931742677,,,
122.59949999999999,,0.018998511956258436,,,,
124.2995,,,,,0.010625836680053548,
147.0,,,,,,0.012381162944948043
149.5,,,,0.007328282200968823,,
150.5,,,0.012722742373905164,,,
151.0,0.013717421124828532,,,,,
154.6,,0.019482991313977228,,,,
156.3,,,,,0.011127844712182061,
164.5,,,,,,0.011370455765768612
167.5,,,0.012722742373905164,0.0075766985467643775,,
169.0,0.013580246913580247,,,,,
170.0,,,,,0.010291164658634538,
171.0,,0.019136934629892376,,,,
179.5,,,,,,0.01184422475600897
182.0,,,0.012458471760797342,0.007700906719662154,,
182.0,0.01440329218106996,,,,,
182.5,,,,,0.011127844712182061,
184.0,,0.019309962971934803,,,,
193.5,,,,,,0.011686301759262184
194.0,0.012345679012345678,,,,,
194.5,,,0.012684989429175475,0.0069556576822754936,0.009872824631860776,
195.0,,0.017960341904003876,,,,
242.4995,,0.1811606741184206,,,,
247.4995,0.18641975308641975,,,,,
253.9995,,,0.18846270009060706,,,
267.4995,,,,,,0.18846530431761474
270.9995,,,,,0.19009370816599733,
299.2995,,,,0.19215004347286052,,
334.5,,0.18029553240820848,,,,
344.0,0.1858710562414266,,,,,
357.5,,,0.18536695862277258,,,
398.5,,,,,,0.18780202773127821
413.5,,,,,0.18808567603748327,
463.0,,0.18084922310274423,,,,
471.0,0.1849108367626886,,,,,
478.0,,,0.18687707641196014,,,
480.3,,,,0.1932679170289405,,
554.0,,,,,,0.18726508954233917
585.5,,,,,0.1895917001338688,
666.4,,,,0.19090796174388275,,
722.0,0.18477366255144034,,,,,
725.5,,,0.18683932346723045,,,
742.9,,0.18001868706094057,,,,
873.0,,,,,,0.18698082814819494
921.0,,,,,0.18850401606425704,
955.9995,0.03731138545953361,,,,,
975.9995,,,0.03748867411658109,,,
1021.8,,,,0.19215004347286052,,
1050.4995,,0.03619752915527563,,,,
1173.9,0.03689986282578875,,,,,
1216.5,,,0.03748867411658109,,,
1256.9995,,,,,0.037985274431057564,
1263.9995,,,,,,0.037648842424433844
1326.5,,0.03609371215005018,,,,
1420.0995,,,,0.03850453359831077,,
1502.5,,,,,0.037734270414993304,
1540.0,0.03717421124828532,,,,,
1613.0,,,,,,0.03752250402703642
1626.0,,,0.03729990939293265,,,
1779.8,,0.03605910648164169,,,,
1814.6,,,,0.03850453359831077,,
1891.5,,,,,0.03790160642570281,
2089.9,0.037037037037037035,,,,,
2125.5,,,,,,0.037554088626385776
2443.5,,,0.03748867411658109,,,
2544.0,,,,,0.037734270414993304,
2556.9,,,,0.038256117252515216,,
2905.3,,0.03612831781845866,,,,
3055.8,0.03717421124828532,,,,,
3201.8,,,,,,0.03752250402703642
4233.9,,,,0.03838032542541299,,
6464.0,,,,,0.03781793842034806,
6509.0,,,0.037337662337662336,,,
6863.5,,0.03612831781845866,,,,
6975.3,,,,,,0.03758567322573513
7277.5,,,,0.03850453359831077,,
