value,emory_probability,mimic_probability,nu_probability,rush_probability,umn_probability,upenn_probability
66.4995,,,,,,0.003450897887931496
70.9995,0.006367687989223,,,,,
71.9995,,0.010025986472290312,,,,
73.4995,,,0.005218157160449564,,0.004123206218442732,
76.4995,,,,0.005007992806474173,,
84.5,0.008652459541740105,,,,,0.003944733275342382
85.5,,,0.00668734704057614,,0.00497026973159713,
86.0,,0.007574780220792864,,0.004133779598361475,,
86.5,0.0045517396903392736,,,,,0.0021764455989747265
87.5,,,,,0.002769565506245017,
88.0,0.012070715163168296,,,,,0.006119988909528167
88.0,,0.013367981963053749,0.008094184034543499,0.006606554101308822,,
89.0,,,,,0.007818728408184959,
89.5,,0.009577520165625365,0.005674112640488846,0.004346088520331702,,
90.5,0.02924507587221896,,,,,0.01500069612940153
91.5,,0.05007464199487643,0.027887328334710294,0.021393246078529323,0.022289396757905925,
93.0,0.032592117834867394,,,,,0.016396524826830374
93.5,,0.025734593953691248,0.0149841779551371,0.010952642621640524,0.011692798299229338,
94.5,0.021257277145756558,0.03071072694545298,,,,0.010982185037144751
95.0,,,0.04180371311437078,0.031996203416924766,0.032989802019665164,
95.5,0.02567845846166628,0.03450118874288136,,,,0.013742903347489947
96.9995,,0.11700670242110373,,,,
97.4995,0.1402909077961153,,0.13204782466368412,0.09759966030572485,0.09504135663034813,
97.9995,,,,,,0.11516003241464084
99.0,,0.09229190856202044,,,,
100.0,0.1115205896490947,,0.10995541768639616,,,
100.5,,,,0.1365521031072035,0.13027753786872176,
101.0,,,,,,0.10996345618133159
101.0,,0.09655541016236938,,,,
102.0,0.1247188544096091,,0.13248819192218358,,,
102.5,,,,0.059933559796183436,0.05412901939941536,
103.0,,,,,,0.15737403330235458
103.0,,0.09272194474649367,,,,
103.5,0.05669200686024913,,0.06272700347617341,,,
104.0,,,,0.1299955040463583,0.1213875232527239,
104.5,,,,,,0.07634814085851199
105.0,0.09448272178603856,0.08466798134871634,0.10159623388567599,,,
105.5,,,,0.05860975122389849,0.060286838958277966,0.06471385511702708
106.4995,0.0830410606087581,0.07934167603531211,0.08588720362893798,0.10877710060945149,0.1119909314376827,0.11706992590089259
107.5,,,,,,0.04158807940873029
108.0,0.06297067777599744,0.06550679764340171,0.06470281055634362,0.08070236786891798,0.08814443263353706,
109.5,,,,,,0.09092520952305021
110.0,0.047541051707050745,0.051186592700442936,,0.061794385053451896,0.06765296970502259,
110.5,,,0.06998332060295241,,,
113.0,0.0645729850985419,0.06732523636631711,,0.08447397342391848,0.09125448445389317,0.0754901762456849
114.0,,,0.05682686162335739,,,
115.4995,0.023524245283578722,0.023135946724660118,,0.0298731141972225,0.03267422933829391,0.027213304758312202
116.4995,,,0.019855497186326013,,,
116.5,0.00942394084518744,0.009307211706813616,,0.011452193026276352,0.011763386925325537,0.010278915846880092
118.0,,,0.015038736730526414,,,
118.0,0.014094369966826304,0.013779588025335274,,0.018345988610250774,0.018016708743024183,0.015202990143521652
120.0,,,0.010319402659350595,,,
120.5,0.013144854516429584,0.011776848080502774,,0.01849585373164152,0.015396625033218177,0.013560838734781838
123.5,,,0.01536998643824726,,,
131.0,0.013566201997543128,0.013828735017846502,,0.01895793785592966,0.015330188679245283,0.013296666551636737
133.0,,,0.01285248865956883,,,
