value,sunnybrook_probability
0.02,0.6200259552019955
0.07,0.7885999359546964
0.2,0.9806010146124416
0.3,0.9952977263917213
0.31,0.99725279355502
0.4,0.998533699627526
0.5,0.9991910066910489
9.3,1.0
