data_type,category,reference_unit,emory__total_number_of_stays,jhu__total_number_of_stays,mimic__total_number_of_stays,nu__total_number_of_stays,ohsu__total_number_of_stays,rush__total_number_of_stays,sunnybrook__total_number_of_stays,ucmc__total_number_of_stays,umn__total_number_of_stays,upenn__total_number_of_stays,all__total_number_of_stays,emory__total_observations,jhu__total_observations,mimic__total_observations,nu__total_observations,ohsu__total_observations,rush__total_observations,sunnybrook__total_observations,ucmc__total_observations,umn__total_observations,upenn__total_observations,all__total_observations,emory__total_distinct_observations,jhu__total_distinct_observations,mimic__total_distinct_observations,nu__total_distinct_observations,ohsu__total_distinct_observations,rush__total_distinct_observations,sunnybrook__total_distinct_observations,ucmc__total_distinct_observations,umn__total_distinct_observations,upenn__total_distinct_observations,all__total_distinct_observations,emory__mean_icu_los_days,jhu__mean_icu_los_days,mimic__mean_icu_los_days,nu__mean_icu_los_days,ohsu__mean_icu_los_days,rush__mean_icu_los_days,sunnybrook__mean_icu_los_days,ucmc__mean_icu_los_days,umn__mean_icu_los_days,upenn__mean_icu_los_days,all__mean_icu_los_days,emory__mean_icu_los_hours,jhu__mean_icu_los_hours,mimic__mean_icu_los_hours,nu__mean_icu_los_hours,ohsu__mean_icu_los_hours,rush__mean_icu_los_hours,sunnybrook__mean_icu_los_hours,ucmc__mean_icu_los_hours,umn__mean_icu_los_hours,upenn__mean_icu_los_hours,all__mean_icu_los_hours,emory__whole_stay_mean,jhu__whole_stay_mean,mimic__whole_stay_mean,nu__whole_stay_mean,ohsu__whole_stay_mean,rush__whole_stay_mean,sunnybrook__whole_stay_mean,ucmc__whole_stay_mean,umn__whole_stay_mean,upenn__whole_stay_mean,all__whole_stay_mean,emory__whole_stay_median,jhu__whole_stay_median,mimic__whole_stay_median,nu__whole_stay_median,ohsu__whole_stay_median,rush__whole_stay_median,sunnybrook__whole_stay_median,ucmc__whole_stay_median,umn__whole_stay_median,upenn__whole_stay_median,all__whole_stay_median,emory__whole_stay_iqr,jhu__whole_stay_iqr,mimic__whole_stay_iqr,nu__whole_stay_iqr,ohsu__whole_stay_iqr,rush__whole_stay_iqr,sunnybrook__whole_stay_iqr,ucmc__whole_stay_iqr,umn__whole_stay_iqr,upenn__whole_stay_iqr,all__whole_stay_iqr,emory__first_24hr_mean,jhu__first_24hr_mean,mimic__first_24hr_mean,nu__first_24hr_mean,ohsu__first_24hr_mean,rush__first_24hr_mean,sunnybrook__first_24hr_mean,ucmc__first_24hr_mean,umn__first_24hr_mean,upenn__first_24hr_mean,all__first_24hr_mean,emory__first_24hr_median,jhu__first_24hr_median,mimic__first_24hr_median,nu__first_24hr_median,ohsu__first_24hr_median,rush__first_24hr_median,sunnybrook__first_24hr_median,ucmc__first_24hr_median,umn__first_24hr_median,upenn__first_24hr_median,all__first_24hr_median,emory__first_24hr_iqr,jhu__first_24hr_iqr,mimic__first_24hr_iqr,nu__first_24hr_iqr,ohsu__first_24hr_iqr,rush__first_24hr_iqr,sunnybrook__first_24hr_iqr,ucmc__first_24hr_iqr,umn__first_24hr_iqr,upenn__first_24hr_iqr,all__first_24hr_iqr,emory__first_48hr_mean,jhu__first_48hr_mean,mimic__first_48hr_mean,nu__first_48hr_mean,ohsu__first_48hr_mean,rush__first_48hr_mean,sunnybrook__first_48hr_mean,ucmc__first_48hr_mean,umn__first_48hr_mean,upenn__first_48hr_mean,all__first_48hr_mean,emory__first_48hr_median,jhu__first_48hr_median,mimic__first_48hr_median,nu__first_48hr_median,ohsu__first_48hr_median,rush__first_48hr_median,sunnybrook__first_48hr_median,ucmc__first_48hr_median,umn__first_48hr_median,upenn__first_48hr_median,all__first_48hr_median,emory__first_48hr_iqr,jhu__first_48hr_iqr,mimic__first_48hr_iqr,nu__first_48hr_iqr,ohsu__first_48hr_iqr,rush__first_48hr_iqr,sunnybrook__first_48hr_iqr,ucmc__first_48hr_iqr,umn__first_48hr_iqr,upenn__first_48hr_iqr,all__first_48hr_iqr,emory__first_72hr_mean,jhu__first_72hr_mean,mimic__first_72hr_mean,nu__first_72hr_mean,ohsu__first_72hr_mean,rush__first_72hr_mean,sunnybrook__first_72hr_mean,ucmc__first_72hr_mean,umn__first_72hr_mean,upenn__first_72hr_mean,all__first_72hr_mean,emory__first_72hr_median,jhu__first_72hr_median,mimic__first_72hr_median,nu__first_72hr_median,ohsu__first_72hr_median,rush__first_72hr_median,sunnybrook__first_72hr_median,ucmc__first_72hr_median,umn__first_72hr_median,upenn__first_72hr_median,all__first_72hr_median,emory__first_72hr_iqr,jhu__first_72hr_iqr,mimic__first_72hr_iqr,nu__first_72hr_iqr,ohsu__first_72hr_iqr,rush__first_72hr_iqr,sunnybrook__first_72hr_iqr,ucmc__first_72hr_iqr,umn__first_72hr_iqr,upenn__first_72hr_iqr,all__first_72hr_iqr
labs,potassium,mmol/l,10756.0,15338.0,11171.0,16155.0,6144.0,6025.0,5396.0,6617.0,18130.0,20199.0,115931,206571.0,359836.0,183108.0,254188.0,100778.0,73831.0,105189.0,131228.0,266645.0,916351.0,2597725,206571.0,359836.0,183108.0,254188.0,100778.0,73831.0,105189.0,131228.0,266645.0,916351.0,2597725,9.55,9.7,7.59,8.15,7.73,8.49,12.98,8.33,7.41,9.95,8.85939,229.2,232.72,182.16,195.55,185.57,203.83,311.53,199.95,177.9,238.91,212.644824,19.21,23.46,16.39,15.73,16.4,12.25,19.49,19.83,14.71,45.37,22.407596,9.0,11.0,8.0,7.0,8.0,8.0,9.0,11.0,6.0,14.0,9.300739,17.0,22.0,15.0,14.0,17.0,13.0,16.0,19.0,13.0,36.0,36.0,4.98,6.08,4.29,4.15,4.97,3.53,3.77,4.93,3.78,10.16,5.523188,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0,3.60869,4.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,3.0,10.0,10,7.72,9.52,6.6,6.54,7.54,5.47,6.06,7.89,5.95,15.75,8.614042,5.0,6.0,5.0,4.0,5.0,4.0,5.0,6.0,4.0,8.0,5.364372,6.0,8.0,5.0,6.0,7.0,5.0,5.0,5.0,5.0,15.0,15.0,9.69,11.97,8.23,8.25,9.25,6.82,7.77,10.03,7.54,19.88,10.847071,6.0,7.0,6.0,5.0,6.0,5.0,6.0,8.0,4.0,10.0,6.439296,8.0,10.0,7.0,7.0,9.0,6.0,7.0,8.0,7.0,20.0,20.0
labs,ph_venous,(no units),2459.0,,5899.0,4671.0,2798.0,1865.0,3061.0,4063.0,,12902.0,37718,13590.0,,24863.0,25378.0,14671.0,8065.0,17323.0,37798.0,,205138.0,346826,13590.0,,24863.0,25378.0,14671.0,8065.0,17323.0,37798.0,,205138.0,346826,10.43,,7.84,9.74,8.51,8.54,15.73,8.79,,11.86,10.446211,250.33,,188.15,233.69,204.23,205.0,377.55,210.95,,284.65,250.705487,5.53,,4.21,5.43,5.24,4.32,5.66,9.3,,15.9,9.193697,2.0,,2.0,2.0,2.0,1.0,3.0,4.0,,6.0,3.615409,3.0,,4.0,4.0,3.0,2.0,5.0,8.0,,15.0,15.0,1.77,,1.79,1.91,1.66,1.33,1.64,2.89,,4.32,2.742911,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.79185,2.0,,1.0,1.0,1.0,2.0,1.0,3.0,,5.0,5,2.57,,2.41,2.63,2.26,1.81,2.37,4.25,,6.33,3.942735,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,,4.0,2.371467,2.0,,2.0,2.0,2.0,1.0,2.0,4.0,,6.0,6.0,3.15,,2.79,3.1,2.7,2.11,2.84,5.24,,7.78,4.786437,1.0,,2.0,2.0,1.0,1.0,2.0,3.0,,5.0,2.945093,2.0,,2.0,2.0,2.0,1.0,3.0,5.0,,8.0,8.0
labs,lymphocytes_absolute,10^3/µl,3138.0,,3906.0,12046.0,3577.0,4643.0,,,,,27310,11541.0,,10532.0,80820.0,17676.0,27618.0,,,,,148187,11541.0,,10532.0,80820.0,17676.0,27618.0,,,,,148187,11.4,,8.84,8.58,7.77,8.51,,,,,8.82322,273.6,,212.21,205.98,186.44,204.31,,,,,211.79756,3.68,,2.7,6.71,4.94,5.95,,,,,5.427277,1.0,,2.0,3.0,2.0,3.0,,,,,2.496192,2.0,,2.0,6.0,4.0,6.0,,,,,6.0,0.87,,1.08,1.64,1.5,1.76,,,,,1.473495,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,0.0,1.0,1.0,1.0,,,,,1,1.32,,1.41,2.63,2.16,2.61,,,,,2.240027,1.0,,1.0,2.0,1.0,2.0,,,,,1.611095,1.0,,1.0,2.0,2.0,2.0,,,,,2.0,1.64,,1.63,3.37,2.64,3.23,,,,,2.80294,1.0,,1.0,2.0,2.0,2.0,,,,,1.742073,1.0,,1.0,3.0,2.0,3.0,,,,,3.0
labs,pco2_venous,mmhg,2325.0,4796.0,5455.0,3983.0,2798.0,1845.0,3141.0,4063.0,,12880.0,41286,13179.0,51622.0,22698.0,24123.0,14660.0,8097.0,18965.0,57102.0,,204681.0,415127,13179.0,51622.0,22698.0,24123.0,14660.0,8097.0,18965.0,57102.0,,204681.0,415127,10.57,10.67,7.67,10.5,8.51,8.48,15.58,8.79,,11.88,10.573353,253.76,256.14,184.02,252.0,204.23,203.5,373.95,210.95,,285.1,253.757506,5.67,10.76,4.16,6.06,5.24,4.39,6.04,14.05,,15.89,10.054221,2.0,3.0,2.0,2.0,2.0,1.0,3.0,6.0,,6.0,3.789081,3.0,9.0,4.0,4.0,3.0,2.0,6.0,14.0,,15.0,15.0,1.77,3.4,1.81,2.08,1.66,1.32,1.69,4.37,,4.32,3.012283,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,3.0,1.838517,2.0,3.0,1.0,2.0,1.0,2.0,1.0,4.0,,5.0,5,2.6,5.07,2.42,2.88,2.26,1.79,2.46,6.43,,6.34,4.36395,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,,4.0,2.651989,2.0,4.0,2.0,2.0,2.0,1.0,2.0,6.0,,6.0,6.0,3.19,6.21,2.79,3.4,2.7,2.1,2.97,7.94,,7.78,5.308968,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,,5.0,2.963959,2.0,6.0,3.0,3.0,2.0,1.0,3.0,8.0,,8.0,8.0
labs,eosinophils_percent,%,3283.0,12197.0,6788.0,11809.0,3776.0,4681.0,5013.0,3648.0,10217.0,15757.0,77169,12095.0,107619.0,17953.0,80325.0,18876.0,28181.0,58736.0,15448.0,51769.0,141916.0,532918,12095.0,107619.0,17953.0,80325.0,18876.0,28181.0,58736.0,15448.0,51769.0,141916.0,532918,11.38,10.44,8.33,8.76,7.94,8.5,13.5,8.7,8.36,10.43,9.636392,273.11,250.47,200.0,210.19,190.54,204.1,324.04,208.79,200.65,250.42,231.28711,3.68,8.82,2.64,6.8,5.0,6.02,11.72,4.23,5.07,9.01,6.905549,1.0,4.0,2.0,3.0,2.0,3.0,6.0,2.0,2.0,4.0,3.155477,2.0,8.0,2.0,6.0,4.0,6.0,10.0,3.0,3.0,8.0,10.0,0.88,1.96,1.1,1.63,1.54,1.78,2.72,1.15,1.3,2.05,1.698511,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.064961,1.0,2.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,2.0,3,1.33,3.13,1.41,2.62,2.21,2.64,4.24,1.7,2.04,3.25,2.634038,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,2.0,1.754785,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,1.66,4.04,1.63,3.36,2.7,3.27,5.31,2.12,2.59,4.12,3.326518,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.18199,1.0,4.0,1.0,3.0,2.0,3.0,5.0,2.0,2.0,4.0,5.0
labs,eosinophils_absolute,10^3/µl,3182.0,,3877.0,11791.0,3575.0,3955.0,,,,,26380,11795.0,,10473.0,80036.0,17661.0,23316.0,,,,,143281,11795.0,,10473.0,80036.0,17661.0,23316.0,,,,,143281,11.34,,8.77,8.75,7.76,8.54,,,,,8.899701,272.13,,210.53,209.9,186.26,205.01,,,,,213.562071,3.71,,2.7,6.79,4.94,5.9,,,,,5.433245,1.0,,2.0,3.0,2.0,3.0,,,,,2.47627,2.0,,2.0,6.0,4.0,6.0,,,,,6.0,0.87,,1.08,1.63,1.5,1.74,,,,,1.45637,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,0.0,1.0,1.0,1.0,,,,,1,1.32,,1.41,2.62,2.16,2.57,,,,,2.215526,1.0,,1.0,2.0,1.0,2.0,,,,,1.596892,1.0,,1.0,2.0,2.0,2.0,,,,,2.0,1.65,,1.63,3.35,2.64,3.18,,,,,2.770453,1.0,,1.0,2.0,2.0,2.0,,,,,1.732411,1.0,,1.0,3.0,2.0,3.0,,,,,3.0
labs,albumin,g/dl,9859.0,16124.0,7028.0,13374.0,5901.0,5582.0,5354.0,5594.0,14146.0,16666.0,99628,90090.0,189716.0,23303.0,104613.0,83810.0,46373.0,95666.0,47562.0,110861.0,127814.0,919808,90090.0,189716.0,23303.0,104613.0,83810.0,46373.0,95666.0,47562.0,110861.0,127814.0,919808,9.77,9.55,8.51,8.66,7.85,8.52,13.04,8.64,8.19,10.79,9.371316,234.53,229.31,204.35,207.94,188.36,204.47,312.87,207.43,196.5,259.07,224.961557,9.14,11.77,3.32,7.82,14.2,8.31,17.87,8.5,7.84,7.67,9.233818,5.0,5.0,2.0,3.0,6.0,5.0,8.0,4.0,3.0,3.0,4.065654,9.0,11.0,3.0,7.0,13.0,8.0,16.0,7.0,6.0,6.0,16.0,2.42,2.97,1.13,2.16,3.98,2.53,3.52,2.1,2.17,1.95,2.4087,2.0,2.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.542769,2.0,3.0,0.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,3,3.7,4.63,1.59,3.29,6.2,3.76,5.61,3.24,3.35,2.92,3.694707,3.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,2.472227,3.0,4.0,1.0,3.0,6.0,4.0,5.0,3.0,2.0,2.0,6.0,4.64,5.84,1.89,4.12,7.73,4.65,7.17,4.12,4.2,3.62,4.627658,3.0,4.0,1.0,3.0,5.0,3.0,6.0,3.0,2.0,2.0,2.991167,4.0,5.0,1.0,4.0,8.0,4.0,6.0,4.0,3.0,3.0,8.0
labs,calcium_ionized,mg/dl,3211.0,,7360.0,6854.0,3384.0,1362.0,881.0,1087.0,8223.0,1.0,32363,29724.0,,82510.0,108245.0,24093.0,10293.0,22574.0,5601.0,95752.0,2.0,378794,29724.0,,82510.0,108245.0,24093.0,10293.0,22574.0,5601.0,95752.0,2.0,378794,11.75,,8.22,8.83,7.84,9.19,15.04,9.31,8.97,0.19,9.113102,282.07,,197.35,211.84,188.07,220.68,361.03,223.34,215.18,4.65,218.68915,9.26,,11.21,15.79,7.12,7.56,25.62,5.15,11.64,2.0,11.70293,2.0,,4.0,3.0,3.0,2.0,9.0,1.0,3.0,2.0,3.182245,6.0,,9.0,9.0,6.0,4.0,26.0,3.0,9.0,0.0,26.0,1.78,,2.82,4.12,2.51,2.02,1.95,1.51,2.9,2.0,2.878669,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.439236,2.0,,3.0,3.0,2.0,2.0,4.0,1.0,2.0,0.0,4,2.81,,4.31,6.25,3.46,2.97,3.89,2.17,4.58,2.0,4.411983,1.0,,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.825109,2.0,,5.0,4.0,3.0,2.0,7.0,1.0,4.0,0.0,7.0,3.63,,5.37,7.77,4.1,3.57,5.68,2.64,5.84,2.0,5.533156,1.0,,3.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,2.106974,2.0,,6.0,5.0,4.0,2.75,8.0,1.0,5.0,0.0,8.0
labs,esr,mm/hour,473.0,,,1105.0,200.0,338.0,,484.0,,,2600,604.0,,,1775.0,251.0,417.0,,1066.0,,,4113,604.0,,,1775.0,251.0,417.0,,1066.0,,,4113,10.58,,,7.1,8.16,8.7,,8.02,,,8.193892,253.92,,,170.48,195.86,208.79,,192.36,,,196.665315,1.28,,,1.61,1.25,1.23,,2.2,,,1.582704,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,0.0,,,0.0,0.0,0.0,,1.0,,,1.0,0.63,,,0.75,0.62,0.74,,0.77,,,0.720592,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,1,0.79,,,0.96,0.78,0.87,,1.03,,,0.916558,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,0.0,1.0,0.0,,0.0,,,1.0,0.88,,,1.09,0.88,0.96,,1.23,,,1.044804,1.0,,,1.0,1.0,1.0,,1.0,,,1.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0
labs,sodium,mmol/l,10746.0,15357.0,11160.0,16165.0,6200.0,6030.0,5409.0,6625.0,18057.0,20203.0,115952,199237.0,327808.0,158180.0,261059.0,106065.0,76027.0,105528.0,129250.0,241600.0,922200.0,2526954,199237.0,327808.0,158180.0,261059.0,106065.0,76027.0,105528.0,129250.0,241600.0,922200.0,2526954,9.56,9.69,7.59,8.14,7.69,8.49,12.95,8.33,7.43,9.95,8.858126,229.37,232.5,182.26,195.45,184.48,203.69,310.82,199.83,178.42,238.89,212.621894,18.54,21.35,14.17,16.15,17.11,12.61,19.51,19.51,13.38,45.65,21.794173,9.0,10.0,7.0,7.0,9.0,8.0,9.0,11.0,6.0,15.0,9.301625,17.0,21.0,14.0,15.0,17.0,12.0,16.0,19.0,12.0,37.0,37.0,4.76,5.61,3.85,4.27,5.31,3.61,3.79,4.89,3.48,10.25,5.405686,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,6.0,3.610028,4.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,9.0,9,7.44,8.77,5.96,6.75,7.99,5.65,6.08,7.79,5.48,15.88,8.43571,5.0,6.0,5.0,4.0,6.0,4.0,5.0,6.0,3.0,9.0,5.437121,6.0,7.0,5.0,6.0,7.0,4.0,5.0,5.0,4.0,15.0,15.0,9.38,11.04,7.43,8.52,9.78,7.06,7.79,9.91,6.94,20.03,10.624764,6.0,7.0,6.0,5.0,7.0,5.0,6.0,8.0,4.0,10.0,6.494256,8.0,9.0,7.0,8.0,9.0,6.0,7.0,8.0,6.0,20.0,20.0
labs,so2_arterial,%,5966.0,,6034.0,8329.0,4122.0,4667.0,3964.0,5322.0,4371.0,11998.0,54773,148411.0,,56073.0,121148.0,51617.0,53805.0,70204.0,158127.0,56351.0,470623.0,1186359,148411.0,,56073.0,121148.0,51617.0,53805.0,70204.0,158127.0,56351.0,470623.0,1186359,9.97,,8.12,8.18,7.84,8.43,12.63,8.33,6.65,11.77,9.364994,239.34,,194.76,196.28,188.08,202.21,303.21,199.99,159.59,282.38,224.722301,24.88,,9.29,14.55,12.52,11.53,17.71,29.71,12.89,39.23,21.660994,8.0,,3.0,5.0,5.0,5.0,10.0,14.0,3.0,13.0,7.93557,17.0,,6.0,10.0,11.0,10.0,18.0,27.0,8.0,35.0,35.0,7.26,,2.54,4.51,4.12,3.53,4.39,7.12,3.63,8.68,5.567788,4.0,,1.0,2.0,3.0,2.0,4.0,5.0,2.0,5.0,3.276322,6.0,,2.0,4.0,4.0,3.0,4.0,7.0,3.0,10.0,10,10.53,,3.88,6.51,5.89,5.09,6.9,11.26,5.46,13.39,8.403511,4.0,,2.0,3.0,3.0,3.0,6.0,8.0,2.0,7.0,4.498092,10.0,,3.0,6.0,7.0,5.0,7.0,11.0,4.0,15.0,15.0,12.79,,4.85,7.92,7.07,6.21,8.64,14.35,6.8,16.89,10.454951,6.0,,2.0,3.0,4.0,3.0,7.0,10.0,2.0,8.0,5.276943,11.0,,4.0,7.0,8.0,7.0,9.0,14.0,5.0,19.0,19.0
labs,platelet_count,10^3/µl,10633.0,,,15816.0,6070.0,6004.0,,,,,38523,137135.0,,,192879.0,64374.0,69000.0,,,,,463388,137135.0,,,192879.0,64374.0,69000.0,,,,,463388,9.61,,,8.28,7.8,8.52,,,,,8.608875,230.66,,,198.73,187.3,204.45,,,,,206.633706,12.9,,,12.2,10.61,11.49,,,,,12.032021,7.0,,,5.0,6.0,7.0,,,,,6.021312,12.0,,,10.0,10.0,11.0,,,,,12.0,3.15,,,3.24,3.49,3.38,,,,,3.27637,2.0,,,2.0,2.0,2.0,,,,,2.0,3.0,,,3.0,3.0,3.0,,,,,3,4.93,,,5.1,5.16,5.19,,,,,5.076558,3.0,,,3.0,3.0,3.0,,,,,3.0,4.0,,,4.0,4.0,4.0,,,,,4.0,6.23,,,6.43,6.25,6.46,,,,,6.35111,4.0,,,4.0,4.0,4.0,,,,,4.0,4.0,,,5.0,5.0,5.0,,,,,5.0
labs,basophils_absolute,10^3/µl,3181.0,,3874.0,11289.0,3576.0,4643.0,,,,,26563,11792.0,,10465.0,74840.0,17660.0,27618.0,,,,,142375,11792.0,,10465.0,74840.0,17660.0,27618.0,,,,,142375,11.34,,8.77,8.84,7.77,8.51,,,,,8.927445,272.08,,210.46,212.16,186.45,204.31,,,,,214.254387,3.71,,2.7,6.63,4.94,5.95,,,,,5.36079,1.0,,2.0,3.0,2.0,3.0,,,,,2.480029,2.0,,2.0,6.0,4.0,6.0,,,,,6.0,0.87,,1.08,1.59,1.5,1.76,,,,,1.446997,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,0.0,1.0,1.0,1.0,,,,,1,1.32,,1.41,2.56,2.16,2.61,,,,,2.198678,1.0,,1.0,2.0,1.0,2.0,,,,,1.599782,1.0,,1.0,2.0,2.0,2.0,,,,,2.0,1.65,,1.63,3.28,2.64,3.23,,,,,2.749265,1.0,,1.0,2.0,2.0,2.0,,,,,1.734405,1.0,,1.0,3.0,2.0,3.0,,,,,3.0
labs,so2_mixed_venous,%,2191.0,1898.0,1777.0,,81.0,277.0,321.0,2033.0,1891.0,12677.0,23146,30150.0,21799.0,58554.0,,125.0,4257.0,2059.0,12217.0,11464.0,189427.0,330052,30150.0,21799.0,58554.0,,125.0,4257.0,2059.0,12217.0,11464.0,189427.0,330052,10.29,10.51,8.35,,6.87,10.59,20.53,8.82,8.28,11.83,10.842858,247.06,252.3,200.45,,164.84,254.21,492.79,211.75,198.78,284.03,260.319552,13.76,11.49,32.95,,1.54,15.37,6.41,6.01,6.06,14.94,14.258202,4.0,3.0,2.0,,1.0,8.0,2.0,2.0,2.0,6.0,4.530416,10.0,13.0,18.0,,0.0,19.0,6.0,5.0,4.0,14.0,19.0,4.13,3.34,5.48,,0.63,5.01,1.57,1.55,1.86,3.91,3.599082,2.0,1.0,1.0,,1.0,4.0,1.0,1.0,1.0,3.0,2.225957,4.0,4.0,5.0,,1.0,6.0,2.0,2.0,2.0,4.0,6,6.24,5.54,10.46,,0.9,7.87,2.68,2.5,2.74,5.82,5.613554,2.0,2.0,1.0,,1.0,6.0,1.0,1.0,1.0,4.0,2.87959,6.0,5.0,8.0,,1.0,9.0,4.0,2.0,2.0,6.0,9.0,7.76,7.06,14.3,,1.05,9.92,3.36,3.23,3.38,7.19,7.07813,3.0,2.0,2.0,,1.0,6.0,1.0,1.0,1.0,4.0,3.051024,6.0,8.0,11.0,,0.0,12.0,5.0,3.0,2.0,7.0,12.0
labs,hemoglobin,g/dl,10692.0,17452.0,11073.0,16005.0,6139.0,6001.0,5410.0,6644.0,17786.0,20131.0,117333,203413.0,343902.0,131901.0,247147.0,81499.0,68461.0,90609.0,216011.0,208948.0,845811.0,2437702,203413.0,343902.0,131901.0,247147.0,81499.0,68461.0,90609.0,216011.0,208948.0,845811.0,2437702,9.59,9.3,7.63,8.2,7.73,8.52,12.93,8.31,7.51,9.99,8.855099,230.06,223.15,183.03,196.81,185.61,204.59,310.39,199.36,180.27,239.73,212.507134,19.02,19.71,11.91,15.44,13.28,11.41,16.75,32.51,11.75,42.02,20.777094,8.0,8.0,6.0,6.0,7.0,7.0,8.0,16.0,5.0,13.0,8.291078,15.0,17.0,11.0,12.0,13.0,11.0,14.0,31.0,10.0,34.0,34.0,4.99,5.32,3.6,4.42,4.69,3.35,3.61,8.25,3.25,9.82,5.41648,3.0,3.0,2.0,2.0,3.0,2.0,3.0,6.0,2.0,5.0,3.079509,4.0,3.0,3.0,4.0,4.0,3.0,3.0,7.0,3.0,10.0,10,7.62,8.19,5.39,6.74,6.75,5.15,5.66,12.88,5.0,15.02,8.282397,4.0,4.0,4.0,4.0,4.0,3.0,4.0,9.0,3.0,8.0,4.766681,6.0,6.0,5.0,5.0,6.0,4.0,4.0,12.0,4.0,15.0,15.0,9.52,10.2,6.6,8.36,8.07,6.41,7.16,16.26,6.25,18.83,10.326901,5.0,5.0,5.0,4.0,5.0,4.0,5.0,11.0,4.0,9.0,5.6869,8.0,8.0,5.0,6.0,7.0,5.0,6.0,16.0,5.0,18.0,18.0
labs,magnesium,mg/dl,10441.0,16402.0,11046.0,14216.0,5677.0,5660.0,5357.0,6509.0,14884.0,19053.0,109245,117068.0,191138.0,132459.0,185314.0,63764.0,51301.0,94935.0,99518.0,157151.0,305070.0,1397718,117068.0,191138.0,132459.0,185314.0,63764.0,51301.0,94935.0,99518.0,157151.0,305070.0,1397718,9.72,9.61,7.64,8.82,7.98,8.73,13.03,8.43,8.32,10.34,9.237183,233.26,230.69,183.43,211.58,191.54,209.46,312.68,202.41,199.57,248.1,221.667929,11.21,11.65,11.99,13.04,11.23,9.06,17.72,15.29,10.56,16.01,12.793626,6.0,6.0,6.0,5.0,5.0,5.0,8.0,9.0,4.0,6.0,5.770424,10.0,11.0,12.0,11.0,10.0,9.0,16.0,15.0,9.0,14.0,16.0,2.64,2.61,3.11,2.96,2.89,2.34,3.5,3.51,2.41,3.12,2.868495,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,2.20973,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3,4.2,4.23,4.89,4.89,4.62,3.73,5.58,5.81,3.95,5.09,4.646293,3.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,3.133068,3.0,3.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,4.0,5.0,5.37,5.47,6.14,6.33,5.84,4.76,7.13,7.51,5.12,6.57,5.96965,4.0,4.0,5.0,3.0,4.0,4.0,6.0,6.0,3.0,4.0,4.051975,4.0,5.0,5.0,5.0,5.0,4.0,6.0,6.0,3.0,6.0,6.0
