hour_bin,upenn__median,upenn__q25,upenn__q75,upenn__mean,upenn__std,upenn__count,nu__median,nu__q25,nu__q75,nu__mean,nu__std,nu__count,jhu__median,jhu__q25,jhu__q75,jhu__mean,jhu__std,jhu__count,rush__median,rush__q25,rush__q75,rush__count,ohsu__median,ohsu__q25,ohsu__q75,ohsu__mean,ohsu__std,ohsu__count,ucmc__median,ucmc__q25,ucmc__q75,ucmc__mean,ucmc__std,ucmc__count,umn__median,umn__q25,umn__q75,umn__mean,umn__std,umn__count,emory__median,emory__q25,emory__q75,emory__mean,emory__std,emory__count,umich__median,umich__q25,umich__q75,umich__mean,umich__std,umich__count,mimic_iv__median,mimic_iv__q25,mimic_iv__q75,mimic_iv__mean,mimic_iv__std,mimic_iv__count
35,18.0,15.0,20.0,17.07894736842105,3.3882274641036703,38,17.0,15.0,20.0,17.73611111111111,5.497550546880299,216,6.0,2.0,12.0,7.58273381294964,7.141326228243341,139,20.0,18.0,25.0,549,12.0,10.0,15.0,13.847826086956522,6.207405581881292,46,15.0,15.0,20.0,16.2,4.641624807226865,95,25.0,25.0,25.0,25.563636363636363,5.002827483362067,55,16.0,11.5,20.0,16.348214285714285,6.3212922350762675,112,14.0,10.0,18.0,13.743169398907105,5.746197771700811,366,20.0,15.0,24.0,19.384615384615383,4.9923017660270625,13
36,18.0,15.0,20.0,18.705882352941178,4.951457769823531,34,18.0,15.0,20.0,18.036363636363635,5.724141414715219,220,7.0,2.25,13.75,8.014084507042254,6.875783298246034,142,21.0,18.0,25.0,630,12.0,10.0,15.0,12.974683544303797,4.6103970671212915,79,15.0,12.0,20.0,16.028301886792452,4.829389288354437,106,25.0,25.0,28.0,25.003896103896103,5.746238851321095,77,16.0,12.0,22.0,17.52857142857143,7.141370862839758,140,13.0,10.0,18.0,13.713483146067416,6.25711432407175,356,15.0,12.0,17.25,15.458333333333334,4.736345744821925,24
37,16.0,13.0,20.0,16.82857142857143,5.271932976710191,35,16.0,15.0,20.0,17.664921465968586,5.433112403451339,191,5.0,0.0,10.0,6.684684684684685,6.937358656357988,111,22.0,19.0,26.0,616,10.0,10.0,15.0,12.195652173913043,5.544244524098408,46,15.0,12.25,20.0,17.341463414634145,5.871503713417006,82,25.0,21.5,25.25,23.903846153846153,5.994309770351053,52,16.0,10.0,24.0,17.322580645161292,6.522804961995262,93,13.0,10.0,18.0,13.462857142857143,5.691449662713443,350,15.0,12.0,18.0,16.470588235294116,5.398120587978092,17
38,18.0,15.0,20.0,16.9,4.285903115708681,30,16.0,15.0,20.0,17.84975369458128,5.847343260520975,203,5.0,0.0,11.0,6.6231884057971016,8.842666059765921,138,21.0,18.0,25.0,549,12.0,10.0,15.0,12.88135593220339,6.578661287575553,59,15.0,12.0,18.0,15.80952380952381,5.0878725304833345,105,25.0,23.25,30.0,25.224358974358974,4.98351010437151,78,16.0,12.0,20.0,16.669565217391305,5.736497095973542,115,14.0,10.0,18.0,14.211904761904762,6.289769030251841,420,15.0,14.0,15.25,15.6875,3.321018919950121,16
39,18.0,15.0,22.0,19.357142857142858,6.464995533439042,42,17.0,15.0,20.0,17.97948717948718,5.894221330802252,195,5.0,0.0,11.0,6.821782178217822,7.49185696553793,101,20.0,18.0,25.0,508,12.0,10.0,15.0,11.736842105263158,3.2971722777616224,19,15.0,11.0,20.0,15.73972602739726,5.535309379239474,73,25.0,25.0,25.0,26.32075471698113,5.195314401183123,53,16.0,12.0,20.0,16.76984126984127,5.420203241078988,126,14.0,10.0,18.0,13.994318181818182,5.944182110122547,352,16.0,15.0,20.0,17.84,4.82769786406178,25
40,16.0,15.0,20.0,16.657894736842106,3.558593069918061,38,17.0,15.0,20.0,17.456410256410255,5.074892455911702,195,7.5,0.0,15.0,8.359154929577464,7.646759429800641,142,22.0,20.0,26.0,581,10.0,10.0,14.75,12.471428571428572,5.717305102909197,70,15.0,12.5,20.0,17.00900900900901,5.731088260127621,111,25.0,24.0,28.0,24.943037974683545,5.355315680424542,79,16.0,12.0,22.0,17.413793103448278,6.270800469695606,116,14.0,10.0,18.0,14.378151260504202,6.160300039167052,357,18.0,13.5,25.25,18.4375,6.131544123084603,16
41,17.0,15.0,20.0,16.8,3.0466954132594983,35,18.0,15.0,20.0,17.822580645161292,5.665993942665848,186,5.0,0.0,12.0,6.357142857142857,6.835775337378971,154,22.0,18.0,26.0,530,12.0,10.0,15.0,12.488888888888889,5.4798068239932345,45,15.0,14.0,20.0,16.371794871794872,4.623792153574151,78,25.0,22.0,28.0,24.798076923076923,6.094243197545497,52,15.0,10.0,21.0,16.779816513761467,6.278059676313568,109,13.5,10.0,18.0,13.758928571428571,5.988414988333277,336,15.0,10.0,17.0,15.647058823529411,5.278981630847329,17
42,18.0,15.0,22.0,19.431818181818183,6.442582637106088,44,16.0,12.0,20.0,17.33490566037736,5.700761443325961,212,7.0,0.0,12.0,7.790909090909091,7.351084866008286,110,22.0,19.25,25.0,522,12.0,10.0,15.0,12.054545454545455,3.855818987885721,55,15.0,12.0,20.0,16.3,5.461527517854582,100,25.0,20.75,30.0,25.257142857142856,6.083204995951913,70,16.0,12.0,20.0,16.38095238095238,5.47438256508115,105,14.0,10.0,18.0,14.096685082872929,6.4265757139769,362,15.0,15.0,20.0,17.294117647058822,6.039088361275575,17
43,15.0,12.0,18.0,15.153846153846153,3.490878803082938,39,16.0,14.0,20.0,17.616161616161616,6.201697934698209,198,6.5,2.0,10.25,6.871428571428571,6.248847786906479,140,22.0,20.0,26.0,504,11.5,8.5,15.0,11.26086956521739,4.479259773214993,46,15.0,12.0,20.0,15.849315068493151,5.062583971530504,73,25.0,25.0,25.0,25.396825396825395,4.0062035867763175,63,15.0,10.0,20.0,15.527559055118111,5.608704645818365,127,14.0,10.0,18.0,13.826747720364741,6.34888232435269,329,20.0,12.0,22.0,18.047619047619047,6.264792019502248,21
44,18.0,15.0,20.0,17.45,3.587371010814295,40,18.0,14.0,20.0,17.77251184834123,5.7665210146980455,211,9.5,0.0,12.0,8.157894736842104,7.844257182798354,114,22.0,20.0,25.0,545,12.0,10.0,15.0,12.966101694915254,5.307659077788583,59,15.0,12.0,20.0,16.593406593406595,5.742585600344968,91,25.0,25.0,28.0,25.78688524590164,3.851903226970449,61,16.0,12.0,22.0,17.204225352112676,6.189144846800071,142,14.0,10.0,19.0,14.593837535014005,6.716595755780205,357,15.0,14.0,20.0,17.0,5.70087712549569,17
45,19.0,15.0,20.0,19.314285714285717,6.21028146051492,42,17.5,15.0,20.75,17.807471264367816,5.734390870462081,174,5.0,0.0,10.0,6.536,7.507570372845385,125,22.0,18.0,25.0,534,12.0,10.0,15.0,12.923076923076923,5.68398560058805,52,15.0,14.0,20.0,17.66176470588235,5.939019201698097,68,25.0,20.0,26.0,24.49230769230769,6.514702307384901,65,15.0,12.0,22.0,16.96551724137931,6.221583354633511,87,14.0,10.0,18.0,13.891975308641975,6.125422620360674,324,16.0,13.75,22.0,18.041666666666668,6.490656606877751,24
46,18.0,15.0,20.0,18.81578947368421,6.429893291359086,38,16.0,14.0,20.0,17.448275862068964,6.205318262217062,203,5.0,0.0,10.0,6.225806451612903,7.339779987607235,93,22.0,18.0,25.0,470,12.0,10.0,15.0,13.377777777777778,5.309891665085973,45,15.0,14.0,18.0,16.126436781609197,4.662578879440376,87,25.0,25.0,28.0,26.174603174603174,4.794283163275525,63,16.0,12.0,20.0,16.485714285714284,5.914640059459832,105,14.0,10.0,18.0,13.99698795180723,6.480040698641308,332,15.0,15.0,15.0,15.941176470588236,3.8482234250900462,17
47,15.0,14.0,18.0,15.342105263157896,3.655993345176048,38,16.0,15.0,20.0,17.36320754716981,5.114347914621287,212,6.0,0.0,11.0,6.857142857142857,6.073377959221716,140,22.0,18.0,25.0,485,12.0,10.0,15.0,12.292682926829269,4.4398417901937925,41,15.0,14.0,18.0,15.894117647058824,5.028545963775604,85,25.0,25.0,25.0,25.28125,4.812248756583359,64,16.0,12.0,20.0,16.11764705882353,5.6300893670666134,119,14.0,10.0,18.0,14.270440251572326,5.577880531628972,318,20.0,15.0,24.25,19.583333333333332,5.9044321353183244,24
48,18.0,15.0,20.0,17.661702127659574,4.013648085323559,47,17.5,14.0,20.0,17.56086956521739,5.688664829069965,230,6.0,2.0,13.0,7.926229508196721,6.990156045015557,122,22.0,20.0,26.0,544,12.0,10.0,15.0,12.39080459770115,4.892700595022831,87,15.0,14.0,20.0,16.548076923076923,5.198729881651374,104,25.0,25.0,30.0,25.615384615384617,5.4611515108240525,78,16.0,14.0,20.0,16.752136752136753,5.333540557424248,117,14.0,10.0,19.0,14.337386018237082,6.036865947107033,329,20.0,17.5,23.5,20.304347826086957,4.6066629867527515,23
49,15.0,15.0,17.0,15.724137931034482,3.2502368235048644,29,18.0,15.0,21.125,18.24702380952381,6.187682622674717,168,6.0,0.0,12.0,7.669724770642202,7.742445596349793,109,22.0,18.0,26.0,489,10.0,10.0,14.0,11.698412698412698,4.969698246940412,63,15.0,13.75,20.0,16.602941176470587,5.694039056118912,68,25.0,25.0,30.0,25.32075471698113,7.026799208157026,53,14.0,10.0,18.0,14.92156862745098,5.343055592037209,102,13.0,9.25,18.0,13.503355704697986,6.236229717698296,298,15.0,13.75,25.25,18.583333333333332,7.680652592223154,12
50,15.0,15.0,20.0,18.232558139534884,8.242853208349427,43,16.0,12.5,20.0,17.357487922705314,5.952704326981568,207,5.0,0.0,10.0,5.484848484848484,6.606063442891141,99,22.0,20.0,26.0,423,12.0,10.0,15.0,13.156862745098039,5.500445614746528,51,15.0,14.0,20.0,17.065420560747665,5.598637010743224,107,25.0,25.0,28.0,25.676470588235293,4.562799534949673,68,15.0,12.0,18.75,15.976190476190476,5.022293158650594,126,14.0,10.0,18.0,13.645533141210375,6.0061145568853656,347,14.0,12.0,15.0,14.333333333333334,4.790864322059325,15
51,18.0,15.0,20.0,18.473684210526315,6.656583175568189,38,16.0,13.0,22.0,17.583815028901736,6.186084666448601,173,8.0,5.0,13.0,8.72463768115942,7.632783801071417,138,21.0,18.0,25.0,507,12.0,10.0,15.0,13.777777777777779,6.309764758937635,45,15.0,14.0,18.0,15.759493670886076,4.420857295539355,79,25.0,25.0,25.0,24.966101694915253,4.944401577036102,59,15.0,10.0,22.0,16.96031746031746,6.7674524526155855,126,13.0,10.0,18.0,13.69047619047619,6.025767932434076,336,20.0,15.0,22.0,19.11764705882353,6.575355056394069,17
52,18.0,15.0,20.0,19.195121951219512,6.558275353304106,41,16.0,14.0,20.0,17.512437810945272,5.9254615455138335,201,5.0,0.0,10.0,5.844827586206897,7.665397630885185,116,22.0,18.0,25.25,548,12.0,10.0,15.0,13.63265306122449,6.428108448936788,49,15.0,13.0,20.0,16.752688172043012,5.5865831394015375,93,25.0,25.0,30.0,25.54054054054054,5.232116806719423,74,15.0,12.0,20.0,16.73873873873874,5.5048932145727685,111,14.0,10.0,18.0,13.840764331210192,6.074625960838338,314,15.0,12.5,21.5,16.363636363636363,4.971781845436777,22
53,15.5,15.0,20.0,16.844736842105263,4.379602435888881,38,16.0,15.0,20.0,17.55392156862745,5.560419085609585,204,8.0,4.0,11.0,8.19047619047619,6.646420722833337,105,22.0,18.5,25.0,447,10.0,10.0,19.5,14.521739130434783,7.553480817726892,46,15.5,15.0,20.0,17.605263157894736,5.6476046777807705,76,25.0,23.25,25.0,24.67391304347826,6.58298935076387,46,17.0,12.0,20.0,16.885057471264368,5.630947062638758,87,13.0,10.0,16.0,13.113636363636363,5.142599352648967,308,17.0,10.0,24.25,17.77777777777778,8.29993306532582,18
54,15.0,15.0,20.0,18.714285714285715,6.866677544795714,35,18.0,15.0,20.0,17.911917098445596,5.57687869628626,193,7.0,0.0,13.0,7.473214285714286,7.059540629503728,112,20.0,19.0,25.0,466,10.0,10.0,15.0,12.510204081632653,5.447179885728302,49,15.0,14.0,20.0,16.68421052631579,5.223236051417185,95,25.0,25.0,30.0,25.855645161290322,5.494424184382477,62,15.0,12.0,20.0,16.356435643564357,5.9069182462868755,101,13.0,10.0,18.0,13.342948717948717,5.704487004499174,312,15.0,12.25,15.75,15.11111111111111,3.546147684275545,18
55,18.0,15.0,20.0,19.21212121212121,6.411696225247144,33,16.0,14.0,20.0,17.337278106508876,5.8826698404685525,169,7.0,4.0,13.0,9.073394495412844,7.873662640138334,109,21.5,18.0,25.0,420,12.0,10.0,15.0,12.796296296296296,5.815981980810986,54,15.0,15.0,20.0,16.65671641791045,5.147968822178346,67,25.0,25.0,25.0,24.62280701754386,5.88147872392223,57,15.0,10.0,21.0,16.395604395604394,6.708003711784437,91,14.0,10.0,18.0,13.61437908496732,5.76094730712715,306,15.5,13.5,20.25,16.9375,5.309974890085012,16
56,18.0,15.0,20.075000000000003,18.883333333333333,4.969758136464928,42,17.0,15.0,20.75,18.042857142857144,5.974673135026155,210,6.0,0.0,10.0,6.592920353982301,6.775266426155181,113,22.0,18.0,25.0,506,12.0,10.0,15.0,13.018518518518519,5.509822243959233,54,15.0,14.0,20.0,16.813953488372093,5.146127334121036,86,25.0,25.0,30.0,26.42371794871795,4.316682561296154,78,18.0,14.0,24.0,18.846153846153847,6.256288844996201,104,13.0,10.0,18.0,13.771704180064308,5.838910359234506,311,15.0,12.5,19.5,15.636363636363637,4.215001039885253,22
57,16.0,15.0,19.0,16.487179487179485,4.044956540471726,39,16.0,14.0,20.0,17.19178082191781,5.664935283677508,219,5.0,0.0,11.0,6.788135593220339,8.215944156006644,118,22.0,19.0,26.0,422,12.0,10.0,18.0,14.707317073170731,6.500938018620946,41,15.5,15.0,22.0,18.0,6.069220958078118,80,25.0,21.5,30.0,25.15686274509804,6.503453079771108,51,16.0,12.0,20.0,17.285714285714285,6.136024254416997,91,13.0,10.0,18.0,13.710610932475884,6.531796913245244,311,15.0,10.0,19.0,15.75,6.875075757158364,16
58,15.0,15.0,20.0,17.724137931034484,6.064513593286168,29,16.0,14.0,20.0,17.301075268817204,5.602673003441589,186,5.0,0.0,12.0,6.732673267326732,6.855495735698348,101,22.0,20.0,26.0,448,12.0,10.0,14.0,13.393939393939394,7.352462996929133,33,15.5,15.0,20.0,17.622222222222224,5.7034934647872975,90,25.0,20.75,27.25,24.9,5.427119234769565,70,14.0,10.0,16.0,14.806451612903226,4.780526768582438,93,12.0,9.0,17.0,13.244514106583072,6.118054501188869,319,14.0,12.0,15.0,14.263157894736842,4.214289254207483,19
59,17.0,15.0,20.0,18.217391304347824,5.936377658989101,46,16.0,14.0,20.0,16.869109947643977,5.466514211514499,191,7.0,2.0,11.0,7.292035398230088,7.08328189664277,113,22.0,20.0,25.25,436,12.0,10.0,15.0,14.306122448979592,6.736727944734042,49,15.0,14.0,20.0,16.626373626373628,5.378244967042588,91,25.0,25.0,25.0,25.7421875,5.732109633736483,64,15.0,12.0,20.0,16.43220338983051,6.32385094938787,118,13.0,10.0,18.0,13.863924050632912,5.832897598467969,316,18.0,14.25,22.0,18.77777777777778,6.992058987801011,18
60,18.0,15.0,21.05,18.002857142857142,5.683851516993286,35,18.0,15.0,22.0,18.14,5.936887498161738,200,7.0,0.0,12.0,7.163934426229508,7.319577117958877,122,22.0,19.0,26.0,477,14.0,10.0,15.0,14.444444444444445,6.738856459365217,63,17.5,15.0,20.5,17.71590909090909,5.7853339418936525,88,25.0,25.0,30.0,25.91190476190476,5.246006048481068,84,15.5,10.0,20.5,16.95,6.35219805800065,120,14.0,10.0,18.0,13.814465408805031,5.9174269333400265,318,15.0,12.0,17.0,14.869565217391305,4.683669383430114,23
61,18.0,15.0,20.0,17.666666666666668,4.0824829046386295,33,18.0,14.0,20.0,17.735751295336787,5.890283009993987,193,8.0,4.0,13.0,8.242990654205608,6.955167919103801,107,22.0,20.0,26.0,446,12.0,10.0,15.0,12.963636363636363,7.21100916645189,55,15.0,15.0,22.0,18.243589743589745,5.888985751396687,78,25.0,20.0,25.0,23.98076923076923,7.025138013061671,52,15.5,12.0,20.0,17.256756756756758,6.385044192273259,74,13.0,10.0,18.0,13.977707006369426,6.247515531508218,314,13.0,10.0,20.25,15.8,8.727988186161674,10
62,16.5,15.0,20.0,17.21315789473684,4.450579740713507,38,17.0,14.0,20.0,17.89673913043478,6.102511372077015,184,6.0,0.0,14.0,7.095238095238095,8.087887203338052,105,22.0,20.0,26.0,463,12.0,10.0,15.0,13.425531914893616,5.907786611388264,47,15.0,15.0,20.0,17.23076923076923,5.692249941956992,91,25.0,24.0,25.75,25.6171875,5.667886554619081,64,14.0,12.0,21.0,16.24175824175824,6.174032824554899,91,13.5,10.0,18.0,13.583850931677018,5.868293819462452,322,15.0,14.5,19.0,16.894736842105264,4.677306167277928,19
63,16.0,15.0,20.0,18.322580645161292,6.425921966401363,31,15.0,14.0,20.0,16.711340206185568,4.757233407888617,194,2.0,0.0,9.75,4.388888888888889,6.885409495454855,90,22.0,19.0,25.0,419,15.0,10.0,15.0,14.8,7.695682517604577,35,15.0,14.0,18.0,15.978947368421053,4.431461377921392,95,25.0,25.0,25.0,25.210526315789473,6.064347927805073,57,15.0,12.0,18.0,15.704081632653061,5.005582828920617,98,13.0,10.0,18.0,13.73076923076923,6.246304545471464,338,12.0,10.0,16.0,14.052631578947368,5.071419746541794,19
64,18.0,15.0,20.0,17.169444444444444,3.732392526015179,36,16.0,13.0,20.0,17.08,5.51595219732877,200,7.0,0.0,13.0,7.260869565217392,6.828945448518661,92,22.0,20.0,26.0,497,15.0,10.0,19.5,15.61111111111111,7.403254426306645,54,15.0,14.0,20.0,17.010526315789473,5.022279589313631,95,25.0,23.0,28.5,25.15625,5.044481726210925,80,16.0,13.0,22.0,17.698924731182796,6.06806492011315,93,14.0,10.0,18.0,14.128654970760234,5.9119490266827786,342,16.0,11.0,21.0,17.8,7.812078560061427,15
65,15.0,15.0,18.0,16.352941176470587,3.419040738597964,34,18.0,15.0,21.25,18.322916666666668,5.785873375345531,192,8.5,0.0,14.0,8.205882352941176,7.573191690566253,102,22.0,20.0,26.0,420,10.0,10.0,15.0,12.261904761904763,6.148803269681433,42,15.0,15.0,20.0,17.227848101265824,5.883373720545493,79,25.0,25.0,26.0,25.127659574468087,6.908145857315039,47,16.0,12.0,20.0,16.28181818181818,5.790108329042879,110,13.0,10.0,18.0,13.52980132450331,6.266302800771896,302,15.0,14.0,21.5,17.555555555555557,6.921596400544179,18
66,15.0,14.25,20.0,17.105263157894736,6.039462450055717,38,15.0,12.0,20.0,16.540697674418606,5.426120018740128,172,5.0,2.0,10.0,6.703703703703703,6.713439247376151,108,22.0,20.0,25.0,441,15.0,10.0,16.0,15.848484848484848,8.078216124713162,33,15.0,15.0,20.0,16.16304347826087,4.676988732345255,92,25.0,23.0,25.0,24.951612903225808,4.521088724802434,62,15.0,10.5,19.5,16.025641025641026,5.709355182219494,78,12.0,10.0,18.0,13.074193548387097,5.394859577906583,310,17.0,15.0,20.0,17.63157894736842,5.345928111041248,19
67,19.5,15.0,21.5,18.766666666666666,5.876213496587005,30,18.0,14.0,20.0,17.902857142857144,6.091896148685655,175,7.0,0.0,14.0,7.454545454545454,7.869176145547099,99,20.5,18.0,24.0,406,12.0,10.0,15.0,12.853658536585366,6.6766794726486465,41,15.0,14.0,20.0,16.467532467532468,5.022539763234742,77,25.0,25.0,25.0,25.557377049180328,5.03164847130618,61,15.0,10.0,20.0,15.696969696969697,5.603305411976818,99,14.0,10.0,18.0,13.384126984126985,6.308047795490538,315,15.0,11.5,22.5,17.75,7.496969084539795,12
68,16.0,15.0,20.0,16.620588235294118,4.165935408202094,34,16.0,13.0,20.0,17.050505050505052,5.37690820784667,198,5.0,0.0,12.0,6.3474576271186445,8.368006960420276,118,22.0,18.0,26.0,512,10.0,10.0,15.0,13.678571428571429,7.897311724095261,56,15.0,14.0,20.0,17.197802197802197,5.2814555658239595,91,25.0,23.0,27.5,24.819277108433734,4.894358570080288,83,16.0,13.0,20.0,17.282258064516128,5.907911856313273,124,13.0,10.0,17.0,13.4,6.180868450002656,320,15.0,12.0,22.0,17.705882352941178,7.744067938447732,17
69,18.0,15.0,20.0,18.405405405405407,5.489684566223876,37,16.0,13.0,20.0,17.401129943502823,5.787191860053043,177,5.0,0.0,10.0,5.972222222222222,6.966486306896356,108,22.0,20.0,26.0,439,12.0,10.0,15.0,13.8,7.327627013369255,35,16.0,14.0,20.0,17.27906976744186,5.876475860262826,86,25.0,25.0,29.5,25.782608695652176,5.621043965821694,46,15.0,12.0,18.0,15.26865671641791,4.643607823965663,67,13.0,10.0,17.0,13.391459074733095,6.297658153682251,281,18.0,15.0,22.0,19.428571428571427,6.57166745862975,14
70,15.0,15.0,20.0,16.818181818181817,4.216445077421155,33,16.0,14.0,20.0,16.984455958549223,4.783300686522401,193,5.0,0.0,14.0,7.588235294117647,7.338558216021061,119,22.0,20.0,26.0,413,12.0,10.0,19.0,16.08888888888889,7.965328910124469,45,15.0,14.0,18.0,16.314606741573034,4.858440419465848,89,25.0,22.875,25.0,24.3515625,5.4457495348236264,64,14.0,10.0,18.0,15.364705882352942,6.066785174451225,85,13.0,10.0,18.0,13.589341692789969,5.914273258957606,319,13.5,12.0,15.0,14.642857142857142,4.797549740907698,14
71,16.0,15.0,20.0,17.035714285714285,4.7099747805972845,28,15.5,12.0,20.0,16.75,5.840947411736104,196,8.0,0.0,13.0,8.108695652173912,8.41042853664965,92,22.0,20.0,26.0,379,12.0,10.0,17.0,14.91891891891892,7.166195249527768,37,15.0,14.0,20.0,16.420454545454547,5.599100073234452,88,25.0,25.0,25.0,25.428571428571427,4.044557028704325,56,15.0,10.0,18.0,14.818181818181818,5.12967285499357,99,13.0,10.0,17.0,13.258064516129032,5.582416947366075,279,15.0,15.0,20.0,17.3125,5.770254182731756,16
72,18.0,15.0,20.0,17.003225806451614,3.2383621241781815,31,16.0,14.0,20.0,17.493023255813952,5.5500019091028605,215,6.0,2.0,12.0,7.030769230769231,6.971635179648724,130,22.0,19.0,25.0,475,10.0,10.0,15.0,12.854545454545455,6.8513804551647945,55,16.0,12.5,20.0,16.433962264150942,5.025684256514878,106,25.0,22.0,26.5,24.548192771084338,5.045291488733686,83,15.5,12.0,20.75,16.76595744680851,5.623349042144073,94,14.0,10.0,18.0,13.77659574468085,6.262049035315323,282,16.0,12.0,20.5,17.6875,7.586995452746759,16
73,16.0,14.5,19.0,17.217391304347824,4.562261418311302,23,16.0,12.0,20.0,16.771084337349397,5.588571240850047,166,5.0,0.0,11.5,6.747474747474747,7.726634870056444,99,22.0,19.0,25.5,395,10.0,8.0,12.0,12.173913043478262,7.451485602291627,46,18.0,14.5,22.0,18.239436619718308,6.916780400348114,71,25.0,25.0,28.0,25.402173913043477,5.896910269339163,46,16.0,10.0,23.0,17.571428571428573,6.681531047810609,77,13.0,10.0,16.25,13.428571428571429,5.784843448398429,280,15.0,13.5,24.5,18.818181818181817,8.183131207773487,11
74,16.5,15.0,20.0,17.8625,5.718825749113007,40,18.0,15.0,20.0,18.17156862745098,6.003691433424887,204,3.0,0.0,10.0,5.064,7.127574803581171,125,22.0,20.0,25.0,420,12.0,10.0,15.0,14.32258064516129,7.888333566198434,31,17.0,14.5,20.0,17.054945054945055,4.6364800761943865,91,25.0,25.0,28.0,25.55223880597015,4.324992843187466,67,14.0,12.0,18.0,15.0,5.536520678593171,99,12.5,10.0,16.0,13.101307189542483,5.937891516582484,306,16.5,11.25,20.0,16.3,6.019413038937712,10
75,15.0,13.0,20.0,16.03448275862069,4.083789894384608,29,18.0,14.0,20.0,17.50526315789474,5.320169636095876,190,5.0,0.0,10.0,5.838095238095238,6.600005550003218,105,22.0,20.0,25.0,396,11.0,10.0,15.25,13.6,7.5182536490221255,30,15.0,12.0,18.0,15.518072289156626,4.827162590760476,83,25.0,25.0,25.0,24.884615384615383,4.386493736476871,52,15.0,12.0,20.0,16.775510204081634,6.014639549654322,98,12.0,10.0,16.0,13.107936507936508,5.916168647099579,315,15.0,13.0,15.0,16.53846153846154,6.279800748104788,13
76,16.0,15.0,19.5,16.384615384615383,4.318119248718572,26,16.0,12.0,20.0,16.5929203539823,5.6302945147227605,226,5.0,0.0,10.0,6.3,7.38793019762924,120,22.0,19.0,25.0,440,12.0,10.0,16.5,14.170212765957446,7.797210061063844,47,18.0,15.0,20.0,17.565656565656564,5.1550680752480025,99,25.0,23.0,26.5,24.86919831223629,4.842951738639271,79,15.0,12.0,20.0,16.526881720430108,5.325474867271916,93,13.0,10.0,18.0,13.31439393939394,5.471288801754707,264,16.0,12.75,20.0,17.8,6.894696665210382,20
77,18.0,15.0,20.0,18.53235294117647,6.44974608794257,34,18.0,15.0,20.0,17.704918032786885,5.684983871052192,183,5.0,0.0,12.0,6.882882882882883,8.02466508928876,111,22.0,19.75,26.0,456,12.0,10.0,19.0,14.91891891891892,7.9525620552903105,37,15.0,13.0,20.0,17.233766233766232,6.787946173948626,77,25.0,25.0,29.5,26.023809523809526,5.385110888357555,42,18.0,12.0,22.0,17.806122448979593,6.0575558394238715,98,12.0,10.0,16.0,13.07516339869281,5.686703283582539,306,14.0,10.0,15.0,15.923076923076923,8.118513189633703,13
78,15.0,12.0,20.0,17.057142857142857,5.551591489584486,35,18.0,15.0,20.0,17.80225988700565,5.403113105194962,177,5.0,0.0,12.0,6.118811881188119,7.773399679307467,101,22.0,20.0,25.0,341,13.5,10.0,16.0,14.842105263157896,7.0730792093778865,38,18.0,14.0,20.0,16.858823529411765,5.129635977933176,85,25.0,25.0,27.5,25.25925925925926,5.559914432574853,54,14.0,12.0,16.0,15.069444444444445,5.13020986004839,72,13.0,10.0,16.0,13.191011235955056,5.144987496775725,267,15.0,15.0,18.0,16.11764705882353,4.4704914850212,17
79,15.0,12.0,18.0,15.21875,5.065597917133229,32,18.0,15.0,20.0,17.666666666666668,5.497589003234493,177,5.0,0.0,10.0,5.096153846153846,6.5545052034107405,104,22.0,20.0,26.0,379,10.0,8.0,12.0,12.0,7.2236983728432484,34,15.0,11.5,21.25,16.69736842105263,6.066343735380436,76,25.0,25.0,25.0,24.41176470588235,4.77148392258943,51,15.0,12.0,20.0,16.5,5.802129426542719,86,14.0,10.0,18.0,13.524305555555555,5.858919125058479,288,14.5,11.5,16.0,14.0,4.0,12
