hour_bin,median__Emory,median__JHU,median__MIMIC,median__NU,median__OHSU,median__RUSH,median__Sunnybrook,median__UCMC,median__UCSF,median__UMN,median__UPenn,median__ALL,q25__Emory,q25__JHU,q25__MIMIC,q25__NU,q25__OHSU,q25__RUSH,q25__Sunnybrook,q25__UCMC,q25__UCSF,q25__UMN,q25__UPenn,q25__ALL,q75__Emory,q75__JHU,q75__MIMIC,q75__NU,q75__OHSU,q75__RUSH,q75__Sunnybrook,q75__UCMC,q75__UCSF,q75__UMN,q75__UPenn,q75__ALL,mean__Emory,mean__JHU,mean__MIMIC,mean__NU,mean__OHSU,mean__RUSH,mean__Sunnybrook,mean__UCMC,mean__UCSF,mean__UMN,mean__UPenn,mean__ALL,std__Emory,std__JHU,std__MIMIC,std__NU,std__OHSU,std__RUSH,std__Sunnybrook,std__UCMC,std__UCSF,std__UMN,std__UPenn,std__ALL,count__Emory,count__JHU,count__MIMIC,count__NU,count__OHSU,count__RUSH,count__Sunnybrook,count__UCMC,count__UCSF,count__UMN,count__UPenn,count__ALL
85,400,,,450,,370,,440,400,455,400,424.226102,350.0,,,390.0,,330.0,,380.0,350.0,380.0,350.0,330.0,440.0,,,480.0,,440.0,,480.0,400.0,500.0,460.0,500.0,398.580858,,,427.988432,,382.45614,,434.718232,376.052632,439.090909,413.942134,421.126073,63.245285,,,71.995611,,87.163244,,79.299708,75.614442,73.780842,79.235672,75.955622,303,,,778,,57,,905,76,154,1106,3379
86,400,,,450,,370,400.0,440,380,480,410,428.096036,330.0,,,400.0,,330.0,350.0,380.0,350.0,380.0,360.0,330.0,450.0,,,500.0,,440.0,425.0,480.0,400.0,500.0,470.0,500.0,394.169329,,,435.573171,,381.964286,402.727273,437.577093,372.112676,446.779661,417.296085,424.564489,70.637755,,,75.222751,,81.807304,73.087743,77.284891,78.865446,75.980874,78.374358,76.629579,313,,,820,,56,11.0,908,71,177,1226,3582
87,400,,,450,,370,380.0,430,400,475,400,421.78499,362.5,,,400.0,,330.0,350.0,360.0,350.0,370.0,350.0,330.0,450.0,,,500.0,,440.0,400.0,480.0,400.0,500.0,450.0,500.0,412.018634,,,438.889619,,381.034483,377.142857,429.836957,379.285714,442.597403,412.146484,422.908664,64.337939,,,74.404979,,80.23408,35.610839,75.622017,75.86728,79.086328,75.599116,74.366798,322,,,761,,58,14.0,920,56,154,1166,3451
88,400,,,450,,370,400.0,440,380,460,400,422.865291,360.0,,,400.0,,300.0,357.5,380.0,330.0,380.0,350.0,300.0,470.0,,,500.0,,450.0,470.0,480.0,400.0,500.0,450.0,500.0,409.936508,,,437.592593,,390.178571,421.666667,433.956835,367.101449,446.797386,410.04542,422.671103,68.278391,,,73.775486,,103.458223,76.732515,74.994281,80.697355,76.499515,77.305461,75.59773,315,,,783,,56,12.0,973,69,153,1321,3682
89,400,,,450,,365,355.0,430,400,460,400,420.478708,340.0,,,400.0,,307.5,350.0,370.0,350.0,380.0,350.0,307.5,450.0,,,500.0,,435.0,390.0,480.0,400.0,500.0,460.0,500.0,395.647059,,,438.384926,,373.148148,364.0,432.845805,378.421053,436.879433,410.263158,420.634361,67.539077,,,73.205963,,81.699497,42.739521,77.575031,74.78038,72.792609,78.661101,75.713562,340,,,743,,54,10.0,882,57,141,1178,3405
90,390,,,450,,370,400.0,435,390,480,410,426.244773,340.0,,,400.0,,330.0,357.5,380.0,350.0,380.0,360.0,330.0,450.0,,,500.0,,442.5,460.0,480.0,400.0,500.0,460.0,500.0,398.006757,,,438.507463,,399.53125,415.833333,436.627155,382.923077,443.497268,414.336032,424.832729,69.154065,,,71.572873,,110.027842,71.663143,75.507224,72.623237,76.988716,73.603176,74.071928,296,,,804,,64,12.0,928,65,183,1235,3587
91,380,,,450,,360,380.0,450,385,460,410,426.33193,350.0,,,400.0,,320.0,350.0,400.0,350.0,380.0,360.0,320.0,430.0,,,500.0,,440.0,400.0,480.0,400.0,500.0,460.0,500.0,389.576503,,,439.373278,,369.245283,375.0,442.920792,373.793103,440.47619,415.696035,424.237823,61.739829,,,72.896146,,83.570538,43.379928,83.377487,69.505208,73.913767,77.084782,75.700009,366,,,726,,53,12.0,808,58,168,1135,3326
92,400,,,450,,370,400.0,450,390,480,410,429.724901,360.0,,,400.0,,282.5,370.0,390.0,350.0,380.0,360.0,282.5,450.0,,,500.0,,420.0,442.5,480.0,450.0,500.0,460.0,500.0,405.234375,,,436.335113,,361.724138,412.142857,440.641466,384.8,448.16568,416.600946,425.629609,66.653256,,,70.083171,,87.180755,63.388736,79.892709,72.37963,74.623314,78.530556,75.759545,320,,,749,,58,14.0,873,75,169,1268,3526
93,400,,,450,,400,,445,380,480,400,426.00438,350.0,,,400.0,,327.5,,380.0,350.0,400.0,350.0,327.5,450.0,,,500.0,,440.0,,480.0,410.0,500.0,460.0,500.0,403.295082,,,436.304945,,389.038462,,440.856423,379.84127,452.875817,413.188011,425.233104,66.718513,,,67.045226,,92.635902,,84.040596,68.99023,70.437292,79.762489,76.234406,305,,,728,,52,,794,63,153,1101,3196
94,400,,,450,,370,400.0,440,400,480,400,425.588683,350.0,,,400.0,,337.5,352.5,390.0,360.0,400.0,350.0,337.5,450.0,,,500.0,,440.0,442.5,480.0,420.0,500.0,460.0,500.0,400.969388,,,437.41335,,381.785714,410.0,440.309156,388.550725,454.181818,412.553588,425.564344,65.042615,,,69.074053,,78.488149,74.833148,83.256057,62.832068,74.776682,76.36203,75.054229,294,,,779,,56,10.0,841,69,165,1073,3287
95,400,,,450,,365,,440,380,480,400,424.008592,350.0,,,400.0,,320.0,,390.0,350.0,400.0,350.0,320.0,450.0,,,497.5,,440.0,,480.0,400.0,500.0,460.0,500.0,401.514599,,,434.134328,,390.8,,439.136868,368.947368,450.416667,410.646552,423.11963,62.860577,,,66.30148,,111.608646,,84.785829,64.798705,77.658981,78.330424,76.264738,274,,,670,,50,,811,57,120,1044,3026
96,400,,,450,,370,,430,390,480,400,421.638278,350.0,,,400.0,,332.5,,380.0,350.0,400.0,350.0,332.5,430.0,,,480.0,,435.0,,480.0,400.0,500.0,460.0,500.0,395.15625,,,428.654696,,376.4,,433.544153,377.536232,452.61194,408.63894,418.915144,57.957454,,,71.523683,,69.157023,,87.159982,58.218801,76.776495,77.652441,76.210705,320,,,724,,50,,838,69,134,1094,3229
97,400,,,450,,370,400.0,440,400,460,400,424.261848,350.0,,,400.0,,320.0,355.0,380.0,350.0,400.0,350.0,320.0,450.0,,,490.0,,425.0,410.0,480.0,400.0,500.0,460.0,500.0,402.129909,,,427.417417,,367.954545,387.272727,439.777778,373.191489,453.846154,408.531317,421.201841,64.924745,,,75.614356,,77.92601,43.838547,85.333211,65.644179,70.809436,77.617932,77.096951,331,,,666,,44,11.0,765,47,143,926,2933
98,400,,,450,,370,400.0,430,400,480,400,422.381246,350.0,,,400.0,,320.0,365.0,380.0,350.0,400.0,350.0,320.0,430.0,,,480.0,,435.0,475.0,480.0,400.0,500.0,450.0,500.0,391.018237,,,428.020833,,374.259259,418.181818,437.915718,380.677966,453.783784,407.25791,419.65145,58.015554,,,71.552957,,82.498756,77.822642,84.775414,64.643969,71.174839,76.927925,75.549888,329,,,720,,54,11.0,878,59,148,1043,3242
99,400,,,450,,390,,450,380,500,400,427.627341,350.0,,,400.0,,327.5,,380.0,350.0,400.0,350.0,327.5,450.0,,,490.0,,440.0,,500.0,400.0,500.0,450.0,500.0,401.948052,,,435.984127,,383.125,,441.806061,369.2,465.546875,403.785579,422.277358,66.484089,,,72.575708,,78.419392,,89.625766,69.571282,63.006169,73.424869,76.516053,308,,,630,,48,,825,50,128,1054,3043
100,400,,,450,,360,400.0,430,395,500,400,422.298424,350.0,,,400.0,,330.0,362.5,380.0,350.0,400.0,350.0,330.0,450.0,,,500.0,,440.0,502.5,500.0,400.0,500.0,460.0,502.5,399.032787,,,433.792857,,373.962264,420.0,436.357542,377.142857,465.0,409.618959,422.177943,65.879417,,,72.775105,,79.622659,81.785628,92.438537,64.113641,67.404058,77.872249,78.996713,305,,,700,,53,10.0,895,70,128,1076,3237
101,400,,,450,,370,400.0,440,400,450,400,423.454485,350.0,,,400.0,,300.0,365.0,380.0,350.0,400.0,350.0,300.0,450.0,,,480.0,,440.0,410.0,480.0,400.0,500.0,450.0,500.0,398.647059,,,429.430956,,374.666667,383.636364,437.403246,377.288136,445.671642,409.826316,420.57019,63.697007,,,72.461725,,89.152576,35.006493,87.067494,67.077683,66.811909,78.026882,76.886687,340,,,659,,45,11.0,801,59,134,950,2999
102,400,,,450,,370,400.0,430,380,480,400,421.931344,350.0,,,400.0,,330.0,360.0,380.0,350.0,400.0,350.0,330.0,440.0,,,482.5,,400.0,400.0,480.0,400.0,500.0,470.0,500.0,398.060201,,,427.295198,,369.574468,401.538462,437.971188,370.31746,456.240602,411.772772,421.365095,61.864892,,,73.462027,,69.374768,64.400589,86.56972,63.72745,72.117344,79.698828,77.541885,299,,,708,,47,13.0,833,63,133,1021,3117
103,400,,,450,435.0,370,385.0,450,400,500,410,431.209386,350.0,,,400.0,365.0,330.0,360.0,380.0,350.0,420.0,350.0,330.0,450.0,,,480.0,530.0,440.0,400.0,500.0,400.0,500.0,460.0,530.0,397.951807,,,428.91162,440.0,386.545455,388.0,442.756827,382.586207,458.469388,412.137363,423.588448,64.039284,,,75.742783,87.68631,77.655893,57.696524,89.679373,59.576292,72.273137,76.326681,78.306294,249,,,611,10.0,55,10.0,769,58,98,910,2770
104,400,,,450,,360,400.0,420,365,450,420,423.76778,350.0,,,400.0,,325.0,365.0,380.0,350.0,380.0,350.0,325.0,450.0,,,480.0,,430.0,440.0,480.0,400.0,500.0,470.0,500.0,395.587189,,,431.418919,,372.941176,406.363636,433.352736,373.709677,441.370968,414.081527,421.227258,68.744561,,,70.056734,,83.553435,75.93059,89.477531,52.736085,72.058408,79.480055,78.449792,281,,,666,,51,11.0,859,62,124,969,3023
105,400,,,450,,360,,440,380,440,400,423.027235,350.0,,,400.0,,325.0,,380.0,350.0,380.0,350.0,325.0,450.0,,,500.0,,440.0,,500.0,400.0,500.0,460.0,500.0,401.613546,,,436.661102,,380.465116,,437.511962,374.047619,436.328125,407.984456,422.398743,65.517067,,,72.742757,,90.526331,,88.455983,54.774906,68.904488,80.930499,79.286935,251,,,599,,43,,836,42,128,965,2864
106,400,,,450,,360,,450,370,450,400,424.68367,350.0,,,400.0,,330.0,,400.0,350.0,400.0,350.0,330.0,450.0,,,480.0,,460.0,,500.0,400.0,500.0,460.0,500.0,400.0,,,433.456998,,393.404255,,441.62928,368.0,441.259843,411.425819,423.123551,65.373956,,,72.28782,,96.555382,,88.243642,59.822655,67.270977,79.929693,78.598539,302,,,593,,47,,847,65,127,1038,3019
107,400,,,450,,360,,440,370,450,405,424.22654,360.0,,,400.0,,320.0,,390.0,350.0,380.0,350.0,320.0,460.0,,,480.0,,440.0,,480.0,400.0,500.0,460.0,500.0,407.40942,,,432.214953,,376.976744,,440.5875,378.222222,441.282051,412.560307,424.217375,64.031888,,,67.644287,,89.350431,,86.838678,62.24179,72.344226,76.843224,76.437566,276,,,535,,43,,800,45,117,912,2728
108,400,,,450,,360,,440,400,450,420,429.742044,350.0,,,400.0,,325.0,,380.0,355.0,400.0,360.0,325.0,460.0,,,500.0,,400.0,,480.0,400.0,500.0,470.0,500.0,402.525952,,,440.392157,,372.941176,,438.647687,382.352941,445.080645,417.182266,426.39196,67.421664,,,70.887591,,82.735582,,87.567133,52.785916,67.251451,82.436942,78.931803,289,,,612,,51,,843,51,124,1015,2985
109,400,,,450,,360,,430,390,460,420,426.865567,380.0,,,400.0,,300.0,,380.0,350.0,380.0,350.0,300.0,450.0,,,500.0,,440.0,,480.0,400.0,500.0,470.0,500.0,406.779935,,,438.114478,,369.333333,,438.347107,377.692308,445.609756,415.58,425.0,58.230705,,,68.919488,,79.954533,,89.324025,62.922778,68.892246,78.714418,76.461498,309,,,594,,45,,726,52,123,1000,2849
110,400,,,450,,345,430.0,440,360,430,420,427.824888,360.0,,,400.0,,315.0,400.0,380.0,330.0,380.0,360.0,315.0,440.0,,,500.0,,405.0,530.0,480.0,400.0,500.0,470.0,530.0,400.056604,,,438.330619,,362.5,446.666667,439.249677,365.9375,428.947368,419.27665,425.331196,60.706826,,,71.442991,,77.252982,74.018835,89.297523,63.763421,67.958452,80.967816,78.344745,265,,,614,,44,12.0,773,64,114,1015,2901
111,400,,,450,,340,,430,400,430,420,425.613587,370.0,,,400.0,,310.0,,380.0,360.0,380.0,360.0,310.0,450.0,,,500.0,,410.0,,480.0,435.0,500.0,460.0,500.0,406.560284,,,430.802792,,360.232558,,437.070423,389.019608,431.779661,416.425598,423.040541,64.228614,,,73.729693,,76.172998,,89.28257,72.090357,64.894805,77.060899,77.580484,282,,,573,,43,,710,51,118,961,2738
112,400,,,450,,350,,430,400,440,410,422.986111,361.25,,,400.0,,310.0,,380.0,350.0,400.0,360.0,310.0,460.0,,,500.0,,377.5,,480.0,400.0,500.0,480.0,500.0,406.758621,,,428.578199,,357.5,,438.242731,379.393939,437.317073,418.908214,423.800903,64.916851,,,74.886205,,77.52344,,87.216139,65.112418,53.055963,79.886627,78.154665,290,,,633,,44,,791,66,82,974,2880
113,400,,,450,,360,400.0,440,365,450,410,426.268877,350.0,,,371.25,,300.0,360.0,380.0,330.0,400.0,350.0,300.0,450.0,,,500.0,,420.0,415.0,500.0,400.0,460.0,460.0,500.0,396.040146,,,427.028875,,363.076923,398.181818,440.592384,364.230769,432.172043,415.815245,421.750866,69.19682,,,77.530536,,84.203821,66.002755,89.051429,73.972601,52.734492,78.120034,79.020573,274,,,658,,39,11.0,709,52,93,879,2715
114,400,,,450,,350,400.0,430,370,450,420,426.440096,350.0,,,400.0,,300.0,347.5,380.0,350.0,400.0,350.0,300.0,450.0,,,500.0,,410.0,442.5,480.0,400.0,500.0,470.0,500.0,398.811075,,,434.016897,,359.142857,401.666667,438.529801,358.070175,443.214286,416.032317,423.235771,66.078064,,,68.191707,,80.927398,82.993245,84.723517,75.248128,62.142154,79.644165,76.241786,307,,,651,,35,12.0,755,57,112,984,2913
115,400,,,450,,360,400.0,420,370,450,410,420.555118,350.0,,,400.0,,305.0,370.0,380.0,330.0,380.0,350.0,305.0,460.0,,,500.0,,447.5,430.0,480.0,400.0,500.0,450.0,500.0,405.539033,,,434.34669,,384.117647,400.0,426.354515,356.8,440.642202,410.246429,418.84874,71.181313,,,70.98632,,101.686316,60.0,73.896719,76.916069,70.884298,77.055345,74.3131,269,,,574,,34,10.0,598,50,109,896,2540
116,400,,,450,350.0,350,400.0,420,380,450,410,419.836661,350.0,,,400.0,330.0,305.0,315.0,380.0,330.0,400.0,350.0,305.0,450.0,,,500.0,350.0,410.0,415.0,480.0,400.0,500.0,460.0,500.0,404.37247,,,430.581015,357.692308,360.571429,381.333333,423.883058,364.210526,447.125,412.806602,417.570163,66.689358,,,70.073366,40.651742,81.419136,85.177685,71.59742,77.918166,68.14344,79.33229,73.794357,247,,,611,13.0,35,15.0,667,57,80,1030,2755
117,400,,,450,,345,,430,400,450,410,423.20702,360.0,,,400.0,,295.0,,380.0,330.0,400.0,360.0,295.0,450.0,,,480.0,,377.5,,480.0,410.0,500.0,460.0,500.0,402.392241,,,428.451957,,350.714286,,426.927083,379.803922,443.085106,416.756432,419.883606,66.039713,,,68.561138,,77.742622,,70.615443,75.299142,60.677653,78.301381,72.48917,232,,,562,,28,,576,51,94,964,2507
118,400,,,450,,360,360.0,420,400,450,420,424.227071,350.0,,,385.0,,330.0,312.5,380.0,350.0,400.0,360.0,312.5,440.0,,,480.0,,400.0,422.5,480.0,400.0,500.0,470.0,500.0,398.862745,,,427.592,,374.878049,379.444444,429.940476,371.052632,441.707317,417.527044,420.031731,63.302181,,,72.106036,,83.400298,86.600654,79.923563,65.810448,66.829521,80.339587,76.098509,255,,,625,,41,18.0,672,57,82,954,2704
119,420,,,440,,385,360.0,450,400,450,400,424.323905,370.0,,,380.0,,322.5,330.0,390.0,330.0,400.0,360.0,322.5,460.0,,,450.0,,440.0,360.0,480.0,460.0,500.0,460.0,500.0,417.011952,,,424.801085,,382.941176,354.0,443.693271,385.625,437.391304,415.728512,424.261914,60.707791,,,69.911022,,76.812618,42.998708,88.36271,73.770958,67.675203,76.550902,76.01725,251,,,553,,34,10.0,639,48,92,954,2581
120,420,,,450,,370,380.0,430,400,450,400,422.436271,360.0,,,400.0,,295.0,312.5,380.0,345.0,400.0,370.0,295.0,450.0,,,480.0,,440.0,482.5,480.0,410.0,500.0,450.0,500.0,408.215686,,,427.898438,,368.333333,394.0,437.808023,378.076923,443.195876,415.073069,422.80772,64.670976,,,72.01763,,82.687017,99.576883,89.950937,66.628571,64.703593,74.288649,76.56595,255,,,640,,36,10.0,698,52,97,958,2746
121,390,,,450,,330,,450,400,450,400,423.499392,350.0,,,400.0,,300.0,,380.0,352.5,400.0,350.0,300.0,430.0,,,479.0,,420.0,,480.0,407.5,500.0,460.0,500.0,394.15493,,,429.067437,,355.185185,,442.287066,386.578947,432.45098,414.052023,421.863507,59.648475,,,72.908504,,80.113879,,88.447946,62.957571,66.888947,80.831348,77.826217,284,,,519,,27,,634,38,102,865,2469
122,400,,,450,,360,360.0,430,360,460,410,422.674248,360.0,,,400.0,,330.0,315.0,380.0,350.0,400.0,350.0,315.0,450.0,,,500.0,,450.0,430.0,480.0,400.0,500.0,450.0,500.0,404.342561,,,432.285032,,395.405405,384.0,437.032349,374.035088,455.352113,412.51634,422.520176,65.256574,,,72.74791,,104.525239,91.010204,89.244389,59.3073,61.779122,75.683633,77.210049,289,,,628,,37,15.0,711,57,71,918,2726
123,400,,,450,,550,,430,400,460,400,423.274122,380.0,,,400.0,,340.0,,370.0,360.0,400.0,360.0,340.0,450.0,,,470.0,,600.0,,480.0,450.0,500.0,460.0,600.0,408.672414,,,429.178218,,474.222222,,437.047184,389.722222,452.727273,412.248521,424.275333,59.13049,,,73.587007,,137.51841,,90.308343,62.12826,61.025558,74.339332,77.079158,290,,,505,,45,,657,36,99,845,2477
124,400,,,450,,385,360.0,430,400,460,400,420.332717,360.0,,,400.0,,332.5,315.0,380.0,360.0,400.0,350.0,315.0,430.0,,,500.0,,600.0,400.0,480.0,407.5,500.0,460.0,600.0,402.661017,,,431.357724,,432.758621,370.0,435.0,388.913043,452.857143,413.858575,422.992606,58.784054,,,75.551623,,134.930692,73.756356,90.51346,61.000119,61.694499,84.046923,81.141288,295,,,615,,58,11.0,712,46,70,898,2705
125,420,,,450,,330,,430,400,450,400,421.67387,380.0,,,400.0,,285.0,,380.0,357.5,400.0,350.0,285.0,460.0,,,500.0,,370.0,,480.0,410.0,500.0,470.0,500.0,415.544218,,,434.454713,,337.419355,,436.588235,381.944444,447.125,411.636467,423.396857,63.597039,,,71.973042,,71.831643,,89.612853,62.556007,57.394785,79.939818,77.889558,294,,,541,,31,,680,36,80,883,2545
126,410,,,450,,350,,430,400,450,400,420.755725,360.0,,,400.0,,330.0,,380.0,350.0,400.0,350.0,330.0,450.0,,,480.0,,430.0,,480.0,400.0,500.0,450.0,500.0,412.276119,,,434.783002,,366.0,,436.380282,372.790698,444.235294,407.255639,421.633588,62.510271,,,66.142741,,79.853314,,88.502646,68.602568,60.304317,79.908975,76.730229,268,,,553,,30,,710,43,85,931,2620
127,430,,,450,,340,,430,400,480,400,424.356358,380.0,,,400.0,,307.5,,370.0,330.0,400.0,360.0,307.5,470.0,,,480.0,,420.0,,480.0,410.0,500.0,450.0,500.0,421.852459,,,432.649123,,354.230769,,437.51145,371.818182,450.379747,410.772727,424.012951,65.776695,,,72.755819,,69.69494,,92.853537,71.521611,63.274798,75.522259,77.701081,305,,,570,,26,,655,33,79,880,2548
128,400,,,450,,350,400.0,430,400,460,400,420.233538,350.0,,,400.0,,315.0,320.0,370.0,350.0,400.0,360.0,315.0,460.0,,,480.0,,400.0,430.0,480.0,400.0,500.0,460.0,500.0,407.705882,,,434.624782,,358.571429,391.538462,432.272069,374.318182,451.264368,413.626915,422.331547,67.99528,,,72.953361,,68.433861,92.181538,92.591771,66.870153,66.922458,77.947393,79.143947,255,,,573,,35,13.0,691,44,87,914,2612
129,400,,,450,,360,415.0,440,400,430,400,421.412776,360.0,,,400.0,,330.0,330.0,380.0,340.0,380.0,350.0,330.0,450.0,,,500.0,,400.0,530.0,490.0,400.0,500.0,460.0,530.0,403.412698,,,435.959596,,368.285714,426.0,440.500759,372.258065,427.777778,411.905575,423.077396,68.816549,,,73.408474,,75.711749,96.747093,89.127268,70.223912,68.44706,77.346609,78.517624,252,,,495,,35,10.0,659,31,81,879,2442
130,390,,,450,,350,415.0,440,380,450,400,420.366453,360.0,,,400.0,,330.0,312.5,380.0,280.0,400.0,360.0,280.0,447.5,,,460.0,,360.0,530.0,490.0,400.0,500.0,460.0,530.0,406.208054,,,430.93381,,353.25,419.285714,440.798258,358.77551,438.313253,415.071038,422.894598,69.77996,,,69.647301,,60.949222,107.450474,88.944562,66.037636,62.68036,78.380213,77.487177,298,,,559,,40,14.0,689,49,83,915,2647
131,400,,,450,,335,,440,380,450,400,421.615954,368.75,,,400.0,,300.0,,380.0,280.0,400.0,350.0,280.0,460.0,,,480.0,,420.0,,480.0,400.0,500.0,460.0,500.0,414.891304,,,436.396518,,350.769231,,441.285714,361.891892,442.405063,411.799308,424.599918,72.314886,,,69.99828,,74.93587,,88.788513,66.992447,74.682494,76.542212,77.620826,276,,,517,,26,,630,37,79,867,2432
132,400,,,450,,350,360.0,430,400,400,420,424.810563,360.0,,,400.0,,300.0,295.0,380.0,350.0,400.0,370.0,295.0,450.0,,,480.0,,360.0,415.0,480.0,400.0,500.0,480.0,500.0,410.717054,,,434.326007,,344.83871,374.545455,438.834808,367.105263,428.26087,423.738269,426.774589,77.800312,,,72.877753,,60.820554,93.20554,90.392052,57.979861,62.557379,74.520901,77.873823,258,,,546,,31,11.0,678,38,92,959,2613
133,400,,,450,,345,,450,390,400,420,430.334129,360.0,,,400.0,,300.0,,390.0,285.0,380.0,370.0,285.0,450.0,,,500.0,,440.0,,480.0,400.0,480.0,470.0,500.0,410.72,,,435.793372,,364.583333,,440.2526,354.285714,416.233766,421.053476,426.371122,76.498954,,,70.392817,,90.071429,,85.503212,62.201202,71.690838,74.626747,76.710534,250,,,513,,24,,673,42,77,935,2514
134,400,,,450,,350,415.0,450,400,430,420,431.595547,360.0,,,400.0,,300.0,330.0,390.0,360.0,400.0,370.0,300.0,450.0,,,500.0,,360.0,505.0,480.0,400.0,480.0,470.0,505.0,412.784553,,,438.319444,,355.757576,412.0,441.848739,377.111111,425.616438,418.791583,427.21744,79.036741,,,72.479529,,75.62367,95.195705,82.57055,47.368105,67.597385,70.218092,74.485338,246,,,576,,33,10.0,714,45,73,998,2695
135,400,,,450,,350,,450,360,430,420,430.337673,360.0,,,400.0,,300.0,,390.0,345.0,400.0,370.0,300.0,450.0,,,470.0,,365.0,,480.0,400.0,500.0,480.0,500.0,415.699153,,,432.075157,,350.0,,443.14759,355.208333,428.032787,421.266172,426.844182,74.139306,,,74.481405,,73.693753,,84.793437,58.709149,63.530037,76.612075,77.463222,236,,,479,,27,,664,48,61,943,2458
136,400,,,450,,350,,450,380,400,400,423.318708,360.0,,,400.0,,330.0,,380.0,350.0,390.0,360.0,330.0,460.0,,,480.0,,360.0,,480.0,400.0,455.0,470.0,480.0,415.983936,,,433.238636,,352.058824,,442.42029,367.567568,416.962025,416.493258,425.524132,77.629547,,,77.668369,,63.330753,,85.665313,51.012276,76.850745,75.028127,78.314585,249,,,528,,34,,690,37,79,890,2507
137,400,,,450,,350,,440,400,400,400,420.290925,360.0,,,400.0,,330.0,,380.0,330.0,380.0,370.0,330.0,450.0,,,500.0,,440.0,,480.0,402.5,460.0,460.0,500.0,412.369565,,,436.976987,,373.6,,442.865449,368.333333,413.013699,413.38766,424.73947,77.450747,,,80.037422,,84.305002,,89.558745,61.66731,62.175489,73.521098,79.030398,230,,,478,,25,,602,36,73,859,2303
138,400,,,450,,360,450.0,440,360,425,400,420.591113,350.0,,,400.0,,340.0,360.0,380.0,280.0,380.0,370.0,280.0,450.0,,,500.0,,400.0,450.0,480.0,400.0,460.0,460.0,500.0,407.79476,,,435.820896,,364.666667,416.25,434.750831,336.041667,416.410256,413.80744,421.172034,80.109885,,,78.301345,,59.580912,70.887234,82.504602,90.876104,65.325844,74.807896,77.756202,229,,,536,,30,16.0,602,48,78,914,2453
139,410,,,450,,360,,430,380,400,400,417.650249,360.0,,,400.0,,340.0,,370.0,280.0,380.0,360.0,280.0,460.0,,,477.5,,430.0,,460.0,400.0,450.0,450.0,477.5,414.977064,,,433.259912,,371.153846,,425.149254,345.116279,408.705882,409.283196,416.888839,76.622989,,,78.035699,,72.129158,,76.427084,79.533524,55.22224,72.235829,74.360062,218,,,454,,26,,536,43,85,851,2213
140,390,,,450,,370,430.0,420,400,400,400,413.310696,350.0,,,400.0,,340.0,377.5,370.0,357.5,380.0,360.0,340.0,442.5,,,500.0,,400.0,430.0,470.0,400.0,450.0,450.0,500.0,408.454545,,,443.039216,,370.97561,420.0,423.622184,369.5,412.173913,410.984043,418.760611,79.030211,,,71.423995,,62.362043,74.833148,76.77449,72.35773,70.499678,72.976171,73.909467,220,,,459,,41,10.0,577,40,69,940,2356
141,390,,,450,,370,,430,400,400,420,424.78341,350.0,,,400.0,,330.0,,380.0,307.5,380.0,350.0,307.5,440.0,,,500.0,,440.0,,470.0,410.0,455.0,460.0,500.0,402.513966,,,442.505155,,384.137931,,426.472946,360.526316,407.594937,414.639954,420.976959,77.260639,,,79.735244,,90.139465,,74.618069,92.149918,68.241937,78.829286,77.932965,179,,,485,,29,,499,38,79,861,2170
142,400,,,450,,365,,440,400,400,400,419.882353,350.0,,,400.0,,322.5,,380.0,340.0,380.0,350.0,322.5,430.0,,,500.0,,400.0,,480.0,400.0,460.0,460.0,500.0,401.917808,,,442.541322,,370.526316,,433.005272,364.680851,408.28125,409.565217,420.0,74.512006,,,75.855018,,66.696058,,80.296118,72.647184,61.761309,78.247447,77.128675,219,,,484,,38,,569,47,64,874,2295
143,400,,,450,,370,,440,400,400,400,420.026167,370.0,,,400.0,,320.0,,380.0,350.0,380.0,350.0,320.0,450.0,,,500.0,,425.0,,500.0,400.0,460.0,450.0,500.0,415.481081,,,437.377232,,370.0,,446.27451,367.894737,403.375,406.514477,422.620584,75.974402,,,75.714985,,74.096711,,89.471131,75.629177,68.361358,75.204962,78.927116,185,,,448,,32,,612,38,80,898,2293
144,390,,,450,,370,,440,400,400,400,419.778062,360.0,,,400.0,,320.0,,380.0,350.0,380.0,360.0,320.0,440.0,,,500.0,,440.0,,490.0,400.0,450.0,450.0,500.0,409.820896,,,438.765306,,377.317073,,444.007974,374.146341,400.675676,407.767549,422.779343,77.327859,,,77.716358,,72.007791,,88.656397,58.093701,73.304228,76.477904,79.568694,201,,,490,,41,,627,41,74,869,2343
145,390,,,450,,370,,450,390,400,400,421.653439,350.0,,,400.0,,320.0,,400.0,280.0,330.0,360.0,280.0,440.0,,,500.0,,440.0,,500.0,400.0,450.0,480.0,500.0,400.686636,,,435.655914,,386.285714,,450.508475,350.714286,393.444444,417.751267,425.6194,65.69707,,,74.060567,,82.572097,,88.221894,89.644089,70.74501,83.684528,80.750417,217,,,465,,35,,590,42,90,829,2268
146,400,,,450,,380,,450,370,400,400,422.325482,350.0,,,400.0,,350.0,,380.0,300.0,350.0,360.0,300.0,440.0,,,500.0,,415.0,,490.0,400.0,450.0,460.0,500.0,399.781659,,,433.46473,,382.6,,446.47541,353.469388,390.307692,411.124,421.458415,64.903406,,,80.156602,,59.720779,,88.704618,72.213544,60.903849,78.893079,79.293597,229,,,482,,50,,610,49,65,850,2335
