count_name,count_value__Emory,count_value__JHU,count_value__MIMIC,count_value__Michigan,count_value__NU,count_value__OHSU,count_value__RUSH,count_value__Sunnybrook,count_value__UCMC,count_value__UCSF,count_value__UMN,count_value__UPenn,count_value__ALL
ICU Hospitalizations,13.518461617247912,14.429087987143433,13.93661120048851,13.110655308190978,13.574873826103623,12.071585046993146,11.221974809199232,12.807549713515334,16.5982661065106,10.44859184096086,11.962789512249513,12.131623921444861,
Advanced Respiratory Support,19.138619509412436,21.082029209066256,20.322430250533703,13.179089178503443,23.337347084794864,15.205759315108475,19.233816654781712,5.50357327046342,20.257833235669228,18.98256336509078,16.416093928980526,18.719017328361485,
Vasoactive Hospitalizations,23.51247877025821,30.782873644239295,23.225519946710087,23.487516631447132,20.670860257443053,15.777456182666025,27.52753412913012,26.375282592313486,29.015625822065555,21.476312890194638,20.98884862982376,23.86531241619737,
Other Critically Ill,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,
All Critically Ill Adults,16.318825068379116,20.6550941544501,18.35453604460917,13.110974715190347,13.768837863908786,15.258185014282574,15.078266104756171,17.006964498046543,18.65674651181547,10.450639333229796,18.858190675588762,15.623816664394663,
