data_type,category,reference_unit,emory__total_number_of_stays,mimic__total_number_of_stays,nu__total_number_of_stays,ohsu__total_number_of_stays,rush__total_number_of_stays,sunnybrook__total_number_of_stays,ucmc__total_number_of_stays,umn__total_number_of_stays,upenn__total_number_of_stays,all__total_number_of_stays,emory__total_observations,mimic__total_observations,nu__total_observations,ohsu__total_observations,rush__total_observations,sunnybrook__total_observations,ucmc__total_observations,umn__total_observations,upenn__total_observations,all__total_observations,emory__total_distinct_observations,mimic__total_distinct_observations,nu__total_distinct_observations,ohsu__total_distinct_observations,rush__total_distinct_observations,sunnybrook__total_distinct_observations,ucmc__total_distinct_observations,umn__total_distinct_observations,upenn__total_distinct_observations,all__total_distinct_observations,emory__mean_icu_los_days,mimic__mean_icu_los_days,nu__mean_icu_los_days,ohsu__mean_icu_los_days,rush__mean_icu_los_days,sunnybrook__mean_icu_los_days,ucmc__mean_icu_los_days,umn__mean_icu_los_days,upenn__mean_icu_los_days,all__mean_icu_los_days,emory__mean_icu_los_hours,mimic__mean_icu_los_hours,nu__mean_icu_los_hours,ohsu__mean_icu_los_hours,rush__mean_icu_los_hours,sunnybrook__mean_icu_los_hours,ucmc__mean_icu_los_hours,umn__mean_icu_los_hours,upenn__mean_icu_los_hours,all__mean_icu_los_hours,emory__whole_stay_mean,mimic__whole_stay_mean,nu__whole_stay_mean,ohsu__whole_stay_mean,rush__whole_stay_mean,sunnybrook__whole_stay_mean,ucmc__whole_stay_mean,umn__whole_stay_mean,upenn__whole_stay_mean,all__whole_stay_mean,emory__whole_stay_median,mimic__whole_stay_median,nu__whole_stay_median,ohsu__whole_stay_median,rush__whole_stay_median,sunnybrook__whole_stay_median,ucmc__whole_stay_median,umn__whole_stay_median,upenn__whole_stay_median,all__whole_stay_median,emory__whole_stay_iqr,mimic__whole_stay_iqr,nu__whole_stay_iqr,ohsu__whole_stay_iqr,rush__whole_stay_iqr,sunnybrook__whole_stay_iqr,ucmc__whole_stay_iqr,umn__whole_stay_iqr,upenn__whole_stay_iqr,all__whole_stay_iqr,emory__first_24hr_mean,mimic__first_24hr_mean,nu__first_24hr_mean,ohsu__first_24hr_mean,rush__first_24hr_mean,sunnybrook__first_24hr_mean,ucmc__first_24hr_mean,umn__first_24hr_mean,upenn__first_24hr_mean,all__first_24hr_mean,emory__first_24hr_median,mimic__first_24hr_median,nu__first_24hr_median,ohsu__first_24hr_median,rush__first_24hr_median,sunnybrook__first_24hr_median,ucmc__first_24hr_median,umn__first_24hr_median,upenn__first_24hr_median,all__first_24hr_median,emory__first_24hr_iqr,mimic__first_24hr_iqr,nu__first_24hr_iqr,ohsu__first_24hr_iqr,rush__first_24hr_iqr,sunnybrook__first_24hr_iqr,ucmc__first_24hr_iqr,umn__first_24hr_iqr,upenn__first_24hr_iqr,all__first_24hr_iqr,emory__first_48hr_mean,mimic__first_48hr_mean,nu__first_48hr_mean,ohsu__first_48hr_mean,rush__first_48hr_mean,sunnybrook__first_48hr_mean,ucmc__first_48hr_mean,umn__first_48hr_mean,upenn__first_48hr_mean,all__first_48hr_mean,emory__first_48hr_median,mimic__first_48hr_median,nu__first_48hr_median,ohsu__first_48hr_median,rush__first_48hr_median,sunnybrook__first_48hr_median,ucmc__first_48hr_median,umn__first_48hr_median,upenn__first_48hr_median,all__first_48hr_median,emory__first_48hr_iqr,mimic__first_48hr_iqr,nu__first_48hr_iqr,ohsu__first_48hr_iqr,rush__first_48hr_iqr,sunnybrook__first_48hr_iqr,ucmc__first_48hr_iqr,umn__first_48hr_iqr,upenn__first_48hr_iqr,all__first_48hr_iqr,emory__first_72hr_mean,mimic__first_72hr_mean,nu__first_72hr_mean,ohsu__first_72hr_mean,rush__first_72hr_mean,sunnybrook__first_72hr_mean,ucmc__first_72hr_mean,umn__first_72hr_mean,upenn__first_72hr_mean,all__first_72hr_mean,emory__first_72hr_median,mimic__first_72hr_median,nu__first_72hr_median,ohsu__first_72hr_median,rush__first_72hr_median,sunnybrook__first_72hr_median,ucmc__first_72hr_median,umn__first_72hr_median,upenn__first_72hr_median,all__first_72hr_median,emory__first_72hr_iqr,mimic__first_72hr_iqr,nu__first_72hr_iqr,ohsu__first_72hr_iqr,rush__first_72hr_iqr,sunnybrook__first_72hr_iqr,ucmc__first_72hr_iqr,umn__first_72hr_iqr,upenn__first_72hr_iqr,all__first_72hr_iqr
respiratory_support,minute_vent_obs,nan,19452.0,36959.0,37041.0,17360.0,16761.0,17803.0,17478.0,59781.0,63655.0,286290,575543.0,801907.0,850694.0,1582418.0,457553.0,2912170.0,844905.0,1393651.0,8033743.0,17452584,575543.0,801907.0,850694.0,1582418.0,457553.0,2912170.0,844905.0,1393651.0,8033743.0,17452584,8.73,5.96,7.47,7.44,7.88,9.77,7.7,6.38,7.62,7.345673,209.52,142.94,179.21,178.6,189.03,234.6,184.75,153.1,182.92,176.280471,29.59,21.7,22.97,91.15,27.3,163.58,48.34,23.31,126.21,60.962171,10.0,7.0,7.0,34.0,9.0,35.0,11.0,8.0,25.0,15.154546,27.0,19.0,21.0,95.0,25.0,150.0,35.0,21.0,86.0,150.0,5.7,5.26,5.66,27.22,7.2,24.37,9.99,5.75,28.56,13.546904,5.0,5.0,5.0,16.0,6.0,24.0,6.0,5.0,18.0,9.858608,4.0,5.0,5.0,23.0,6.0,22.0,6.0,5.0,31.0,31.0,9.2,8.09,8.83,42.83,10.87,39.9,16.46,9.11,42.97,20.98794,8.0,6.0,6.0,25.0,7.0,29.0,9.0,6.0,21.0,12.295131,9.0,9.0,9.0,42.25,11.0,50.0,12.0,9.0,50.0,50.0,11.86,10.21,11.2,52.87,13.61,52.48,21.18,11.59,53.7,26.492272,9.0,6.0,6.0,30.0,8.0,31.0,10.0,7.0,22.0,13.341388,14.0,13.0,13.0,58.0,16.0,78.0,16.0,13.0,63.0,78.0
respiratory_support,mean_airway_pressure_obs,nan,19309.0,36650.0,37102.0,14511.0,13905.0,16386.0,17478.0,44313.0,49131.0,248785,553519.0,790433.0,849047.0,1403833.0,671883.0,2836842.0,845043.0,1183567.0,8279375.0,17413542,553519.0,790433.0,849047.0,1403833.0,671883.0,2836842.0,845043.0,1183567.0,8279375.0,17413542,8.77,5.97,7.46,7.93,8.4,9.93,7.69,7.2,8.47,7.754115,210.54,143.32,179.1,190.37,201.72,238.26,184.66,172.69,203.33,186.12124,28.67,21.57,22.88,96.74,48.32,173.13,48.35,26.71,168.52,69.99551,10.0,7.0,7.0,37.0,16.0,41.0,11.0,10.0,40.0,19.057399,26.0,19.0,21.0,105.0,44.0,168.0,35.0,26.0,129.0,168.0,5.5,5.18,5.62,28.97,11.62,25.24,9.99,6.16,38.01,15.335108,5.0,5.0,5.0,16.0,7.0,26.0,6.0,5.0,27.0,11.551428,4.0,5.0,5.0,25.0,10.0,22.0,6.0,4.0,32.0,32.0,8.91,8.0,8.79,45.16,17.89,41.52,16.47,9.93,57.09,23.749717,7.0,6.0,6.0,26.0,11.0,33.0,9.0,8.0,33.0,15.201009,9.0,9.0,10.0,47.0,18.0,51.0,12.0,9.0,58.0,58.0,11.5,10.1,11.15,55.51,22.69,54.73,21.18,12.74,71.33,29.997659,8.0,6.0,6.0,32.0,13.0,35.0,10.0,9.0,35.0,16.515437,13.0,13.0,12.0,61.0,22.0,78.0,16.0,14.0,81.0,81.0
labs,wbc,10*3/ul,,80689.0,,,,,,134963.0,27627.0,243279,,507485.0,,,,,,764133.0,193271.0,1464889,,507485.0,,,,,,764133.0,193271.0,1464889,,4.51,,,,,,4.56,5.2,4.616095,,108.13,,,,,,109.53,124.72,110.790649,,6.29,,,,,,5.66,7.0,6.021125,,3.0,,,,,,2.0,3.0,2.445234,,5.0,,,,,,4.0,5.0,5.0,,2.45,,,,,,2.01,2.54,2.216123,,2.0,,,,,,1.0,2.0,1.445234,,2.0,,,,,,1.0,2.0,2.0,,3.52,,,,,,2.97,3.68,3.233048,,3.0,,,,,,2.0,3.0,2.445234,,2.0,,,,,,2.0,2.0,2.0,,4.15,,,,,,3.59,4.38,3.86545,,3.0,,,,,,2.0,3.0,2.445234,,3.0,,,,,,3.0,3.0,3.0
labs,so2_central_venous,%,,3557.0,6035.0,4600.0,2046.0,1550.0,3148.0,177.0,,21113,,8723.0,26214.0,26504.0,10366.0,4570.0,14823.0,400.0,,91600,,8723.0,26214.0,26504.0,10366.0,4570.0,14823.0,400.0,,91600,,8.56,5.09,7.62,8.22,15.53,6.43,6.25,,7.505119,,205.56,122.18,182.84,197.17,372.62,154.38,149.96,,180.130687,,2.45,4.34,5.76,5.07,2.95,4.71,2.26,,4.337393,,1.0,3.0,2.0,2.0,1.0,2.0,2.0,,2.043954,,1.0,4.0,5.0,4.0,2.0,4.0,2.0,,5.0,,0.88,2.44,1.95,1.66,0.68,2.09,0.91,,1.800611,,1.0,2.0,1.0,1.0,0.0,1.0,1.0,,1.212428,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,2.0,,1.35,2.95,3.03,2.61,1.07,2.79,1.46,,2.490556,,1.0,2.0,2.0,1.0,1.0,2.0,1.0,,1.652821,,1.0,3.0,3.0,2.0,1.0,3.0,2.0,,3.0,,1.64,3.29,3.74,3.24,1.35,3.2,1.68,,2.935875,,1.0,3.0,2.0,1.0,1.0,2.0,1.0,,1.938663,,0.0,4.0,4.0,3.0,1.0,3.0,1.0,,4.0
labs,platelet_count,10*3/ul,,80720.0,,,,,,137083.0,27622.0,245425,,517097.0,,,,,,798517.0,193158.0,1508772,,517097.0,,,,,,798517.0,193158.0,1508772,,4.5,,,,,,4.53,5.2,4.59554,,108.1,,,,,,108.61,124.73,110.256529,,6.41,,,,,,5.83,6.99,6.151317,,3.0,,,,,,3.0,3.0,3.0,,5.0,,,,,,4.0,5.0,5.0,,2.49,,,,,,2.06,2.54,2.255449,,2.0,,,,,,1.0,2.0,1.441446,,2.0,,,,,,1.0,2.0,2.0,,3.59,,,,,,3.04,3.67,3.291799,,3.0,,,,,,2.0,3.0,2.441446,,2.0,,,,,,2.0,2.0,2.0,,4.23,,,,,,3.67,4.38,3.934092,,3.0,,,,,,2.0,3.0,2.441446,,3.0,,,,,,3.0,3.0,3.0
labs,troponin_t,ng/l,,29604.0,2158.0,,,31926.0,15757.0,9621.0,12587.0,101653,,69289.0,4014.0,,,130838.0,46975.0,35500.0,29966.0,316582,,69289.0,4014.0,,,130838.0,46975.0,35500.0,29966.0,316582,,4.7,2.92,,,7.14,5.8,4.96,5.47,5.718999,,112.84,70.07,,,171.46,139.24,118.96,131.32,137.302412,,2.34,1.86,,,4.1,2.98,3.69,2.38,3.1145,,2.0,1.0,,,3.0,2.0,2.0,2.0,2.292839,,2.0,1.0,,,4.0,3.0,2.0,2.0,4.0,,1.67,1.53,,,2.16,1.94,2.09,1.69,1.905001,,1.0,1.0,,,2.0,2.0,1.0,1.0,1.469076,,1.0,1.0,,,2.0,2.0,1.0,1.0,2.0,,1.98,1.7,,,2.81,2.34,2.65,1.97,2.35271,,2.0,1.0,,,2.0,2.0,2.0,1.0,1.854948,,2.0,1.0,,,3.0,2.0,2.0,1.0,3.0,,2.1,1.76,,,3.14,2.51,2.98,2.09,2.565016,,2.0,1.0,,,3.0,2.0,2.0,2.0,2.292839,,2.0,1.0,,,3.0,2.0,2.0,2.0,3.0
labs,esr,mm/hr,,914.0,,,,,,4496.0,930.0,6340,,1036.0,,,,,,8147.0,1025.0,10208,,1036.0,,,,,,8147.0,1025.0,10208,,6.3,,,,,,5.42,4.88,5.467653,,151.32,,,,,,130.12,117.18,131.278139,,1.13,,,,,,1.81,1.1,1.60782,,1.0,,,,,,1.0,1.0,1.0,,0.0,,,,,,0.0,0.0,0.0,,0.63,,,,,,0.9,0.56,0.811202,,1.0,,,,,,1.0,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,0.82,,,,,,1.18,0.79,1.070893,,1.0,,,,,,1.0,1.0,1.0,,0.0,,,,,,0.0,1.0,1.0,,0.91,,,,,,1.35,0.9,1.220558,,1.0,,,,,,1.0,1.0,1.0,,0.0,,,,,,0.0,0.0,0.0
labs,lymphocytes_absolute,10^3/ul,,,,,,41965.0,14395.0,,,56360,,,,,,325952.0,46266.0,,,372218,,,,,,325952.0,46266.0,,,372218,,,,,,7.37,7.0,,,7.275498,,,,,,176.79,168.0,,,174.544932,,,,,,7.77,3.21,,,6.605323,,,,,,4.0,1.0,,,3.233765,,,,,,7.0,2.0,,,7.0,,,,,,2.5,1.17,,,2.160303,,,,,,2.0,1.0,,,1.744588,,,,,,2.0,0.0,,,2.0,,,,,,3.72,1.66,,,3.193852,,,,,,3.0,1.0,,,2.489177,,,,,,3.0,1.0,,,3.0,,,,,,4.53,1.97,,,3.876146,,,,,,3.0,1.0,,,2.489177,,,,,,4.0,1.0,,,4.0
labs,neutrophils_absolute,10^3/ul,,,,,,41969.0,14568.0,,,56537,,,,,,325912.0,46679.0,,,372591,,,,,,325912.0,46679.0,,,372591,,,,,,7.37,7.02,,,7.279815,,,,,,176.81,168.36,,,174.632672,,,,,,7.77,3.2,,,6.592439,,,,,,4.0,1.0,,,3.226984,,,,,,7.0,2.0,,,7.0,,,,,,2.49,1.17,,,2.149873,,,,,,2.0,1.0,,,1.742328,,,,,,2.0,0.0,,,2.0,,,,,,3.72,1.65,,,3.186619,,,,,,3.0,1.0,,,2.484656,,,,,,3.0,1.0,,,3.0,,,,,,4.53,1.96,,,3.867783,,,,,,3.0,1.0,,,2.484656,,,,,,4.0,1.0,,,4.0
labs,monocytes_absolute,10^3/ul,,,,,,41975.0,14393.0,,,56368,,,,,,325833.0,46230.0,,,372063,,,,,,325833.0,46230.0,,,372063,,,,,,7.37,7.0,,,7.275524,,,,,,176.8,167.93,,,174.535135,,,,,,7.76,3.21,,,6.598203,,,,,,4.0,1.0,,,3.23398,,,,,,7.0,2.0,,,7.0,,,,,,2.49,1.17,,,2.152951,,,,,,2.0,1.0,,,1.74466,,,,,,2.0,0.0,,,2.0,,,,,,3.72,1.65,,,3.191446,,,,,,3.0,1.0,,,2.48932,,,,,,3.0,1.0,,,3.0,,,,,,4.53,1.96,,,3.873776,,,,,,3.0,1.0,,,2.48932,,,,,,4.0,1.0,,,4.0
labs,wbc,10^3/ul,,,,,,42554.0,39577.0,,,82131,,,,,,401716.0,336644.0,,,738360,,,,,,401716.0,336644.0,,,738360,,,,,,7.35,5.91,,,6.656098,,,,,,176.49,141.91,,,159.82671,,,,,,9.44,8.51,,,8.991855,,,,,,5.0,4.0,,,4.518123,,,,,,8.0,7.0,,,8.0,,,,,,2.79,2.82,,,2.804456,,,,,,2.0,2.0,,,2.0,,,,,,3.0,2.0,,,3.0,,,,,,4.18,4.25,,,4.213731,,,,,,3.0,3.0,,,3.0,,,,,,3.0,3.0,,,3.0,,,,,,5.13,5.14,,,5.134819,,,,,,4.0,3.0,,,3.518123,,,,,,5.0,4.0,,,5.0
labs,eosinophils_absolute,10^3/ul,,,,,,41765.0,14242.0,,,56007,,,,,,322819.0,45699.0,,,368518,,,,,,322819.0,45699.0,,,368518,,,,,,7.37,7.0,,,7.275913,,,,,,176.99,167.92,,,174.683593,,,,,,7.73,3.21,,,6.580611,,,,,,4.0,1.0,,,3.237131,,,,,,7.0,2.0,,,7.0,,,,,,2.48,1.17,,,2.146881,,,,,,2.0,1.0,,,1.74571,,,,,,2.0,0.0,,,2.0,,,,,,3.7,1.65,,,3.178706,,,,,,3.0,1.0,,,2.491421,,,,,,3.0,1.0,,,3.0,,,,,,4.51,1.96,,,3.861561,,,,,,3.0,1.0,,,2.491421,,,,,,4.0,1.0,,,4.0
labs,platelet_count,10^3/ul,,,,,,42512.0,39610.0,,,82122,,,,,,401463.0,368403.0,,,769866,,,,,,401463.0,368403.0,,,769866,,,,,,7.36,5.91,,,6.66062,,,,,,176.59,141.83,,,159.824169,,,,,,9.44,9.3,,,9.372474,,,,,,5.0,4.0,,,4.517669,,,,,,8.0,8.0,,,8.0,,,,,,2.79,3.1,,,2.939523,,,,,,2.0,2.0,,,2.0,,,,,,3.0,3.0,,,3.0,,,,,,4.18,4.64,,,4.401872,,,,,,3.0,3.0,,,3.0,,,,,,3.0,4.0,,,4.0,,,,,,5.13,5.62,,,5.366342,,,,,,4.0,4.0,,,4.0,,,,,,5.0,5.0,,,5.0
labs,basophils_absolute,10^3/ul,,,,,,41696.0,14210.0,,,55906,,,,,,321609.0,47003.0,,,368612,,,,,,321609.0,47003.0,,,368612,,,,,,7.37,6.99,,,7.273413,,,,,,176.97,167.81,,,174.641742,,,,,,7.71,3.31,,,6.591623,,,,,,4.0,1.0,,,3.23747,,,,,,7.0,2.0,,,7.0,,,,,,2.48,1.19,,,2.152112,,,,,,2.0,1.0,,,1.745823,,,,,,2.0,0.0,,,2.0,,,,,,3.7,1.68,,,3.186563,,,,,,3.0,1.0,,,2.491647,,,,,,3.0,1.0,,,3.0,,,,,,4.51,2.0,,,3.872017,,,,,,3.0,1.0,,,2.491647,,,,,,4.0,1.0,,,4.0
labs,eosinophils_absolute,10*3/ul,,,,,,,,63077.0,17000.0,80077,,,,,,,,208961.0,87772.0,296733,,,,,,,,208961.0,87772.0,296733,,,,,,,,5.47,5.8,5.540058,,,,,,,,131.3,139.24,132.985628,,,,,,,,3.31,5.16,3.702747,,,,,,,,1.0,2.0,1.212296,,,,,,,,2.0,4.0,4.0,,,,,,,,1.16,1.67,1.268271,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,1.0,1.0,,,,,,,,1.7,2.53,1.876205,,,,,,,,1.0,2.0,1.212296,,,,,,,,1.0,2.0,2.0,,,,,,,,2.06,3.08,2.276542,,,,,,,,1.0,2.0,1.212296,,,,,,,,1.0,3.0,3.0
labs,pt,s,,,,,,,,3769.0,3.0,3772,,,,,,,,17209.0,3.0,17212,,,,,,,,17209.0,3.0,17212,,,,,,,,5.61,6.15,5.610429,,,,,,,,134.55,147.64,134.560411,,,,,,,,4.57,1.0,4.567161,,,,,,,,2.0,1.0,1.999205,,,,,,,,3.0,0.0,3.0,,,,,,,,1.97,0.0,1.968433,,,,,,,,1.0,0.0,0.999205,,,,,,,,1.0,0.0,1.0,,,,,,,,2.72,0.0,2.717837,,,,,,,,1.0,0.0,0.999205,,,,,,,,2.0,0.0,2.0,,,,,,,,3.21,0.33,3.207709,,,,,,,,1.0,0.0,0.999205,,,,,,,,2.0,0.5,2.0
labs,lymphocytes_absolute,10*3/ul,,,,,,,,62925.0,17323.0,80248,,,,,,,,207986.0,89739.0,297725,,,,,,,,207986.0,89739.0,297725,,,,,,,,5.44,5.75,5.506919,,,,,,,,130.65,138.01,132.238791,,,,,,,,3.31,5.18,3.713674,,,,,,,,1.0,2.0,1.215868,,,,,,,,2.0,4.0,4.0,,,,,,,,1.16,1.69,1.27441,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,1.0,1.0,,,,,,,,1.7,2.55,1.883488,,,,,,,,1.0,2.0,1.215868,,,,,,,,1.0,2.0,2.0,,,,,,,,2.05,3.1,2.276662,,,,,,,,1.0,2.0,1.215868,,,,,,,,1.0,3.0,3.0
labs,ptt,s,,,,,,,,42523.0,,42523,,,,,,,,162872.0,,162872,,,,,,,,162872.0,,162872,,,,,,,,5.72,,5.72,,,,,,,,137.16,,137.16,,,,,,,,3.83,,3.83,,,,,,,,1.0,,1.0,,,,,,,,2.0,,2.0,,,,,,,,1.78,,1.78,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,2.33,,2.33,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,2.69,,2.69,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0
labs,basophils_absolute,10*3/ul,,,,,,,,62629.0,16216.0,78845,,,,,,,,206529.0,79055.0,285584,,,,,,,,206529.0,79055.0,285584,,,,,,,,5.45,5.89,5.540495,,,,,,,,130.86,141.45,133.038038,,,,,,,,3.3,4.88,3.624958,,,,,,,,1.0,2.0,1.205669,,,,,,,,2.0,4.0,4.0,,,,,,,,1.16,1.57,1.244324,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,1.0,1.0,,,,,,,,1.7,2.38,1.839855,,,,,,,,1.0,2.0,1.205669,,,,,,,,1.0,2.0,2.0,,,,,,,,2.05,2.89,2.222762,,,,,,,,1.0,2.0,1.205669,,,,,,,,1.0,2.0,2.0
labs,monocytes_absolute,10*3/ul,,,,,,,,62919.0,17308.0,80227,,,,,,,,207925.0,89698.0,297623,,,,,,,,207925.0,89698.0,297623,,,,,,,,5.44,5.75,5.506879,,,,,,,,130.65,138.05,132.24646,,,,,,,,3.3,5.18,3.705587,,,,,,,,1.0,2.0,1.215738,,,,,,,,2.0,4.0,4.0,,,,,,,,1.16,1.69,1.274341,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,1.0,1.0,,,,,,,,1.7,2.55,1.883377,,,,,,,,1.0,2.0,1.215738,,,,,,,,1.0,2.0,2.0,,,,,,,,2.05,3.1,2.276525,,,,,,,,1.0,2.0,1.215738,,,,,,,,1.0,3.0,3.0
labs,inr,ratio,,,,,,,,71789.0,,71789,,,,,,,,300685.0,,300685,,,,,,,,300685.0,,300685,,,,,,,,5.54,,5.54,,,,,,,,132.84,,132.84,,,,,,,,4.19,,4.19,,,,,,,,2.0,,2.0,,,,,,,,3.0,,3.0,,,,,,,,1.78,,1.78,,,,,,,,1.0,,1.0,,,,,,,,1.0,,1.0,,,,,,,,2.46,,2.46,,,,,,,,1.0,,1.0,,,,,,,,2.0,,2.0,,,,,,,,2.88,,2.88,,,,,,,,2.0,,2.0,,,,,,,,2.0,,2.0
labs,neutrophils_absolute,10*3/ul,,,,,,,,62932.0,17335.0,80267,,,,,,,,208002.0,89914.0,297916,,,,,,,,208002.0,89914.0,297916,,,,,,,,5.44,5.75,5.50695,,,,,,,,130.63,137.95,132.210876,,,,,,,,3.31,5.19,3.716017,,,,,,,,1.0,2.0,1.215967,,,,,,,,2.0,4.0,4.0,,,,,,,,1.16,1.69,1.274462,,,,,,,,1.0,1.0,1.0,,,,,,,,0.0,1.0,1.0,,,,,,,,1.7,2.56,1.885731,,,,,,,,1.0,2.0,1.215967,,,,,,,,1.0,2.0,2.0,,,,,,,,2.05,3.11,2.278925,,,,,,,,1.0,2.0,1.215967,,,,,,,,1.0,3.0,3.0
labs,platelet_count,k/cumm,,,,,,,,,8855.0,8855,,,,,,,,,41030.0,41030,,,,,,,,,41030.0,41030,,,,,,,,,4.71,4.71,,,,,,,,,112.92,112.92,,,,,,,,,4.63,4.63,,,,,,,,,3.0,3.0,,,,,,,,,3.0,3.0,,,,,,,,,1.45,1.45,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,2.36,2.36,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,2.95,2.95,,,,,,,,,3.0,3.0,,,,,,,,,2.0,2.0
labs,basophils_absolute,k/cumm,,,,,,,,,6548.0,6548,,,,,,,,,17250.0,17250,,,,,,,,,17250.0,17250,,,,,,,,,5.05,5.05,,,,,,,,,121.13,121.13,,,,,,,,,2.63,2.63,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,0.84,0.84,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.45,1.45,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.83,1.83,,,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0
labs,ast,iu/l,,,,,,,,,14869.0,14869,,,,,,,,,36126.0,36126,,,,,,,,,36126.0,36126,,,,,,,,,4.7,4.7,,,,,,,,,112.71,112.71,,,,,,,,,2.43,2.43,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,0.97,0.97,,,,,,,,,1.0,1.0,,,,,,,,,0.0,0.0,,,,,,,,,1.46,1.46,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.73,1.73,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0
labs,eosinophils_absolute,k/ul,,,,,,,,,9699.0,9699,,,,,,,,,29527.0,29527,,,,,,,,,29527.0,29527,,,,,,,,,4.01,4.01,,,,,,,,,96.34,96.34,,,,,,,,,3.04,3.04,,,,,,,,,2.0,2.0,,,,,,,,,3.0,3.0,,,,,,,,,1.09,1.09,,,,,,,,,1.0,1.0,,,,,,,,,0.0,0.0,,,,,,,,,1.67,1.67,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,2.09,2.09,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0
labs,ptt,second(s),,,,,,,,,106553.0,106553,,,,,,,,,814059.0,814059,,,,,,,,,814059.0,814059,,,,,,,,,6.09,6.09,,,,,,,,,146.18,146.18,,,,,,,,,7.64,7.64,,,,,,,,,3.0,3.0,,,,,,,,,4.0,4.0,,,,,,,,,2.41,2.41,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,3.49,3.49,,,,,,,,,2.0,2.0,,,,,,,,,3.0,3.0,,,,,,,,,4.23,4.23,,,,,,,,,3.0,3.0,,,,,,,,,3.0,3.0
labs,albumin,gm/dl,,,,,,,,,1.0,1,,,,,,,,,1.0,1,,,,,,,,,1.0,1,,,,,,,,,8.64,8.64,,,,,,,,,207.3,207.3,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0,,,,,,,,,0.0,0.0
labs,eosinophils_absolute,k/cumm,,,,,,,,,6629.0,6629,,,,,,,,,17981.0,17981,,,,,,,,,17981.0,17981,,,,,,,,,5.07,5.07,,,,,,,,,121.77,121.77,,,,,,,,,2.71,2.71,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,0.85,0.85,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.47,1.47,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.85,1.85,,,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0
labs,lymphocytes_absolute,k/cumm,,,,,,,,,6945.0,6945,,,,,,,,,20458.0,20458,,,,,,,,,20458.0,20458,,,,,,,,,5.06,5.06,,,,,,,,,121.53,121.53,,,,,,,,,2.95,2.95,,,,,,,,,2.0,2.0,,,,,,,,,3.0,3.0,,,,,,,,,0.94,0.94,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.59,1.59,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,1.98,1.98,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0
labs,pt,second(s),,,,,,,,,106612.0,106612,,,,,,,,,690613.0,690613,,,,,,,,,690613.0,690613,,,,,,,,,6.08,6.08,,,,,,,,,146.02,146.02,,,,,,,,,6.48,6.48,,,,,,,,,3.0,3.0,,,,,,,,,4.0,4.0,,,,,,,,,2.21,2.21,,,,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,3.13,3.13,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,,,,,,,3.73,3.73,,,,,,,,,2.0,2.0,,,,,,,,,3.0,3.0
