value,mimic_iv_probability,nu_probability,ucmc_probability
442.0,,0.6923468090516145,0.8032858325707064
443.0,,0.6926010678871091,0.8036562513618338
444.0,,0.6933638443935927,0.8039177234496884
445.0,,0.6941266209000763,0.8041356168562339
446.0,,,0.8042663529001612
447.0,,0.6946351385710653,0.8046149823506341
448.0,,,0.8047892970758704
449.0,,,0.8050725585043796
450.0,0.7660251730280642,0.6951436562420544,0.8055083453174707
451.0,,,0.805682660042707
452.0,,0.6953979150775489,0.8060530788338345
453.0,,0.6956521739130435,0.8063145509216891
454.0,,,0.8065542336688892
455.0,,0.695906432748538,0.8068810737787074
456.0,,0.6961606915840326,0.8071425458665621
457.0,,,0.8075565433389985
458.0,,0.6964149504195271,0.8077526474048895
459.0,,0.6966692092550216,0.807970540811435
460.0,0.768784861139503,0.6971777269260107,0.8083409596025625
461.0,,0.6976862445969998,0.808602431690417
462.0,,,0.8088203250969626
463.0,,0.6987032799389779,0.8090382185035081
464.0,,0.6989575387744724,0.8092996905913628
465.0,,0.6994660564454614,0.8095611626792173
466.0,,,0.8097790560857628
467.0,,0.699720315280956,0.810062317514272
468.0,,,0.8103455789427811
469.0,,0.700228832951945,0.8106070510306358
470.0,0.771559150775341,0.7004830917874396,0.8109774698217632
471.0,,0.7012458682939232,0.8112825205909269
472.0,,,0.8113914672941996
473.0,,,0.8116093607007452
474.0,,,0.8119579901512181
475.0,,,0.8122630409203817
476.0,,0.7015001271294178,0.8125463023488909
477.0,,,0.8127641957554365
478.0,,0.7017543859649122,0.8131346145465638
479.0,,0.7025171624713958,0.8135050333376912
480.0,0.7739099962036037,0.703025680142385,0.8137882947662004
481.0,,0.703534197813374,0.8141369242166732
482.0,,0.7037884566488686,0.8142458709199459
483.0,,,0.8145945003704188
484.0,,0.7048054919908466,0.814877761798928
485.0,,,0.8150956552054734
486.0,,,0.8153571272933281
487.0,,,0.8155968100405282
488.0,,,0.8158582821283829
489.0,,,0.8161197542162374
490.0,0.7768741056566305,0.7053140096618358,0.8165119623480194
491.0,,,0.8167298557545649
492.0,,,0.8171220638863468
493.0,,0.7055682684973302,0.8173181679522378
494.0,,0.7058225273328248,0.817601429380747
495.0,,,0.8177539547653287
496.0,,,0.8180807948751471
497.0,,0.7063310450038138,0.8184076349849654
498.0,,0.7065853038393084,0.8187998431167473
499.0,,0.7070938215102975,0.8191266832265656
500.0,0.7793125602312881,0.707348080345792,0.8194535233363839
501.0,,0.7076023391812866,0.8197803634462021
502.0,,0.7078565980167811,0.8199982568527476
503.0,,0.7081108568522756,0.8202597289406023
504.0,,0.7088736333587592,0.8205647797097659
505.0,,0.7091278921942538,0.8208698304789297
506.0,,,0.8210659345448207
507.0,,0.7093821510297483,0.8213056172920208
508.0,,0.7098906687007374,0.8215453000392208
509.0,,,0.8217414041051118
510.0,0.7819262330987355,,0.8220682442149301
511.0,,,0.8223515056434393
512.0,,0.7101449275362319,0.822504031028021
513.0,,0.7109077040427155,0.8228526604784939
514.0,,0.7114162217137046,0.8230705538850395
515.0,,0.7116704805491991,0.823332025972894
516.0,,0.7119247393846936,0.8236152874014032
517.0,,0.7121789982201882,0.8239639168518761
518.0,,,0.8240946528958034
519.0,,0.7124332570556827,0.824356124983658
520.0,0.7844084922465906,0.7126875158911772,0.8247701224560945
521.0,,,0.8250315945439491
522.0,,0.7131960335621663,0.8252494879504946
523.0,,0.7134502923976608,0.825423802675731
524.0,,0.7139588100686499,0.8256416960822766
525.0,,0.7142130689041444,0.8259903255327494
526.0,,0.714975845410628,0.8262082189392949
527.0,,,0.8263607443238767
528.0,,,0.8266004270710768
529.0,,,0.8268618991589315
530.0,0.7868031422480507,,0.8273630539939861
531.0,,0.7152301042461225,0.8275373687192226
532.0,,0.7154843630816171,0.827951366191659
533.0,,,0.8281256809168954
534.0,,0.7157386219171116,0.8283653636640955
535.0,,0.7159928807526061,0.828539678389332
536.0,,,0.8287575717958775
537.0,,0.7165013984235952,0.8288883078398047
538.0,,0.7167556572590897,0.8293023053122413
539.0,,0.7175184337655733,0.8296509347627141
540.0,0.7891539876763134,,0.8300213535538414
541.0,,0.7180269514365624,0.8302610363010415
542.0,,0.7182812102720569,0.8305007190482416
543.0,,0.7187897279430461,0.8305225083888962
544.0,,,0.8307621911360962
545.0,,0.7192982456140351,0.830914716520678
546.0,,0.7195525044495297,0.831110820586569
547.0,,0.7200610221205187,0.8313287139931146
548.0,,,0.8315466073996601
549.0,,,0.831742711465551
550.0,0.7912128026165932,0.7205695397915077,0.8321131302566784
551.0,,0.7210780574624969,0.8323528130038785
552.0,,0.7215865751334859,0.8324617597071513
553.0,,,0.8326796531136967
554.0,,,0.8328539678389332
555.0,,,0.833202597289406
556.0,,0.7218408339689805,0.833398701355297
557.0,,0.7228578693109585,0.8337037521244607
558.0,,0.7231121281464531,0.8339652242123153
559.0,,,0.8342049069595154
560.0,0.7935636480448559,0.7233663869819477,0.8344445897067154
561.0,,,0.8346189044319519
562.0,,0.7236206458174421,0.8348803765198065
563.0,,,0.835054691245043
564.0,,0.7243834223239257,0.8352290059702794
565.0,,0.7246376811594203,0.8355994247614067
566.0,,0.7251461988304093,0.8358173181679522
567.0,,0.7254004576659039,0.8360134222338432
568.0,,0.7256547165013985,0.8362748943216978
569.0,,0.7259089753368929,0.8364056303656251
570.0,0.7956808690827323,0.726417493007882,0.8367324704754434
571.0,,,0.8368632065193707
572.0,,0.7269260106788711,0.836950363881989
573.0,,0.7274345283498601,0.8371682572885345
574.0,,0.7276887871853547,0.8373207826731163
575.0,,0.7284515636918383,0.8374950973983527
576.0,,0.7287058225273328,0.8377347801455528
577.0,,0.7289600813628273,0.8379308842114438
578.0,,0.7292143401983219,0.8381269882773347
579.0,,0.7294685990338164,0.8383666710245348
580.0,0.7975352626814239,0.7297228578693109,0.8388242471782804
581.0,,,0.8389767725628623
582.0,,0.7299771167048055,0.8392382446507168
583.0,,0.7304856343757946,0.8393471913539896
584.0,,,0.8395650847605352
585.0,,,0.8397611888264261
586.0,,0.7307398932112891,0.8399790822329717
587.0,,0.7312484108822782,0.8403277116834444
588.0,,0.7315026697177727,0.84054560508999
589.0,,0.7317569285532672,0.8406763411339173
590.0,0.7992144379873258,0.7320111873887618,0.8411121279470083
591.0,,0.7325197050597508,0.8412428639909356
592.0,,0.7330282227307399,0.8413518106942084
593.0,,0.733536740401729,0.8415914934414085
594.0,,,0.8417875975072995
595.0,,,0.8420054909138449
596.0,,0.734045258072718,0.842245173661045
597.0,,,0.8425502244302088
598.0,,,0.8427899071774088
599.0,,,0.8429206432213361
600.0,0.8010834331104167,0.7342995169082126,0.8430295899246089
601.0,,0.7348080345792016,0.8433564300344272
602.0,,,0.8435525341003182
603.0,,0.7350622934146962,0.8438140061881727
604.0,,0.7358250699211798,0.8439447422321
605.0,,,0.8440972676166819
606.0,,0.7360793287566743,0.8443587397045366
607.0,,0.7363335875921688,0.8445112650891184
608.0,,0.7365878464276634,0.8446637904737002
609.0,,0.7368421052631579,0.8448163158582821
610.0,0.8030108343311042,,0.8451213666274459
611.0,,0.7370963640986524,0.845361049374646
612.0,,0.737350622934147,0.8455571534405368
613.0,,0.7376048817696415,0.8457314681657733
614.0,,,0.8459711509129734
615.0,,,0.8461672549788644
616.0,,0.737859140605136,0.8463415697041008
617.0,,0.7386219171116196,0.8465376737699917
618.0,,,0.8467555671765372
619.0,,0.7388761759471142,0.8469952499237373
620.0,0.8051280553689805,,0.8472349326709374
621.0,,,0.8473874580555193
622.0,,0.7391304347826086,0.847496404758792
623.0,,0.7396389524535978,0.8476489301433738
624.0,,0.7398932112890922,0.8477796661873012
625.0,,,0.8480193489345013
626.0,,,0.8483026103630105
627.0,,,0.8484769250882468
628.0,,0.7401474701245868,0.848564082450865
