value,mimic_iv_probability,nu_probability,ucmc_probability
629.0,,,0.8487819758574106
630.0,0.8070408550652688,0.7404017289600814,0.8491088159672289
631.0,,,0.8492177626705016
632.0,,0.7409102466310704,0.8493702880550834
633.0,,0.7414187643020596,0.8495228134396653
634.0,,0.741673023137554,0.8496099708022835
635.0,,0.7419272819730486,0.849827864208829
636.0,,0.7424357996440376,0.85002396827472
637.0,,,0.8501764936593019
638.0,,,0.8503290190438837
639.0,,0.7429443173150267,0.850459755087811
640.0,0.8087054288467717,,0.8507430165163202
641.0,,,0.8509826992635203
642.0,,0.7434528349860158,0.8511788033294112
643.0,,0.7437070938215103,0.8514402754172659
644.0,,,0.8515492221205386
645.0,,0.7442156114924994,0.8517671155270842
646.0,,,0.8518978515710115
647.0,,,0.8520503769555933
648.0,,,0.8522029023401752
649.0,,,0.8523990064060661
650.0,0.8099903629938966,0.7447241291634884,0.8526604784939208
651.0,,0.7452326468344775,0.8527912145378481
652.0,,0.7457411645054666,
653.0,,0.7465039410119502,0.8529655292630846
654.0,,,0.8530962653070118
655.0,,0.7467581998474447,0.8533359480542119
656.0,,,0.8534884734387937
657.0,,0.7470124586829392,0.8535974201420665
658.0,,0.7472667175184338,0.8537063668453393
659.0,,0.7477752351894228,0.8539896282738484
660.0,0.8116549367753993,0.7480294940249174,0.8542075216803939
661.0,,,0.8543382577243213
662.0,,0.7482837528604119,0.8545997298121759
663.0,,0.7485380116959064,0.8547086765154487
664.0,,,0.8548176232187215
665.0,,,0.8551444633285397
666.0,,0.74930078820239,0.8553405673944307
667.0,,,0.8555802501416307
668.0,,,0.8557545648668671
669.0,,,0.8558199328888307
670.0,0.8133341120813012,,0.8560160369547217
671.0,,0.7495550470378846,0.856146772998649
672.0,,,0.8562775090425764
673.0,,,0.8564300344271583
674.0,,,0.8566043491523947
675.0,,,0.8567350851963219
676.0,,,0.8569093999215583
677.0,,0.7498093058733791,0.8571926613500676
678.0,,0.7500635647088736,0.8574105547566131
679.0,,0.7505720823798627,0.8575412908005404
680.0,0.8151447011067956,,0.857802762888395
681.0,,0.7508263412153572,0.8578681309103586
682.0,,0.7513348588863463,0.8580206562949405
683.0,,,0.8581296029982133
684.0,,0.7523518942283244,0.8583039177234497
685.0,,,0.8584782324486862
686.0,,,0.8587614938771952
687.0,,0.752606153063819,0.8589358086024317
688.0,,,0.859066544646359
689.0,,,0.8592408593715954
690.0,0.8166632596443069,0.7528604118993135,0.8594805421187954
691.0,,,0.8597202248659955
692.0,,,0.8599599076131956
693.0,,0.7531146707348081,0.8601560116790866
694.0,,0.7533689295703025,0.8602431690417048
695.0,,0.7536231884057971,0.8603739050856322
696.0,,0.7541317060767861,0.8604392731075957
697.0,,0.7543859649122807,0.8605482198108685
698.0,,,0.8606353771734867
699.0,,0.7548944825832697,0.8607225345361049
700.0,0.8180212014134276,0.7556572590897533,0.8608532705800322
701.0,,0.7559115179252479,0.8609840066239596
702.0,,,0.8610929533272323
703.0,,,0.8612890573931233
704.0,,0.7564200355962369,0.8613762147557414
705.0,,,0.8614415827777051
706.0,,0.7566742944317315,0.8614851614590142
707.0,,0.7571828121027205,0.8617248442062143
708.0,,,0.8618120015688325
709.0,,,0.8619427376127599
710.0,0.8196127675729347,0.7574370709382151,0.8622259990412691
711.0,,0.7579455886092041,0.8623567350851963
712.0,,0.7581998474446987,0.8625092604697782
713.0,,,0.86266178585436
714.0,,,0.8627489432169783
715.0,,0.7587083651156877,0.8629450472828692
716.0,,,0.8630975726674511
717.0,,,0.8632283087113783
718.0,,0.7589626239511823,0.8633372554146511
719.0,,,0.8634462021179239
720.0,0.8210875215372485,0.7592168827866769,0.8637948315683968
721.0,,0.7597254004576659,0.8639255676123241
722.0,,,0.8639691462936332
723.0,,0.7599796592931605,0.864121671678215
724.0,,0.7604881769641495,0.8642524077221423
725.0,,0.7607424357996441,0.8644485117880333
726.0,,0.7609966946351385,0.8644920904693424
727.0,,,0.8646446158539243
728.0,,,0.8648625092604698
729.0,,0.7612509534706331,0.8649932453043971
730.0,0.8228251029407471,,0.8650804026670152
731.0,,0.7615052123061277,0.8652111387109426
732.0,,0.7617594711416221,0.8652547173922517
733.0,,,0.8653636640955245
734.0,,0.7620137299771167,0.8654508214581427
735.0,,0.7622679888126113,0.8654944001394518
736.0,,,0.86558155750207
737.0,,,0.8656687148646882
738.0,,,0.8657558722273064
739.0,,,0.8658648189305792
740.0,0.8243874660514557,0.7627765064836003,0.8660827123371246
741.0,,,0.8662352377217065
742.0,,0.7630307653190949,0.8663441844249793
743.0,,,0.8664967098095612
744.0,,,0.8666710245347976
745.0,,0.7635392829900839,0.8668235499193795
746.0,,,0.8670632326665795
747.0,,0.7637935418255785,0.8672157580511614
748.0,,,0.8673247047544341
749.0,,,0.8674990194796706
750.0,0.8259060245889671,0.7640478006610729,0.8677604915675252
751.0,,0.7643020594965675,0.867913016952107
752.0,,0.7645563183320621,0.8680873316773434
753.0,,0.7648105771675566,0.8681962783806162
754.0,,,0.8683270144245435
755.0,,0.7650648360030511,0.8684577504684708
756.0,,,0.86850132914978
757.0,,0.7653190948385457,0.8686320651937073
758.0,,0.7655733536740402,0.8687192225563255
759.0,,0.7658276125095347,0.8688499586002527
760.0,0.8273953800776801,,0.86898069464418
761.0,,0.7663361301805238,0.8691114306881074
762.0,,,0.8691985880507256
763.0,,0.7668446478515129,0.8693511134353075
764.0,,,0.8694818494792348
765.0,,0.7670989066870074,0.8695907961825076
766.0,,0.767861683193491,0.8697869002483984
767.0,,,0.8698740576110167
768.0,,0.7681159420289855,0.8699830043142894
769.0,,,0.8700701616769076
770.0,0.8286511111760068,,0.8701355296988713
771.0,,0.76837020086448,0.8702444764021441
772.0,,,0.870397001786726
773.0,,,0.8705277378306533
774.0,,,0.8707456312371987
775.0,,0.7691329773709636,0.8709199459624352
776.0,,,0.8709635246437443
777.0,,0.7693872362064582,0.8710942606876716
778.0,,0.7696414950419527,0.871268575412908
779.0,,,0.8713339434348717
780.0,0.8300820605671232,0.7701500127129418,0.8715736261820717
781.0,,0.7704042715484363,0.8716607835446899
782.0,,0.7709127892194254,0.8717915195886172
783.0,,,0.8719658343138537
784.0,,0.7711670480549199,0.8720094129951628
785.0,,,0.8721619383797447
786.0,,,0.872292674423672
787.0,,,0.8724451998082539
788.0,,0.771675565725909,0.872532357170872
789.0,,0.7719298245614035,0.8726848825554538
790.0,0.831250182519055,0.772184083396898,0.8727938292587266
791.0,,0.7734553775743707,0.8728591972806903
792.0,,0.7739638952453598,0.8730335120059267
793.0,,0.7742181540808543,0.8730988800278904
794.0,,,0.8732296160718177
795.0,,0.7744724129163488,0.8733167734344359
796.0,,,0.8734692988190177
797.0,,,0.873796138928836
798.0,,0.7747266717518434,0.8739268749727633
799.0,,,0.873992242994727
800.0,0.83253511666618,,0.8741447683793089
801.0,,0.7752351894228324,0.8742755044232362
802.0,,0.775489448258327,0.8744498191484725
803.0,,,0.8746459232143635
804.0,,0.7757437070938215,0.8747330805769817
805.0,,0.7762522247648106,0.8748638166209091
806.0,,0.7765064836003052,0.8749291846428727
807.0,,,0.8750163420054909
808.0,,,0.8751034993681092
809.0,,,0.8751906567307274
810.0,0.8339952691060947,0.7767607424357996,0.8754085501372728
811.0,,0.7770150012712942,0.8756046542031638
812.0,,,0.8756700222251275
813.0,,,0.8757571795877457
814.0,,0.7772692601067888,0.8759532836536367
815.0,,,0.8761058090382186
816.0,,0.7775235189422832,0.8761929664008367
817.0,,,0.876323702444764
818.0,,0.7777777777777778,0.8763454917854185
819.0,,0.7780320366132724,0.8764980171700004
820.0,0.8352948047776187,0.7782862954487668,0.8766069638732732
821.0,,0.7790490719552504,0.8766723318952369
822.0,,0.779303330790745,0.8768248572798187
823.0,,0.7795575896262396,0.8769555933237461
824.0,,0.779811848461734,0.8772388547522552
825.0,,,0.8773260121148734
826.0,,,0.8775439055214189
827.0,,,0.8776092735433826
828.0,,,0.8776528522246917
829.0,,,0.877783588268619
830.0,0.8365505358759454,0.7800661072972286,0.8778707456312372
831.0,,,0.87797969233451
832.0,,0.7808288838037122,0.8781104283784372
833.0,,,0.8781757964004009
834.0,,0.7810831426392068,0.8783501111256373
835.0,,,0.8784590578289101
836.0,,,0.8785026365102192
837.0,,,0.8786333725541465
838.0,,0.7813374014747012,0.8787641085980739
839.0,,0.7815916603101958,0.8788512659606921
840.0,0.8378208684986712,,0.8789820020046193
841.0,,0.7818459191456903,0.8790255806859284
842.0,,,0.879047370026583
843.0,,,0.8791127380485466
844.0,,0.7823544368166794,0.8792216847518194
845.0,,,0.8793306314550922
846.0,,,0.8794395781583649
847.0,,,0.8795703142022923
848.0,,,0.8796356822242559
849.0,,0.782608695652174,0.8797446289275287
850.0,0.8391496072189937,,0.8798753649714559
851.0,,,0.8799843116747287
852.0,,,0.880115047718656
853.0,,0.7833714721586575,0.8802457837625833
854.0,,,0.8803547304658561
855.0,,0.783625730994152,0.880507255850438
856.0,,,0.8805944132130562
857.0,,,0.8806597812350199
858.0,,0.7838799898296466,0.8807687279382926
859.0,,,0.8808558853009107
860.0,0.8405075489881143,0.7841342486651411,0.8809648320041835
861.0,,0.7843885075006356,0.8810302000261472
862.0,,0.7846427663361302,0.8811173573887654
863.0,,0.7848970251716247,0.8812045147513836
864.0,,0.7851512840071192,0.8814224081579292
865.0,,,0.8814659868392383
866.0,,,0.881574933542511
867.0,,0.7854055428426138,0.8816403015644747
868.0,,,0.8816838802457838
869.0,,,0.8817928269490565
870.0,0.8417486785620418,,0.8818799843116747
871.0,,,0.8819671416742929
872.0,,,0.8820760883775657
873.0,,,0.8822504031028021
874.0,,,0.8824247178280386
875.0,,,0.8824900858500022
876.0,,,0.8826208218939295
877.0,,,0.8826426112345841
878.0,,,0.8827297685972022
879.0,,,0.8828605046411295
880.0,0.84315042490436,,0.8831001873883296
881.0,,,0.8831655554102933
882.0,,,0.8832745021135661
883.0,,,0.8833616594761843
884.0,,0.7856598016781083,0.883470606179457
885.0,,,0.8835795528827298
886.0,,0.7861683193490974,0.8837320782673116
887.0,,,0.8838192356299298
888.0,,0.7864225781845919,0.8839499716738571
889.0,,0.786931095855581,0.8839935503551662
890.0,0.8444499605758842,,0.8842114437617118
891.0,,0.7874396135265701,0.8842768117836755
892.0,,,0.8843203904649846
893.0,,0.7879481311975591,0.8844075478276028
894.0,,,0.884494705190221
896.0,,,0.8846690199154573
897.0,,,0.8847779666187301
898.0,,0.7882023900330537,0.8848869133220029
899.0,,,0.8850612280472393
900.0,0.8456034810034168,0.7884566488685482,0.8851919640911666
901.0,,,0.8852791214537848
902.0,,0.7887109077040427,0.8854316468383667
903.0,,,0.8855405935416394
904.0,,,0.8856713295855667
905.0,,0.7889651665395373,0.8857802762888395
906.0,,,0.8858674336514577
907.0,,0.7892194253750318,0.8859110123327668
908.0,,,0.8859763803547305
909.0,,,0.8860635377173487
910.0,0.8467716029553486,0.7897279430460209,0.8861506950799669
911.0,,,0.8862378524425851
912.0,,0.7902364607170099,0.8862814311238942
913.0,,0.790744978387999,0.8864121671678215
914.0,,,0.8865429032117488
915.0,,0.7909992372234935,0.8866518499150216
916.0,,,0.8866954285963307
917.0,,0.7915077548944826,0.8867607966182943
918.0,,0.7917620137299771,0.8868043752996034
919.0,,,0.8869351113435308
920.0,0.8478667172852846,0.7920162725654717,0.887022268706149
921.0,,,0.8870658473874581
922.0,,,0.8871747940907309
923.0,,,0.8872619514533491
924.0,,,0.8873273194753126
925.0,,,0.8874362661785854
926.0,,0.7925247902364607,0.8874798448598945
927.0,,,0.8875452128818582
928.0,,,0.8876323702444764
929.0,,,0.8877848956290583
930.0,0.8489326285664224,,0.8878502636510219
931.0,,,0.8878720529916765
932.0,,,0.8879374210136401
933.0,,,0.8880245783762584
934.0,,,0.8881771037608402
935.0,,,0.8882424717828038
936.0,,,0.888329629145422
937.0,,0.7927790490719553,0.8884603651893493
938.0,,,0.8885039438706585
939.0,,,0.8885475225519676
940.0,0.8499401337499635,,0.8886564692552403
941.0,,,0.8886782585958949
942.0,,,0.8887436266178586
943.0,,,0.8887872052991677
944.0,,,0.8888525733211313
945.0,,0.7930333079074497,0.888917941343095
946.0,,0.7932875667429443,0.8890050987057132
947.0,,0.7937960844139333,0.8890922560683314
948.0,,,0.8892012027716041
949.0,,0.7940503432494279,0.8894408855188042
950.0,0.8513564816166808,0.7943046020849225,0.8895716215627315
951.0,,0.7945588609204169,0.8897023576066588
952.0,,,0.8898113043099316
953.0,,0.7950673785914061,0.889985619035168
954.0,,,0.8900727763977863
955.0,,,0.8901381444197498
956.0,,,0.8902470911230226
957.0,,,0.8903342484856408
958.0,,,0.8903778271669499
959.0,,0.7955758962623951,0.8904431951889136
960.0,0.85256840814181,,0.8904867738702227
961.0,,0.7960844139333841,0.8905957205734955
962.0,,0.7963386727688787,0.8906828779361137
963.0,,,0.8907482459580773
964.0,,,0.8908354033206956
965.0,,0.7965929316043733,0.8909225606833138
966.0,,0.7968471904398677,0.8909879287052774
967.0,,,0.891053296727241
968.0,,,0.8911622434305138
969.0,,0.7978642257818459,0.891249400793132
970.0,0.8535321087521537,0.7981184846173405,0.8914237155183684
971.0,,0.7986270022883295,0.8914890835403321
973.0,,0.7988812611238241,0.8915762409029503
974.0,,0.7991355199593186,0.891641608924914
975.0,,0.7993897787948131,0.8916633982655685
976.0,,,0.8917069769468776
977.0,,0.7996440376303077,0.8917723449688413
978.0,,,0.8917941343094958
979.0,,0.7998982964658022,0.8919030810127686
980.0,0.8548608474724761,0.8004068141367913,0.8920338170566958
981.0,,,0.8920556063973504
982.0,,,0.8921427637599686
983.0,,0.8006610729722858,0.8922734998038959
984.0,,0.8009153318077803,0.8923606571665141
985.0,,,0.8924478145291324
986.0,,,0.8925567612324051
987.0,,,0.8926003399137142
988.0,,0.8014238494787694,0.892709286616987
989.0,,0.8016781083142639,0.8927964439796052
990.0,0.8557223374120259,0.8019323671497585,0.8928836013422233
991.0,,,0.8929707587048415
992.0,,0.802186625985253,0.8929925480454961
993.0,,,0.8931232840894234
994.0,,0.8024408848207475,0.8932322307926962
995.0,,,0.8933193881553144
996.0,,0.8029494024917366,0.8933629668366235
997.0,,,0.8934501241992417
998.0,,,0.8935154922212054
999.0,,,0.8935808602431691
1000.0,0.856832053266361,0.8039664378337147,0.8936680176057873
1001.0,,,0.893733385627751
1003.0,,,0.8938859110123327
1004.0,,,0.8939294896936418
1005.0,,,0.8939948577156055
1006.0,,,0.8940384363969146
1008.0,,,0.8940602257375692
1009.0,,,0.8941038044188783
1010.0,0.857722746254709,0.8052377320111874,0.894212751122151
1011.0,,,0.8942999084847693
1012.0,,,0.8943870658473875
1013.0,,,0.8944306445286966
1014.0,,,0.8945178018913148
1015.0,,,0.8946703272758967
1016.0,,,0.8947792739791693
1017.0,,,0.8948664313417876
1018.0,,,0.8949317993637512
1019.0,,,0.8949753780450603
1020.0,0.8587010483894518,0.80650902618866,0.8950189567263694
1021.0,,,0.8950625354076786
1022.0,,,0.8951279034296422
1023.0,,,0.8952586394735695
1024.0,,,0.8953457968361878
1025.0,,,0.895432954198806
1026.0,,,0.8955636902427333
1027.0,,,0.8955854795833879
1028.0,,,0.895672636946006
1029.0,,,0.8957162156273151
1030.0,0.8596939520485939,0.8080345792016272,0.8958251623305878
1031.0,,,0.8958905303525515
1032.0,,,0.8960212663964788
1033.0,,,0.896108423759097
1035.0,,,0.8961520024404062
1036.0,,,0.8963263171656426
1037.0,,,0.8963698958469517
1038.0,,,0.8964788425502245
1039.0,,,0.8965442105721881
1040.0,0.8608474724761265,0.8090516145436054,0.8966967359567699
1041.0,,,0.8968056826600427
1042.0,,,0.8968928400226609
1043.0,,,0.8969799973852791
1044.0,,,0.8970889440885519
1045.0,,,0.8971978907918247
1046.0,,,0.8972196801324792
1047.0,,,0.897328626835752
1048.0,,,0.8974593628796793
1049.0,,,0.8975465202422974
1050.0,0.8618403761352685,0.8095601322145944,0.8976118882642611
1051.0,,,0.8976990456268793
1052.0,,,0.8978079923301521
1053.0,,,0.8979169390334248
1054.0,,,0.8980040963960431
1055.0,,,0.8980476750773522
1056.0,,,0.8982219898025886
1057.0,,,0.8982655684838977
1058.0,,,0.8983745151871705
1059.0,,,0.8985270405717523
1060.0,0.8626288584528224,0.8100686498855835,0.8987231446376432
1061.0,,,0.8988103020002615
1062.0,,,0.8988974593628797
1063.0,,,0.8989846167254979
1064.0,,,0.8990717740881161
1065.0,,,0.8991371421100798
1066.0,,,0.8991589314507343
1067.0,,,0.899224299472698
1068.0,,,0.8992460888133526
1069.0,,,0.8993768248572798
1070.0,0.8633589346727798,0.8123569794050344,0.899463982219898
1071.0,,,0.8995075609012071
1073.0,,,0.8995511395825162
1074.0,,,0.899660086285789
1075.0,,,0.8997254543077526
1077.0,,,0.8998126116703709
1078.0,,,0.8999215583736436
1079.0,,,0.9000305050769164
1080.0,0.8642350261367286,0.8133740147470124,0.9000958730988801
1081.0,,,0.9002048198021528
1083.0,,,0.9002483984834619
1084.0,,,0.9003573451867346
1085.0,,,0.9004009238680437
1087.0,,,0.9004662918900074
1088.0,,,0.900531659911971
1089.0,,,0.9005534492526256
1090.0,0.8650965160762784,0.8143910500889906,0.9006623959558984
1091.0,,,0.9007495533185166
1092.0,,,0.9008149213404802
1093.0,,,0.9008585000217894
1094.0,,,0.900923868043753
1096.0,,,0.9010546040876803
1097.0,,,0.9011853401316077
1098.0,,,0.9012724974942258
1099.0,,,0.901359654856844
1100.0,0.8661040212598196,0.8156623442664632,0.9014250228788077
1101.0,,,0.901555758922735
1102.0,,,0.9015993376040441
1103.0,,,0.9016647056260078
1104.0,,,0.9017300736479714
1105.0,,,0.9018172310105896
1106.0,,,0.9018825990325533
1107.0,,,0.9019697563951715
1108.0,,,0.9020569137577897
1109.0,,,0.9020787030984443
1110.0,0.8671115264433606,0.8171878972794304,0.9021004924390988
1111.0,,,0.9022530178236806
1112.0,,,0.9022965965049897
1114.0,,,0.9023837538676079
1115.0,,,0.9024927005708807
1117.0,,,0.9025798579334989
1118.0,,,0.9026452259554626
1119.0,,,0.9026888046367717
1120.0,0.867841602663318,0.8187134502923976,0.9028413300213536
1121.0,,,0.9028849087026627
1122.0,,,0.9029502767246264
1123.0,,,0.9029938554059355
1124.0,,,0.90301564474659
1126.0,,,0.9030374340872446
1127.0,,,0.9031245914498627
1128.0,,,0.9031681701311718
1129.0,,,0.9032117488124809
1130.0,0.8686884910784686,0.8194762267988812,0.90325532749379
1131.0,,,0.9032771168344446
1133.0,,,0.9033860635377173
1134.0,,,0.903451431559681
1135.0,,,0.9034950102409901
1136.0,,,0.9035603782629538
1137.0,,,0.903647535625572
1138.0,,,0.9037346929881902
1139.0,,,0.9037782716694993
1140.0,0.8695061764448209,0.8202390033053648,0.9038218503508084
1141.0,,,0.9038872183727721
1142.0,,,0.9040179544166993
1143.0,,,0.904083322438663
1144.0,,,0.9041051117793175
1145.0,,,0.9041704798012812
1146.0,,,0.9043012158452085
1147.0,,,0.9044319518891358
1148.0,,,0.9044755305704449
1149.0,,,0.9046062666143723
1150.0,0.8704990801039628,0.821256038647343,0.9046716346363359
1151.0,,,0.9046934239769905
1152.0,,,0.9047805813396087
1153.0,,,0.9048677387022269
1154.0,,,0.9048895280428815
1155.0,,,0.9049331067241905
1156.0,,,0.904954896064845
1158.0,,,0.9049984747461541
1159.0,,,0.9051292107900815
1160.0,0.871214554799521,0.8220188151538266,0.9052599468340088
1161.0,,,0.9053253148559725
1162.0,,,0.9053906828779361
1163.0,,,0.9054778402405543
1164.0,,,0.9055867869438271
1165.0,,,0.905739312328409
1166.0,,,0.9058482590316816
1167.0,,,0.9059136270536453
1168.0,,,0.9059354163942999
1169.0,,,0.9060007844162635
1170.0,0.8720906462634699,0.8227815916603102,0.9060879417788817
1171.0,,,0.9061533098008454
1172.0,,,0.9062186778228091
1173.0,,,0.9062840458447727
1174.0,,,0.9063276245260818
1175.0,,,0.9064147818887001
1176.0,,,0.9065019392513183
1177.0,,,0.9065673072732819
1178.0,,,0.9066762539765547
1179.0,,,0.9067634113391729
1180.0,0.8729229331542213,0.8232901093312993,0.9068287793611365
1181.0,,,0.9068723580424456
1182.0,,,0.9068941473831001
1183.0,,,0.9069377260644093
1184.0,,,0.9070030940863729
1185.0,,,0.9070248834270275
1187.0,,,0.9070684621083366
1188.0,,,0.907242776833573
1189.0,,,0.9072863555148821
1190.0,0.8740180474841573,0.8237986270022883,0.9073735128775003
1191.0,,,0.9073953022181549
1192.0,,,0.9074606702401186
1193.0,,,0.9075478276027368
1194.0,,,0.9075914062840459
1195.0,,,0.9076785636466641
1196.0,,,0.9077003529873185
1197.0,,,0.9077657210092822
1198.0,,,0.9077875103499368
1199.0,,,0.9078092996905913
1200.0,0.8746313115089215,0.8253241800152555,0.907874667712555
1201.0,,,0.9079400357345186
1202.0,,,0.9079618250751732
1203.0,,,0.9080271930971369
1204.0,,,0.9080925611191005
1205.0,,,0.9081143504597551
1206.0,,,0.9081579291410642
1207.0,,,0.9082015078223733
1208.0,,,0.908266875844337
1209.0,,,0.9083104545256461
1210.0,0.8750839587652951,0.8260869565217391,0.9083540332069552
1211.0,,,0.9083758225476097
1212.0,,,0.9084194012289188
1213.0,,,0.9085283479321916
1214.0,,,0.9086372946354643
1215.0,,,0.9087898200200462
1216.0,,,0.9088551880420098
1217.0,,,0.9089205560639735
1218.0,,,0.9089859240859371
1219.0,,,0.9091166601298645
1220.0,0.8758140349852525,0.8265954741927282,0.9091820281518281
1221.0,,,0.9092256068331372
1222.0,,,0.9093127641957555
1223.0,,,0.9093781322177191
1224.0,,,0.9095088682616465
1225.0,,,0.9096178149649191
1226.0,,,0.9096613936462282
1227.0,,,0.9097049723275373
1228.0,,,0.909770340349501
1229.0,,,0.9098139190308101
1230.0,0.8765003066320124,0.8268497330282227,0.9098792870527738
1231.0,,,0.9099446550747374
1232.0,,,0.9100753911186648
1233.0,,,0.9101189697999739
1234.0,,,0.9101407591406284
1235.0,,,0.9101843378219375
1236.0,,,0.9102714951845557
1237.0,,,0.9102932845252103
1238.0,,,0.9103150738658649
1239.0,,,0.9103804418878285
1240.0,0.8772887889495663,,0.9104675992504467
1241.0,,,0.9105329672724103
1242.0,,,0.9106419139756831
1243.0,,,0.9107944393602649
1244.0,,,0.9108162287009195
1245.0,,,0.9108598073822286
1246.0,,,0.9109251754041923
1247.0,,,0.9110123327668105
1248.0,,,0.9110994901294287
1249.0,,,0.911230226173356
1250.0,0.8781064743159186,0.8273582506992118,0.9113173835359742
1251.0,,,0.9113391728766288
1252.0,,,0.9113827515579379
1253.0,,,0.911469908920556
1254.0,,,0.9115134876018651
1255.0,,,0.9115788556238288
1256.0,,,0.9116442236457925
1257.0,,,0.9117095916677561
1258.0,,,0.9117531703490652
1259.0,,,0.9117967490303743
1260.0,0.8788803551090734,0.8281210272056954,0.9119056957336471
1261.0,,,0.9119274850743017
1263.0,,,0.9119492744149562
1264.0,,,0.9119928530962653
1265.0,,,0.9120800104588835
1266.0,,,0.9121235891401926
1267.0,,,0.9122107465028109
1268.0,,,0.91225432518412
1269.0,,,0.9123414825467381
1270.0,0.8795958298046316,0.828883803712179,0.9123632718873926
1271.0,,,0.91249400793132
1272.0,,,0.9125593759532836
1273.0,,,0.9126247439752473
1274.0,,,0.9127336906785201
1275.0,,,0.9127772693598292
1276.0,,,0.9128426373817928
1278.0,,,0.9128644267224474
1279.0,,,0.9129080054037565
1280.0,0.8803259060245889,0.8293923213831681,0.9130387414476838
1281.0,,,0.9131041094696475
1282.0,,,0.9132348455135748
1283.0,,,0.9133002135355384
1284.0,,,0.9133873708981566
1285.0,,,0.9134091602388111
1286.0,,,0.9134745282607748
1287.0,,,0.9134963176014294
1288.0,,,0.9136488429860112
1289.0,,,0.9136706323266658
1290.0,0.8811289898665421,0.8301550978896517,0.9137142110079749
1291.0,,,0.9137795790299386
1292.0,,,0.9138231577112477
1293.0,,,0.9138885257332113
1294.0,,,0.9139321044145204
1295.0,,,0.9139974724364841
1296.0,,,0.9140192617771387
1297.0,,,0.9140628404584478
1298.0,,,0.9141282084804114
1299.0,,,0.9142371551836841
1300.0,0.8819466752328943,0.8304093567251462,0.9142807338649932
1301.0,,,0.9144114699089205
1302.0,,,0.9144550485902296
1303.0,,,0.9145204166121933
1304.0,,,0.9146075739748115
1306.0,,,0.9146511526561206
1307.0,,,0.9146729419967752
1308.0,,,0.9146947313374297
1309.0,,,0.9147165206780843
1310.0,0.8828665712700406,0.8314263920671243,0.9147600993593934
1311.0,,,0.9149126247439753
1312.0,,,0.9149562034252844
1313.0,,,0.915021571447248
1314.0,,,0.9151087288098663
1315.0,,,0.9151523074911753
1316.0,,,0.9151958861724844
1317.0,,,0.9152176755131389
1318.0,,,0.9152394648537935
1319.0,,,0.9153266222164117
1320.0,0.8835674444411996,0.8321891685736079,
1321.0,,,0.9154137795790299
1322.0,,,0.9154791476009936
1324.0,,,0.9155663049636118
1326.0,,,0.91565346232623
1327.0,,,0.9157406196888482
1329.0,,,0.9157624090295028
1330.0,0.8841661069415647,0.8324434274091025,0.915849566392121
1331.0,,,0.9159149344140847
1332.0,,,0.9159367237547392
1333.0,,,0.9160020917767029
1334.0,,,0.9160674597986664
1335.0,,,0.9161328278206301
1336.0,,,0.9162199851832483
1337.0,,,0.9162635638645574
1338.0,,,0.9163289318865211
1339.0,,,0.9164160892491393
1340.0,0.8848669801127238,0.8329519450800915,0.9164378785897939
1341.0,,,0.916481457271103
1342.0,,,0.9165250359524121
1343.0,,,0.9165468252930666
1344.0,,,0.9165904039743757
1345.0,,,0.916677561336994
1346.0,,,0.9167211400183031
1347.0,,,0.9167865080402667
1348.0,,,0.9168300867215758
1349.0,,,0.9168518760622304
1350.0,0.8854072365154922,0.8332062039155861,0.9169608227655032
1352.0,,,0.9170479801281213
1353.0,,,0.9170697694687758
1354.0,,,0.9170915588094304
1355.0,,,0.917156926831394
1356.0,,,0.9172222948533577
1357.0,,,0.9172876628753214
1358.0,,,0.9173094522159759
1359.0,,,0.9173748202379396
1360.0,0.8861227112110505,0.8342232392575643,
1361.0,,,0.9174183989192487
1362.0,,,0.9175055562818669
1363.0,,,0.917549134963176
1364.0,,,0.9175709243038306
1365.0,,,0.9176362923257942
1366.0,,,0.9176580816664488
1367.0,,,0.9177016603477579
1368.0,,,0.917745239029067
1369.0,,,0.9177888177103761
1370.0,0.8867651782846129,0.8344774980930587,0.9179195537543033
1371.0,,,0.9179413430949579
1372.0,,,0.917984921776267
1373.0,,,0.9180067111169216
1374.0,,,0.9180938684795398
1375.0,,,0.9181374471608489
1376.0,,,0.9182681832047762
1377.0,,,0.918377129908049
1378.0,,,0.9184642872706672
1379.0,,,0.9184860766113218
1380.0,0.8874806529801711,0.8352402745995423,0.91857323397394
1381.0,,,0.9185950233145945
1382.0,,,0.9186821806772127
1383.0,,,0.9187257593585219
1384.0,,,0.9187911273804855
1386.0,,,0.9188129167211401
1387.0,,,0.9188347060617945
1388.0,,,0.9189218634244127
1389.0,,,0.9189654421057218
1390.0,0.8881961276757293,0.836511568777015,0.9189872314463764
1391.0,,,0.9190308101276855
1392.0,,,0.9190743888089946
1393.0,,,0.9191179674903037
1394.0,,,0.9191615461716128
1395.0,,,0.9192269141935765
1397.0,,,0.9192922822155402
1398.0,,,0.9193358608968493
1399.0,,,0.9194230182594675
1400.0,0.8888239932248927,0.8370200864480041,0.9194665969407766
1401.0,,,0.9194883862814311
1402.0,,,0.9195537543033948
1403.0,,,0.9195973329847039
1404.0,,,0.9196844903473221
1405.0,,,0.9197716477099402
1406.0,,,0.919880594413213
1407.0,,,0.9199023837538676
1408.0,,,0.9199677517758312
1409.0,,,0.920076698479104
1410.0,0.88955406944485,0.8372743452834986,0.9201856451823768
