value,emory_probability,nu_probability,ohsu_probability
0.0,0.030012610340479192,0.02294653857646322,0.015446283054605254
0.01,0.03444424428030986,0.02299565710356232,0.019851116625310174
0.02,0.03981264637002342,0.023085707736577338,0.024461509095981323
0.03,0.04489281210592686,0.023147105895451214,0.029101267123790506
0.04,0.050765627814808145,0.023216690475508273,0.03390253571585887
0.05,0.05624211853720051,0.023335393582664433,0.03842483151511592
0.06,0.06193478652495046,0.02349093558514492,0.04319673455004625
0.07,0.06744730679156909,0.023638291166442223,0.04802736869925265
0.08,0.0741127724734282,0.02372834179945724,0.05329848620552954
0.09,0.08059809043415601,0.023867510959571358,0.058716431497496585
0.1,0.08787605836786165,0.06639187579561781,0.0687594520387038
0.11,0.09414519906323185,0.06655969742987307,0.07444168734491315
0.12,0.1000540443163394,0.06670295980057878,0.07946319761551676
0.13,0.10567465321563682,0.06690352711956678,0.08461685289324151
0.14,0.11201585299945956,0.06708772159618841,0.08959431482813808
0.15,0.11806881642947217,0.06727191607281004,0.09482138399870792
0.16,0.12469825256710503,0.06752160191889713,0.10050361930491726
0.17,0.13093136371824896,0.06770579639551876,0.10553981235408989
0.18,0.13680417942713025,0.06793910939923949,0.11107521987460907
0.19,0.14382994055125203,0.06815604956059385,0.11646379960943809
0.2,0.15071158349846875,0.12233378495090194,0.12887074750025695
0.21,0.15831381733021077,0.12259165721817222,0.13453830002789727
0.22,0.16652855341379932,0.12284952948544249,0.14016180421983057
0.23,0.17312196000720592,0.12316879991158665,0.1460936467617132
0.24,0.18025580976400649,0.12347988391654763,0.1515556403893873
0.25,0.1875698072419384,0.12374594260500109,0.1571057306884755
0.26,0.19401909565843992,0.12404884018877887,0.16289074544466794
0.27,0.20061250225184651,0.12439676308906417,0.16896941577224073
0.28,0.20771032246442084,0.12478561809526538,0.17471038219272614
0.29,0.21451990632318502,0.12515810025910024,0.18073032140602288
0.3,0.2220500810664745,0.18947471828478105,0.19688137783194093
0.31,0.2286434876598811,0.18989222576512338,0.20271044092384044
0.32,0.23642586921275446,0.1902237758230423,0.2090387184870865
0.33,0.24312736443883984,0.19051439377504534,0.21466222267901977
0.34,0.2513060709782021,0.19091143520242973,0.22057938244233338
0.35,0.2598090434156008,0.19126345131330663,0.2270251222341316
0.36,0.26769951360115296,0.19167686558305738,0.23283950254746208
0.37,0.2750855701675374,0.1921148391163577,0.23890349009646586
0.38,0.2835525130607098,0.19245048238486823,0.24470318763122734
0.39,0.2914790127904882,0.1928106849169283,0.2510755135301804
0.4,0.29908124662223023,0.2733609761488619,0.26995756676993554
0.41,0.30733201225004503,0.2737375515232883,0.2758306781975421
0.42,0.31468203927220323,0.27416324542481385,0.2822176868750642
0.43,0.3239056025941272,0.27451935474628236,0.28910391002393293
0.44,0.3316519546027743,0.2748877436995256,0.2955202842585931
0.45,0.3395784543325527,0.2752192937574445,0.3025092868574449
0.46,0.34891010628715546,0.27554675060477185,0.3090137577635192
0.47,0.35752116735723294,0.2759274191897899,0.3159146636909569
0.48,0.36512340118897496,0.27634083345954064,0.3227127901684115
0.49,0.37359034408214736,0.2767542477292914,0.3295549649815731
0.5,0.38259773013871373,0.3660599164166397,0.35153508449939064
0.51,0.3912087912087912,0.36643649179106613,0.35834789375541426
0.52,0.4000360295442263,0.3667148301112944,0.36519006856857594
0.53,0.40832282471626735,0.3670136344844806,0.37212034005315164
0.54,0.41668167897676095,0.3673492777529911,0.3790799770948654
0.55,0.4244640605296343,0.36766854817913525,0.3856725446723538
0.56,0.43246261934786523,0.3679714457629131,0.39189804278561674
0.57,0.44165015312556294,0.3682375044513665,0.3982410031274318
0.58,0.44936047558998377,0.3684912835080452,0.4051419090548695
0.59,0.45710682759863086,0.3687859946706398,0.41188130441804804
0.6,0.4660061250225185,0.4626433135358381,0.4342725417357981
0.61,0.47414880201765447,0.46292574506665796,0.4409091576489935
0.62,0.483444424428031,0.4631836173339282,0.4472080696551015
0.63,0.4906503332732841,0.463396464284691,0.4542558033682294
0.64,0.4992974238875878,0.46363796370959487,0.46090710205999386
0.65,0.5090614303729057,0.4638221581862165,0.46717664850896384
0.66,0.5169879301026842,0.46400225945224655,0.47373985052931417
0.67,0.5238335435056747,0.4641700810865018,0.4804058319996476
0.68,0.5311115114393803,0.4643174366677991,0.4868222062343078
0.69,0.5385696270942173,0.46450981756560394,0.49360564993319334
0.7,0.5462078904701856,0.5545931962653546,0.5149103616368361
0.71,0.5538461538461539,0.5547487382678351,0.521062445857254
0.72,0.5617005944874798,0.5549165599020904,0.5271117506276888
0.73,0.5688344442442803,0.5550802883257541,0.5338217804337293
0.74,0.5762205008106648,0.5552890420659252,0.5397536229756119
0.75,0.583030084669429,0.5554323044366309,0.5457441966317707
0.76,0.5913889389299225,0.5556001260708863,0.5511034108094616
0.77,0.5989911727616646,0.5557311088098171,0.557681295608381
0.78,0.605836786164655,0.5558743711805229,0.5634369448074353
0.79,0.612754458656098,0.5560176335512286,0.5694715667993011
0.8,0.6202486038551612,0.6368176106292492,0.5887353722818506
0.81,0.6272023058908305,0.6370058983164625,0.5947259459380093
0.82,0.6344802738245361,0.6370959489494775,0.6003494501299426
0.83,0.6409295622410377,0.6371982792142673,0.6058701748718928
0.84,0.647090614303729,0.6372924230578739,0.6113468512781359
0.85,0.6536479913529094,0.6373783804802974,0.616838210462948
0.86,0.6599531615925058,0.6374766175344956,0.622197424640639
0.87,0.6661502431994235,0.6375789477992854,0.6277621977182962
0.88,0.6721311475409836,0.6376403459581592,0.6328424391031758
0.89,0.6784723473248063,0.6377344898017658,0.6380254599380387
0.9,0.6840929562241037,0.7077161112862096,0.6550134347423906
0.91,0.6905782741848315,0.7077775094450834,0.6598881172273041
0.92,0.6964510898937128,0.7078839329204648,0.6646747030408034
0.93,0.7025400828679517,0.7079494242899302,0.669608116639993
0.94,0.7078364258692128,0.7079985428170293,0.6748205030319938
0.95,0.7132048279589264,0.7080763138182696,0.6793134332741128
0.96,0.7182849936948298,0.7081213391347772,0.683997239637629
0.97,0.7238335435056746,0.708203203346609,0.6887397771154213
0.98,0.7300306251125923,0.7082441354525248,0.6930711967932811
0.99,0.7348946135831381,0.7082768811372576,0.6977550031567974
1.0,0.7400828679517204,0.76568006647374,0.7109107727546361
1.01,0.7448027382453613,0.7657578374749803,0.7152275096539269
1.02,0.7494505494505495,0.7658028627914878,0.7194708326603726
1.03,0.7541704197441902,0.7658683541609532,0.7239050317882156
1.04,0.7582417582417582,0.7659256591092355,0.7281189892375233
