value,emory_probability,ohsu_probability
0.27,,0.000010039656643742785
0.34,,0.00002007931328748557
0.37,,0.000030118969931228354
0.49,,0.00008031725314994228
0.5,,0.0001907534762311129
0.51,,0.00021083278951859846
0.52,,0.00023091210280608404
0.53,,0.00027107072938105517
0.54,,0.0003313086692435119
0.55,,0.000371467295818483
0.56,,0.0003815069524622258
0.57,,0.0004317052356809397
0.58,,0.0004417448923246825
0.6,,0.0004618242056121681
0.61,,0.0004919431755433964
0.62,,0.0005421414587621103
0.63,,0.0005722604286933386
0.64,,0.0006124190552683098
0.66,,0.0006425380251995382
0.67,,0.0006626173384870238
0.68,,0.0006927363084182521
0.71,,0.0007128156217057377
0.74,,0.0007529742482807088
0.75,,0.0007630139049244516
0.76,0.000040754363264016954,0.0008031725314994227
0.77,0.0001528288622400636,0.0008634104713618794
0.78,0.00019358322550408054,0.0009136087545805933
0.79,0.00029546913366412293,0.0009838863510867929
0.8,0.0022313013887049283,0.0010340846343055068
0.81,0.0023229987060489664,0.0011043622308117063
0.82,0.0024452617958410174,0.001254957080467848
0.83,0.002598090658081081,0.001435670900055218
0.84,0.002699976566241123,0.0015661864364238743
0.85,0.0028120510652171696,0.0018874554490236435
0.86,0.002944502745825225,0.0022087244616234127
0.87,0.0034946866498894538,0.0026303900406606092
0.88,0.0038207215560015894,0.003252848752572662
0.89,0.004258830961089772,0.004678479995984137
0.9,0.018757195692263803,0.006435419908639124
0.91,0.0194703970493841,0.008272677074444054
0.92,0.020377181632008478,0.01071231363887355
0.93,0.021722075619721035,0.013372822649465389
0.94,0.022822443427849493,0.016816424878269162
0.95,0.024034885734954,0.020711811656041364
0.96,0.027030331434859244,0.026886200491943176
0.97,0.0290884267796921,0.03333166005722604
0.98,0.03154387716634912,0.04025902314140856
0.99,0.03421328796014223,0.048340946739621506
1.0,0.09547728453677572,0.05706540836303398
1.01,0.09869687923463306,0.06620149590883992
1.02,0.1024055262916586,0.07665277847497616
1.03,0.10712284383946856,0.09095928919230963
1.04,0.11530428226471996,0.10465338085437478
1.05,0.12012348572068997,0.11799608453390895
1.06,0.12526872408277212,0.1319712865819989
1.07,0.13045471680811827,0.14544450579790172
1.08,0.1363029679365047,0.1603232769439285
