value,emory_probability,ohsu_probability
1.09,0.1420493331567311,0.17625621203754832
1.1,0.24771520850951104,0.19401636464032931
1.11,0.2536144025919775,0.210421163596205
1.12,0.2597479342632121,0.22624366246674363
1.13,0.27102670429652875,0.24210631996385723
1.14,0.276477600383091,0.2581496912805582
1.15,0.2828149038706457,0.2748757592490337
1.16,0.2891929617214643,0.2905577029265599
1.17,0.2949902698957707,0.3090507504643341
1.18,0.3011339901578213,0.3233472215250238
1.19,0.3063199828831674,0.33822599267105063
1.2,0.39909729085370205,0.3531148034737212
1.21,0.4045074325770003,0.3688067868078912
1.22,0.4147673435287165,0.3826615129762562
1.23,0.420646160429551,0.39658651674112744
1.24,0.4257812102008171,0.412529491491391
1.25,0.43053928211189113,0.4264544952562622
1.26,0.4353075426137811,0.4381808142161538
1.27,0.43975995680037494,0.4517544299984941
1.28,0.444599537437977,0.4644947542794036
1.29,0.4492964778041549,0.47614075598614525
1.3,0.5198422806141683,0.48774659906631196
1.31,0.5272086317741393,0.5007379147633151
1.32,0.531253502328093,0.5121530043672506
1.33,0.5347991319320625,0.5224737713970182
1.34,0.538385515899296,0.5328346970533607
1.35,0.5416968079144974,0.5416394759299232
1.36,0.5454258321531549,0.5512775463079163
1.37,0.5484925979887721,0.5623814065558957
1.38,0.5518038900039736,0.5712665026856082
1.39,0.5547483927497988,0.5797500125495708
1.4,0.6079939683542369,0.5893579639576326
1.41,0.6105920590123181,0.5980121479845389
1.42,0.6134448644407992,0.6065257768184328
1.43,0.6158086175101122,0.6145775814467145
1.44,0.617927844399841,0.6235530344862206
1.45,0.62035272901405,0.631183173535465
1.46,0.6224719559037789,0.6391747402238843
1.47,0.624845897563908,0.6451282566136238
1.48,0.6270771989526128,0.6518146679383565
1.49,0.6309386748718785,0.6578986998644646
1.5,0.665742901099349,0.6644345163395412
1.51,0.6676379789911258,0.6713919983936549
1.52,0.6697062629267746,0.6773254354701069
1.53,0.6715198320920234,0.6834195070528588
1.54,0.6733435898480881,0.6890818733999298
1.55,0.675391496602105,0.6934491240399578
1.56,0.6772356315398017,0.6981778023191607
1.57,0.6789575033877064,0.7031875909843883
1.58,0.6818408745886356,0.7080869434265348
1.59,0.6833895403926683,0.7143416495155865
1.6,0.7110923188213838,0.7191004467647206
1.61,0.7127326819427605,0.7241704733698108
1.62,0.7140979531121051,0.7286581998895638
1.63,0.7153919041457376,0.733336679885548
1.64,0.7167367981334501,0.7383866271773505
1.65,0.7183873498456429,0.7425330053712164
1.66,0.7198443183323314,0.7463480748958385
1.67,0.7221061854934844,0.7504743737764168
1.68,0.7231759875291648,0.754018372571658
1.69,0.7246329560158534,0.7570202299081371
1.7,0.7455195671886622,0.7615280357411777
1.71,0.7468746497671906,0.7646202499874505
1.72,0.7480870920742952,0.7682947643190603
1.73,0.7491161397467117,0.7717383665478641
1.74,0.7503999021895281,0.7746197480046182
1.75,0.7514085726803126,0.7782440640530094
1.76,0.7526413921690491,0.7815973093720194
1.77,0.7544243955618498,0.7855629737462979
1.78,0.7555451405516103,0.7886049897093519
1.79,0.7564111707709706,0.7917976005220622
1.8,0.7747913886030423,0.7944380302193665
1.81,0.7756268530499547,0.7973093720194769
1.82,0.7766559007223711,0.7997088499573315
1.83,0.7774709879876515,0.8030319763064103
1.84,0.7783064524345638,0.8053410973344711
1.85,0.7791826712447402,0.8078108528688319
1.86,0.781077749136517,0.810692234325586
1.87,0.7820252880824053,0.8131820691732343
1.88,0.7828607525293176,0.8158325385271824
1.89,0.783665651203782,0.8185733647909241
1.9,0.7991319320624765,0.8209126047889163
1.91,0.8000285280542848,0.8234727172330706
1.92,0.8008945582736452,0.82615330555695
1.93,0.8017707770838215,0.8280206816926861
1.94,0.8025960529399179,0.8302193664976658
1.95,0.8034213287960142,0.8325284875257266
1.96,0.8050616919173909,0.8344862205712564
1.97,0.8058054590469592,0.8368355002258923
1.98,0.8066714892663196,0.838953867777722
1.99,0.8075578966673119,0.8408011646001706
2.0,0.8201000519618131,0.8429396114652878
2.01,0.8208030647281175,0.8449475427940365
2.02,0.8215875862209497,0.8469454344661412
2.03,0.8223211647597021,0.8484915415892776
2.04,0.8230038003443744,0.8503789970383013
2.05,0.8236864359290467,0.8523166507705436
2.06,0.8251026500524713,0.8537222027006677
2.07,0.8258056628187755,0.8553687063902414
2.08,0.8263966010861038,0.8575673911952211
2.09,0.8270690480799601,0.8588223482756889
2.1,0.839061019470397,0.8608302796044375
2.11,0.8397538436458853,0.8627578936800362
2.12,0.8405077993662696,0.8642538025199538
2.13,0.8411394919968619,0.8660509010591838
2.14,0.8417609960366381,0.8678881582249887
2.15,0.8422602369866223,0.8688419256061443
2.16,0.8435745652018869,0.8703478741027056
2.17,0.8441247491059511,0.8720746950454294
2.18,0.8445934242834874,0.8735605642287034
2.19,0.8451741739599996,0.8753476231112896
2.2,0.8550571070515237,0.8766929371015512
2.21,0.8555563480015079,0.8781687666281813
2.22,0.8560046459974121,0.8795140806184428
2.23,0.8564427554025003,0.8809798704884293
2.24,0.8569827507157485,0.882084232719241
2.25,0.858093307114693,0.8837206967521711
2.26,0.8585212279289651,0.8849756538326389
2.27,0.8589797145156853,0.8863510867928317
2.28,0.8594585782840375,0.8875156869635058
2.29,0.8598355561442297,0.8888007630139049
2.3,0.8689950992878175,0.8899051252447167
2.31,0.8694637744653537,0.8913106771748406
2.32,0.870054712732682,0.8922945635259274
2.33,0.8705233879102181,0.8936599568294764
2.34,0.8709105543612263,0.8948044776868631
2.35,0.8713690409479465,0.8960795140806185
2.36,0.8722962027122029,0.8971135987149239
2.37,0.8728158208438191,0.8983685557953918
2.38,0.8731826101131952,0.8997239094422971
2.39,0.8736207195182835,0.9009085889262587
2.4,0.8818123465343508,0.9020531097836454
2.41,0.8823829076200471,0.9032076702976758
2.42,0.8828006398435032,0.9041815169921189
2.43,0.8832285606577754,0.9048742533005372
2.44,0.8835953499271516,0.9057577430851865
2.45,0.8840028935597918,0.9072235329551729
2.46,0.8847772264618081,0.9081873399929722
2.47,0.8851542043220002,0.909171226344059
2.48,0.8856126909087204,0.9102053109783645
2.49,0.8860711774954406,0.9112193162993826
2.5,0.8937737521523398,0.9122634405903318
2.51,0.894099787058452,0.9131770493449124
2.52,0.8943850676013001,0.9142111339792179
2.53,0.8947009139165962,0.9149942271974298
2.54,0.8951288347308684,0.9157773204156417
2.55,0.8954650582277965,0.916741127453441
2.56,0.8959948649502287,0.9175844586115155
2.57,0.8963514656287889,0.9185382259926711
2.58,0.896646934762453,0.9191606847045831
2.59,0.8969322153053011,0.9200943727724512
2.6,0.9039623429683441,0.9211686160333317
2.61,0.9043495094193522,0.9219115506249687
2.62,0.9047468644611764,0.9227046834998243
2.63,0.9049913906407605,0.9236584508809799
2.64,0.9053479913193206,0.9243612268460418
2.65,0.9057249691795127,0.9253049545705537
2.66,0.906285341674393,0.9262386426384218
2.67,0.9065298678539772,0.9268008634104714
2.68,0.9069374114866173,0.9274534410923146
2.69,0.9072328806202814,0.9283570101902515
2.7,0.9127245310701076,0.929079865468601
2.71,0.9129996230221398,0.9298428793735254
2.72,0.9132339606109079,0.93044525877215
2.73,0.913468298199676,0.9311580743938558
2.74,0.9138147102874201,0.9318508107022739
2.75,0.9141509337843483,0.9325937452939109
2.76,0.9144158371455644,0.9332764419456855
2.77,0.9149863982312606,0.93387882134431
2.78,0.9153124331373728,0.9344912403995783
2.79,0.9156588452251169,0.9352642939611465
2.8,0.9216089822616634,0.9358265147331961
2.81,0.9218535084412475,0.936338537222027
2.82,0.9222101091198076,0.9368605993675017
2.83,0.9224444467085757,0.93747301842277
2.84,0.9227093500697918,0.9382561116409819
2.85,0.922913121886112,0.938717935846594
2.86,0.9231882138381441,0.9391396014256312
2.87,0.9237180205605763,0.9396817428843933
2.88,0.9239421695585284,0.9402841222830179
2.89,0.9241765071472965,0.94090658099493
2.9,0.9291077851022425,0.9413784448571859
2.91,0.9293013683277466,0.9418101500928668
2.92,0.9294949515532507,0.9424326088047789
2.93,0.9296885347787548,0.9431253451131971
2.94,0.9299738153216028,0.9436976055418904
2.95,0.9301062670022109,0.9441895487174339
2.96,0.9304017361358751,0.944691531549621
2.97,0.9306055079521951,0.9452336730083831
2.98,0.9310843717205474,0.9459464886300889
2.99,0.9313390864909474,0.946368154209126
3.0,0.9353330140908211,0.9469805732643943
3.01,0.9355367859071412,0.9475628733497314
3.02,0.9357813120867253,0.9480447768686311
3.03,0.9358933865857013,0.9485367200441744
3.04,0.9360767812203894,0.948948345966568
3.05,0.9363213073999735,0.9495507253651925
3.06,0.9365454563979256,0.9501832237337483
3.07,0.9367594168050617,0.950624968626073
3.08,0.9370446973479098,0.9511269514582601
3.09,0.9372382805734139,0.9516188946338036
3.1,0.9414665457620557,0.9520907584960594
3.11,0.9416805061691917,0.9525425430450278
3.12,0.9418639008038798,0.9529742482807088
3.13,0.9420778612110159,0.953516389739471
3.14,0.942230690073256,0.9540284122283018
3.15,0.9424140847079441,0.9545002760905577
3.16,0.9426484222967122,0.9548115054465137
3.17,0.9428521941130322,0.9552934089654134
3.18,0.9429846457936403,0.9556749159178756
3.19,0.9432699263364884,0.9561166608102003
3.2,0.9467340472139298,0.9564981677626625
3.21,0.9469072532578019,0.9567090005521811
3.22,0.947111025074122,0.9571306661312183
3.23,0.947263853936362,0.9576928869032679
3.24,0.9473861170261542,0.9582450680186737
3.25,0.9474981915251302,0.958586416344561
3.26,0.9476306432057382,0.958977962953667
3.27,0.9477529062955302,0.9591787560865418
3.28,0.9479057351577703,0.9595903820089353
3.29,0.9480891297924584,0.9600522062145475
3.3,0.9515226848974518,0.9605039907635159
3.31,0.9516857023505079,0.9609055770292656
3.32,0.951869096985196,0.9611063701621404
3.33,0.951981171484172,0.9614477184880277
3.34,0.9521441889372281,0.9617388685306962
3.35,0.9523072063902842,0.9621906530796647
3.36,0.9524906010249722,0.9626123186587019
3.37,0.9526536184780283,0.9627528738517143
3.38,0.9527249386137403,0.9631343808041765
3.39,0.9528675788851644,0.9634857687867074
3.4,0.9557101957228296,0.9639676723056071
3.41,0.9559547219024137,0.964208624065057
3.42,0.9560973621738378,0.9644897344510818
3.43,0.9561992480819977,0.9647206465538879
3.44,0.9563418883534218,0.9650519552231314
3.45,0.9564641514432138,0.9653531449224436
3.46,0.9565558487605579,0.9657446915315496
3.47,0.956708677622798,0.9660258019175744
3.48,0.9568207521217741,0.9663069123035992
3.49,0.9569328266207501,0.966588022689624
3.5,0.9595207286880152,0.9669293710155112
3.51,0.9596939347318872,0.9671301641483862
3.52,0.9598365750033113,0.9674112745344109
3.53,0.9600097810471834,0.9676321469805733
3.54,0.9600811011828954,0.9679032177099544
3.55,0.9601829870910554,0.9682746850057729
3.56,0.9603256273624795,0.9685758747050851
3.57,0.9604886448155355,0.9688569850911098
3.58,0.9605395877696156,0.9691983334169971
3.59,0.9606618508594076,0.9694292455198033
3.6,0.9627199462042405,0.9696400783093219
3.61,0.9627607005675045,0.9700316249184278
3.62,0.9629033408389286,0.9702926559911651
3.63,0.9630459811103527,0.9705135284373274
3.64,0.9631376784276967,0.9706741629436273
3.65,0.9632905072899367,0.9708347974499272
3.66,0.9634331475613608,0.971075749209377
3.67,0.9635044676970728,0.9712363837156769
3.68,0.9636572965593129,0.971427137191908
3.69,0.9637795596491049,0.9716178906681392
3.7,0.9653893569980336,0.971939159680739
3.71,0.9654606771337456,0.9721801114401888
3.72,0.9655829402235376,0.9723608252597761
3.73,0.9656848261316977,0.972561618392651
3.74,0.9658478435847538,0.9727624115255258
3.75,0.9659497294929138,0.9729933236283319
3.76,0.9660618039918899,0.973224235731138
3.77,0.966194255672498,0.9734953064605191
3.78,0.96636746171637,0.9737262185633251
3.79,0.966459159033714,0.9738567340996938
3.8,0.9682829167897788,0.9740675668892124
3.81,0.9683338597438589,0.9742382410521561
3.82,0.9684765000152828,0.9743587169318809
3.83,0.9685070657877309,0.974549470408112
3.84,0.968558008741811,0.9746900256011244
3.85,0.968588574514259,0.9749711359871492
3.86,0.968731214785683,0.9752120877465991
3.87,0.968833100693843,0.9753827619095427
3.88,0.968894232238739,0.9754931981326239
3.89,0.9689655523744511,0.9757441895487174
3.9,0.9705142181784837,0.9758245068018674
3.91,0.9705957269050117,0.9759550223382361
3.92,0.9706874242223558,0.9761859344410421
3.93,0.9708198759029638,0.9763666482606295
3.94,0.9709013846294919,0.9764770844837106
3.95,0.97098289335602,0.9766076000200793
3.96,0.971074590673364,0.9767983534963104
3.97,0.971196853763156,0.9769690276592541
3.98,0.9712579853080521,0.9771698207921289
3.99,0.9713293054437641,0.9773304552984288
4.0,0.9727760853396367,0.9775111691180162
4.01,0.9728270282937167,0.9776517243110285
4.02,0.9728779712477967,0.9778223984739722
4.03,0.9729187256110607,0.9779529140103409
4.04,0.9729798571559568,0.9781336278299282
4.05,0.9730409887008528,0.9782942623362281
4.06,0.9730817430641168,0.978454896842528
4.07,0.9731123088365649,0.9786155313488278
4.08,0.9732855148804369,0.9787560865418403
4.09,0.973377212197781,0.9789468400180714
4.1,0.9747221061854935,0.9790873952110838
4.11,0.9747934263212055,0.9791877917775212
4.12,0.9748851236385495,0.9793685055971085
4.13,0.9749462551834456,0.9795391797600522
4.14,0.9749971981375256,0.9796897746097083
4.15,0.9750277639099736,0.9798704884292957
4.16,0.9751092726365016,0.9799909643090207
4.17,0.9751602155905816,0.9801917574418955
4.18,0.9752417243171096,0.9803222729782641
4.19,0.9752926672711897,0.9804327092013453
4.2,0.9764949209874783,0.980523066111139
4.21,0.9765662411231902,0.9806837006174389
4.22,0.9766069954864542,0.9808142161538076
4.23,0.9766579384405343,0.9810150092866824
4.24,0.9766885042129823,0.9811154058531198
4.25,0.9767598243486943,0.9812760403594197
4.26,0.9768617102568544,0.9813663972692134
4.27,0.9769126532109343,0.9815370714321571
4.28,0.9769635961650144,0.9816776266251694
4.29,0.9770043505282784,0.9817880628482506
4.3,0.978206604244567,0.981848300788113
4.31,0.978369621697623,0.9819587370111942
4.32,0.9784409418333351,0.9819888559811254
4.33,0.9785224505598631,0.9821394508307816
4.34,0.978583582104759,0.982280006023794
4.35,0.9786243364680232,0.9823904422468751
4.36,0.9787364109669991,0.9824506801867376
4.37,0.9787567881486312,0.9825811957231063
4.38,0.9787873539210792,0.9827117112594749
4.39,0.9788179196935272,0.9827819888559811
4.4,0.9797043270945196,0.9828522664524874
4.41,0.9797552700485995,0.982982781988856
4.42,0.9797960244118636,0.9830932182119372
4.43,0.9798775331383917,0.9831936147783745
4.44,0.9799284760924717,0.983334169971387
4.45,0.9799896076373676,0.983414487224537
4.46,0.9800405505914477,0.9835349631042618
4.47,0.9801424364996077,0.9836955976105617
4.48,0.9802646995893998,0.9837859545203554
4.49,0.9803054539526638,0.9839265097133678
4.5,0.9813446902158962,0.9840168666231615
4.51,0.9813956331699762,0.9841473821595301
4.52,0.9814465761240563,0.9842477787259676
4.53,0.9814771418965043,0.9843280959791175
4.54,0.9815484620322164,0.9844385322021987
4.55,0.9816503479403763,0.9845288891119923
4.56,0.9816809137128244,0.9846794839616485
4.57,0.9816911023036404,0.9847497615581547
4.58,0.9817318566669044,0.9848099994980172
4.59,0.9817929882118004,0.9848601977812359
4.6,0.9826997727944248,0.9849907133176046
4.61,0.9827405271576888,0.9850911098840419
4.62,0.9828118472934009,0.9851915064504794
4.63,0.9828627902474809,0.9852919030169168
4.64,0.9829239217923769,0.9854123788966417
4.65,0.982954487564825,0.985522815119723
4.66,0.9830156191097209,0.9855930927162291
4.67,0.983107316427065,0.9856633703127353
4.68,0.983148070790329,0.985753727222529
4.69,0.983219390926041,0.9858139651623914
4.7,0.9839733466464253,0.9858842427588976
4.71,0.9840039124188733,0.98602479795191
4.72,0.9840344781913214,0.986145273831635
4.73,0.9840548553729533,0.9862255910847849
4.74,0.9840956097362173,0.9862858290246473
4.75,0.9841567412811134,0.9863460669645098
4.76,0.9842076842351934,0.9864263842176597
4.77,0.9842280614168254,0.986536820440741
4.78,0.9842891929617215,0.9865970583806034
4.79,0.9843401359158015,0.9866673359771095
4.8,0.9850839030453697,0.9868279704834094
4.81,0.9851348459994498,0.9869183273932032
4.82,0.9851552231810818,0.9869384067064907
4.83,0.9851959775443458,0.987038803272928
4.84,0.9852163547259779,0.9871391998393655
4.85,0.9852469204984259,0.9872395964058029
4.86,0.9852774862708739,0.9872797550323779
4.87,0.9852876748616899,0.9873701119421716
4.88,0.9853386178157699,0.987470508508609
4.89,0.985430315133114,0.987510667135184
4.9,0.9860925735361542,0.9875709050750464
4.91,0.9861231393086022,0.9876311430149088
4.92,0.9861435164902342,0.9876913809547714
4.93,0.9861638936718663,0.9877616585512775
4.94,0.9861740822626822,0.98782189649114
4.95,0.9862046480351303,0.987862055117715
4.96,,0.9879122534009337
4.97,0.9862250252167623,0.9880126499673711
4.98,0.9863065339432903,0.9880427689373024
4.99,0.9863472883065543,0.9881130465338085
5.0,0.9868872836198025,0.9882636413834647
5.01,0.9869178493922506,0.9883238793233271
5.02,0.9869891695279626,0.9883841172631896
5.03,0.9870095467095946,0.9884744741729833
5.04,0.9870299238912266,0.988524672456202
5.05,0.9870503010728586,0.9885849103960644
5.06,0.9870808668453066,0.9886351086792832
5.07,0.9871318097993866,0.9886551879925707
5.08,0.9871623755718346,0.9886652276492144
5.09,0.9872235071167307,0.988755584559008
5.1,0.9877125594758989,0.9888660207820893
5.11,0.9877736910207949,0.9888861000953767
5.12,0.9878450111565069,0.9889162190653079
5.13,0.9878857655197709,0.9889463380352392
5.14,,0.9890166156317454
5.15,0.987906142701403,0.9890868932282516
5.16,0.987946897064667,0.9891973294513328
5.17,0.987987651427931,0.989227448421264
5.18,0.987997840018747,0.9893077656744139
5.19,0.988028405791195,0.9893579639576326
5.2,0.9884868923779152,0.9893981225842077
5.21,0.9885072695595473,0.9894884794940013
5.22,0.9885174581503632,0.9895185984639325
5.23,0.9885480239228113,0.9895687967471513
5.24,0.9885785896952592,0.9896691933135887
5.25,0.9886397212401553,0.9897495105667387
5.26,0.9886906641942353,0.9897695898800261
5.27,0.9887416071483153,0.9897997088499574
5.28,0.9887925501023953,0.9899001054163947
5.29,0.9888129272840274,0.9899101450730385
5.3,0.9892102823258515,0.9899402640429698
5.31,0.9892306595074836,0.9900105416394759
5.32,,0.9900607399226946
5.33,0.9892408480982995,0.9900908588926258
5.34,0.9892917910523795,0.9902314140856383
5.35,0.9893121682340116,0.990281612368857
5.36,0.9893529225972756,0.9903117313387882
5.37,0.9893732997789075,0.9903518899653632
5.38,0.9893834883697236,0.9903920485919382
5.39,0.9894446199146196,0.9904221675618694
5.4,0.9899642380462358,0.9904322072185131
5.41,0.9900049924094998,0.9905225641283069
5.42,0.9900355581819479,0.9905627227548818
5.43,0.9900661239543959,0.9906631193213192
5.44,0.9900865011360279,0.9907032779478941
5.45,0.9901272554992919,0.9907534762311129
5.46,0.9901578212717399,0.9908036745143316
5.47,0.9901985756350039,0.9908337934842628
5.48,0.9902087642258199,0.9909040710807691
5.49,0.9902291414074519,0.9909643090206315
5.5,0.9906366850400921,0.9910245469604939
5.51,0.9906570622217241,0.9910345866171377
5.52,0.9906672508125401,0.9911048642136439
5.53,0.9906876279941721,0.9911550624968626
5.54,0.9906978165849881,0.991215300436725
5.55,0.9907080051758042,0.9912554590633
5.56,0.9907283823574361,0.991295617689875
5.57,0.9907487595390682,0.9913156970031625
5.58,0.9907895139023322,0.9913859745996687
5.59,0.9907997024931482,0.9914160935695999
5.6,0.9911257373992604,0.9914662918528186
5.61,0.9911664917625244,0.9914964108227499
5.62,,0.9915164901360374
5.63,0.9911970575349723,0.9915466091059686
5.64,,0.9915867677325435
5.65,0.9912276233074203,0.9916168867024747
5.66,0.9912581890798684,0.9916570453290497
5.67,0.9912785662615003,0.991687164298981
5.68,,0.9917373625821997
5.69,0.9912887548523164,0.9917674815521309
5.7,0.9915230924410845,0.9917875608654184
5.71,,0.9918477988052808
5.72,0.9915332810319005,0.9918879574318559
5.73,0.9915434696227164,0.9919381557150746
5.74,0.9915536582135325,0.9919783143416495
5.75,0.9915842239859805,0.9920184729682245
5.76,0.9916147897584285,0.9920485919381558
5.77,0.9916453555308765,0.992078710908087
5.78,,0.9921088298780182
5.79,0.9916555441216925,0.9921690678178806
5.8,0.9919408246645407,0.9921891471311681
5.81,0.9919612018461726,0.992229305757743
5.82,,0.9922895436976056
5.83,0.9919815790278047,0.9923397419808243
5.84,0.9919917676186206,0.9923698609507555
5.85,0.9920223333910687,0.9924100195773304
5.86,0.9920427105727007,0.9924401385472617
5.87,0.9920732763451487,0.9924802971738367
5.88,0.9920834649359647,0.9925104161437679
5.89,0.9920936535267807,0.9925204558004116
5.9,0.9923891226604449,0.9925606144269866
5.91,,0.9925806937402741
5.92,0.9923993112512608,0.992620852366849
5.93,,0.9926810903067115
5.94,0.9924196884328929,0.9927212489332865
5.95,0.9924400656145248,0.9927312885899302
5.96,0.9924604427961569,0.9927714472165052
5.97,0.9924706313869729,0.9928417248130114
5.98,0.9924808199777889,0.9928517644696552
5.99,0.9925215743410529,0.9928818834395864
6.0,0.992766100520637,0.9929120024095176
6.01,0.9928374206563491,0.9929421213794488
6.02,0.992867986428797,0.9929622006927363
6.03,0.992898552201245,0.9929923196626675
6.04,,0.99305255760253
6.05,,0.9930726369158175
6.06,0.992908740792061,0.993092716229105
6.07,0.9929291179736931,0.9931228351990362
6.08,0.992939306564509,0.9931629938256111
6.09,0.992949495155325,0.9932031524521862
6.1,0.9931328897900131,0.9932131921088299
6.11,0.9931430783808292,0.9932332714221174
6.12,0.9931736441532771,0.9932633903920486
6.14,0.9932042099257252,0.9933135886752673
6.15,0.9932347756981732,0.993323628331911
6.16,,0.9933336679885548
6.17,0.9932857186522532,0.993403945585061
6.18,,0.9934340645549922
6.19,0.9933060958338852,0.9934641835249235
6.2,0.9935811877859173,0.9934943024948547
6.21,0.9936219421491813,
6.22,0.9936423193308134,0.9935143818081421
6.23,0.9936626965124453,0.9935244214647859
6.24,,0.9935445007780734
6.25,,0.9935746197480047
6.26,0.9936830736940774,0.9936448973445108
6.27,0.9937442052389734,0.993675016314442
6.28,0.9937543938297894,0.9937051352843733
6.29,0.9937747710114214,0.9937653732242357
6.3,0.9939581656461095,0.9937754128808794
6.31,,0.9938256111640982
6.32,0.9939683542369255,0.9938456904773857
6.33,0.9939785428277415,0.9938758094473169
6.34,,0.9939059284172481
6.35,0.9939887314185575,0.9939661663571105
6.36,0.9940192971910055,0.9939762060137544
6.37,,0.9940063249836856
6.38,0.9940294857818215,
6.39,0.9940396743726375,0.9940163646403293
6.4,0.9942230690073256,0.9940766025801917
6.41,0.9942536347797736,0.9940866422368355
6.42,0.9942638233705896,0.994106721550123
6.43,0.9942842005522217,0.994146880176698
6.44,,0.9941569198333416
6.45,0.9942943891430376,0.9941769991466292
6.46,0.9943045777338536,0.9942071181165604
6.47,0.9943249549154857,0.9942271974298479
6.48,0.9943453320971176,0.9942673560564229
6.49,,0.9943175543396415
6.5,0.9945491039134378,0.9943476733095729
6.51,0.9945898582767018,0.9943577129662166
6.52,0.9946000468675178,0.9943878319361478
6.53,0.9946102354583337,0.9944079112494353
6.54,0.9946306126399658,0.9944380302193665
6.55,0.9946611784124137,0.994458109532654
6.56,0.9946917441848618,0.9944982681592289
6.57,,0.9945183474725164
6.58,,0.9945283871291601
6.59,0.9947019327756778,0.9945785854123789
6.6,0.9948955160011819,0.9946087043823101
6.61,0.9949057045919979,0.9946287836955976
6.62,0.9949158931828139,0.9946589026655288
6.63,0.9949260817736298,
6.64,0.9949668361368939,0.9946689423221726
6.65,,0.9946789819788163
6.66,0.9949974019093419,0.99468902163546
6.67,,0.9947191406053913
6.68,0.9950279676817899,0.994729180262035
6.69,0.995048344863422,0.9947492595753226
6.7,0.995170607953214,0.99476933888861
6.71,0.995201173725662,
6.72,0.995211362316478,0.994809497515185
6.73,0.9952317394981101,0.9948295768284725
6.74,0.995241928088926,0.9948596957984037
6.75,0.995262305270558,0.9948797751116912
6.77,,0.9948998544249786
6.78,,0.9949199337382661
6.79,0.995303059633822,0.9949400130515537
6.8,0.9954660770868781,0.9949600923648412
6.81,0.9954762656776941,0.9949902113347724
6.82,,0.9950002509914161
6.83,0.9954864542685101,0.9950102906480598
6.84,0.9955068314501422,0.9950604889312785
6.85,,0.9951006475578535
6.86,,0.9951408061844285
6.87,,0.9951809648110035
6.88,,0.9952110837809347
6.89,0.9955170200409581,0.9952211234375784
6.9,0.9956902260848302,0.9952914010340846
6.91,0.9957004146756462,
6.92,0.9957207918572782,0.9953114803473722
6.93,0.9957309804480943,0.9953415993173034
6.94,0.9957411690389102,0.9953717182872346
6.95,0.9957615462205422,
6.96,,0.9954018372571658
6.98,0.9957921119929902,0.995431956227097
6.99,0.9958226777654383,0.9954419958837408
7.0,0.9960060724001263,
7.01,0.9960162609909423,
7.02,0.9960264495817583,0.9954620751970282
7.03,,0.9954821545103157
7.04,0.9960570153542063,0.9955022338236033
7.06,,0.9955323527935345
7.07,,0.9955423924501782
7.08,0.9960672039450224,0.9955624717634657
7.09,0.9960773925358384,0.9955725114201094
7.1,0.9961487126715504,0.9955925907333969
7.11,0.9961690898531824,
7.12,0.9961792784439985,0.9956227097033281
7.13,,0.9956427890166156
7.15,0.9961894670348144,0.9957130666131219
7.16,0.9962098442164464,0.9957532252396968
7.17,0.9962200328072625,0.9957632648963406
7.18,,0.995783344209628
7.19,,0.9957933838662718
7.2,0.9963728616695025,
7.21,0.9963932388511345,
7.22,,0.9958536218061342
