value,emory_probability,mimic_iv_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability
0.0,,0.0004141410338466172,,,,3.4097108565193673e-6
2.0,0.000037539651256639824,,,,,
3.0,0.00013480147496702482,,,,,
4.0,0.0003071426011906895,,,,,
5.0,0.0005784518989091318,,0.000017924881303676616,,,6.819421713038735e-6
5.1,,,0.000020165491466636194,,,
5.5,,,0.000024646711792555348,,,
6.0,0.0010186896272824536,,,,,0.000010229132569558102
6.1,,,0.000029127932118474502,,,
7.0,0.0015425383970910183,0.00045179021874176427,,0.000020976233926960753,0.00001920417882931326,0.00001363884342607747
7.5,,,0.00003136854228143408,,,
7.6,,,0.00003360915244439366,,,
7.9,,,0.00003584976260735323,,,
8.0,0.00233428376904924,,0.00004033098293327239,0.00006992077975653585,0.000051211143544835355,0.000020458265139116205
8.5,,,0.00004257159309623197,,,
8.7,,,0.000044812203259191546,,,
9.0,0.0033956320909415117,0.0004894394036369113,0.00005601525407398943,0.00007691285773218943,0.00008321810826035745,0.00003580196399345335
9.1,,,0.000058255864236949004,,,
9.4,,,0.00006273708456286816,,,
9.7,,,0.00006497769472582774,,,
10.0,0.004750472231749331,,0.0000784213557035852,0.00011187324761045736,0.00018564039535002818,0.00010740589198036006
10.1,,,0.00008066196586654478,,,
10.2,,,0.00008290257602950436,,,
10.3,,,0.00008514318619246393,,,
10.4,,,0.00008962440651838309,,,
10.5,,,0.00009186501668134266,,,
10.6,,,0.00009410562684430224,,,
10.7,,,,,,0.00010911074740861975
10.8,,,0.00009858684717022139,,,
11.0,0.006699121401525816,0.0005270885885320583,0.0001277147792886959,0.0001817940273669932,0.0003328724330414298,0.00019946808510638297
11.1,,,0.00013667721994053422,,,
11.3,,,0.0001389178301034938,,,
11.4,,,0.00014339905042941292,,,
11.5,,,0.0001456396605923725,,,
11.6,,,0.00015012088091829166,,,
11.7,,,0.00015236149108125124,,,
11.8,,,0.0001568427114071704,,,
12.0,0.009130666994285441,0.0006400361432174994,0.000217339185807079,0.0002656989630748362,0.0005377170072207712,0.0004057555919258047
12.1,,,0.00022630162645891728,,,
12.2,,,0.00023750467727371517,,,
12.3,,,0.00023974528743667475,,,
12.4,,,0.0002464671179255535,,,
12.5,,,0.0002531889484144322,,,
12.6,,,0.00026215138906627054,,,
12.7,,,0.00027111382971810885,,,
12.8,,,0.0002778356602069876,,,
12.9,,,0.000291279321184745,,,
13.0,0.012548481606424059,0.0008659312525883814,0.0003562570159105728,0.00044050091246617583,0.0008321810826035746,0.0007211538461538462
13.1,,,0.00035849762607353237,,,
13.2,,,0.00036073823623649194,,,
13.3,,,0.0003674600667253706,,,
13.4,,,0.00037418189721424936,,,
13.5,,,0.0003809037277031281,,,
13.6,,,0.00038538494802904726,,,
13.7,,,0.0003898661683549664,,,
13.8,,,0.0003988286090068047,,,
13.9,,,0.00040779104965864304,,,
14.0,0.017222168187875718,0.0011671247317495577,0.0005579119305769348,0.0006712394856627441,0.0012418702309622573,0.001282051282051282
14.1,,,0.0005691149813917326,,,
14.2,,,0.0005780774220435709,,,
14.3,,,0.00058255864236949,,,
14.4,,,0.0005892804728583687,,,
14.5,,,0.0006027241338361262,,,
14.6,,,0.0006116865744879645,,,
14.7,,,0.0006184084049768433,,,
14.8,,,0.0006228896253027624,,,
14.9,,,0.0006408145066064391,,,
