value,emory_probability,mimic_iv_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability
0.0,0.014110657259561827,0.00002318907794428824,,,,2.2842367108818753e-6
0.05,0.014481990345339769,,,,,
0.1,0.014853323431117713,0.00002512150110631226,,,,
0.2,,0.00002705392426833628,,,,
0.4,0.015224656516895656,,,,,
0.5,0.016338655774229483,,,,,
0.6,0.017823988117341254,,,,,
0.7,0.0181953212031192,,,,,
0.8,0.018937987374675083,0.0000289863474303603,,,,
0.88176,0.020423319717786857,,,,,
0.9,0.02116598588934274,0.00003091877059238432,,,,
0.96192,0.021908652060898627,,,,,
1.0,0.023022651318232456,,,,,
1.002,0.024136650575566285,,,,,9.136946843527501e-6
1.0420800000000001,0.02636464909023394,,,,,
1.08216,0.028592647604901596,,,,,
1.1,,,,,,0.000011421183554409376
1.1222400000000001,0.031191979205347196,,,,,0.000013705420265291252
1.16232,0.035276643148904566,,,,,
1.2,,0.00003478361691643236,,,,
1.2024,0.038989974006684,,,,,0.000015989656976173125
1.24248,0.04604530263646491,,,,,0.000020558130397936876
1.28256,0.05310063126624582,,,,,0.000022842367108818753
1.3,0.05384329743780171,0.00003671604007845638,,,,
1.32264,0.05904196063869291,,,,,0.000027410840530582503
1.3627200000000002,0.06646862235425176,,,,,0.000029695077241464377
1.4,0.06721128852580766,,,,,
1.4027999999999998,0.07203861864092091,,,,,0.00003426355066322813
1.44288,0.07686594875603417,,,,,
1.48296,0.08057927961381359,,,,,0.000036547787374110004
1.5,0.08095061269959153,0.00004444573272655246,,,,
1.52304,0.08986260675826216,,,,,0.00003883202408499188
1.56312,0.09617526921648718,,,,,0.000045684734217637506
1.6,,0.0000483105790506005,,,,
1.6032000000000002,0.09988860007426661,,,,,0.00005025320763940125
1.6432799999999999,0.10694392870404754,,,,,
1.68336,0.10917192721871519,,,,,0.00005253744435028313
1.7,0.10954326030449313,0.00005217542537464854,,,,
1.72344,0.1117712588191608,,,,,0.00005710591777204688
1.76352,0.11474192350538433,,,,,0.000059390154482928754
1.8,0.11548458967694021,0.0000579726948607206,,,,0.00006167439119381063
1.8036,0.11659858893427405,,,,,0.00007537981145910188
1.84368,0.11734125510582993,,,,,0.00008908523172439314
1.8837599999999999,0.11956925362049758,,,,,0.00009365370514615688
1.9,,0.00006183754118476864,,,,
1.92384,0.12031191979205347,,,,,0.00009822217856792063
