value,emory_probability,mimic_probability,nu_probability,rush_probability,umn_probability,upenn_probability
0.9995,0.2389138889949032,0.23791404790215728,0.24189252461986016,0.2832685671651071,0.26998236782722296,0.22746861058731546
2.5,0.10503745389822393,0.10152879225411925,0.09001312547493495,0.09532440078341158,0.12659534620268775,
3.0,,,,,,0.17119072805040703
3.5,0.09462530488756891,0.12882622728044846,0.093327116003101,0.10998849752852302,0.1324240126440037,
4.5,,,,,,0.022667065262383296
4.5,0.07243400029838215,0.051927976898250384,,0.04666583765971337,,
5.0,,,0.10826981678065105,,0.12099507578179958,
5.5,,,,,,0.08893666927286943
5.5,,,,0.08349239904249697,,
6.5,,0.08165449295056905,,,,
7.5,0.10442681137044144,,,,,
8.0,,,0.06769981808552283,,0.08242355585196283,
8.0,,,,0.08594211458948611,,
9.0,,0.11931374214370648,,,,
12.5,,0.1351961950059453,,,,
18.0,,,,,,0.10007588649220439
20.0,0.1183258679971272,,,,0.08788222074018583,
25.0,,,,0.1412752199459073,,
25.0,,,0.18955373385221175,,,
27.5,,0.06261253609648378,,,,
35.0,,,,,,0.14318746263165158
35.0,0.11027995878162937,,,,,
37.5,,,,,0.09327693474268904,
42.5,,,0.01874218036398247,,,
45.0,,,,,,0.13502736512900704
45.0,0.08527484118089938,,,0.08934622439145708,,
50.0,,,0.09544945157006778,,,
50.0,,0.08102598946832003,,,,
52.5,,,,,0.08642048620944828,
52.5,,,,,,0.02582440325622039
55.0,0.0706818725908244,,,0.06469673889389747,,
57.5,,,0.09505223324966802,,,0.0856218093179414
