value,emory_probability,mimic_probability,nu_probability,rush_probability,umn_probability,upenn_probability
193.4995,,,,0.10025344290258818,,
193.9995,,,,,,0.10045108193455714
199.4995,0.10008031296147568,,,,,
201.4995,,0.10029749864854705,,,,
202.9995,,,,,0.10035410909835227,
206.4995,,,0.10060760880501739,,,
306.0,,,,0.10221388640745696,,
313.0,,,,,,0.10035954137604458
314.5,0.10050346727462715,,,,,
323.5,,0.10145742117717817,,,,
330.5,,,,,0.101047316890117,
336.5,,,0.09991727129425707,,,
339.0,,,,0.09874976252359606,,
342.0,0.10025734690881456,,,,,
355.1,,,,,,0.0992754478434714
360.0,,0.0990444959170011,,,,
366.0,0.10006304135685726,,,,,
366.5,,,,0.10324463505434672,,
377.5,,,,,0.1505188824071231,
378.5,,,0.10070822479848852,,,
388.1,,,,,,0.10036098069300232
390.0,,0.09988937775884352,,,,
390.0,0.10288263081081547,,,,,
392.5,,,,0.09665188586580865,,
409.0,,,0.10060760880501739,,,
410.0,,,,,0.055795039743458535,
413.5,0.09690665561283972,,,,,
418.0,,0.10060895932753133,,,,
418.5,,,,,,0.10009931287008438
419.0,,,,0.10077892260492415,,
435.0,,,0.09902570179655446,,,
435.0,,,,,0.13983010950772695,
437.5,0.10320647339741099,,,,,
444.0,,0.09978913754031984,,,,
449.0,,,,,,0.09964477657482865
449.0,,,,0.09995836583896876,,
461.0,,,0.10185971894599156,,,
461.25,,,,,0.05249411523897247,
465.0,0.09681166178743836,,,,,
472.5,,0.09993233785249651,,,,
482.5,,,,,,0.10112497013417313
486.25,,,,,0.1352191860266776,
487.0,,,,0.09923482071036771,,
487.5,,,0.0976953347717694,,,
505.5,0.10042574505384423,,,,,
508.5,,0.09949199689255322,,,,
518.5,,,,,0.06548630300549245,
519.5,,,0.10132310031414549,,,
522.8,,,,,,0.09879932179384951
545.5,,,,0.09941671753040708,,
564.0,,0.10026169857050288,,,,
568.5,,,,,0.11600040937468017,
569.5,,,0.09856734004851926,,,
590.3,,,,,,0.1002907420254644
1765.5,0.09886266483587658,,,,,
1791.0,,,,0.09949756056153569,,
1798.5,,,0.09968809042023946,,,
1800.0,,0.09922707631502636,,,0.08325452870739945,
1817.5,,,,,,0.0995938247545245
