value,emory_probability,mimic_probability,nu_probability,rush_probability,umn_probability,upenn_probability
2.4995,,0.4753295806670456,0.41896458938757936,0.2179461481926906,0.2423815514890347,
2.9995,0.27493491124260355,,,,,
3.4995,,,,,,0.4678688012360237
6.0,,,,,0.3030579265766139,
6.5,,0.1322631511395515,0.1006565493488322,0.28875192089263046,,
6.5,0.06641420118343196,,,,,
7.5,,,,,,0.0394905013652472
7.5,0.198698224852071,,,,0.08873938690794579,
9.0,,0.20011368011881406,0.2778818211172102,0.22260640074831295,,0.20698961030396573
9.0,0.23602366863905325,,,,0.20988872733299682,
11.0,0.10489940828402367,,,,0.061700957532564396,
11.0,,,0.06300721127973308,0.12861628916950624,,0.09019816888869349
12.0,,0.1076202350611489,,,,
13.0,,,,0.05692523551813991,,
13.0,0.043076923076923075,,,,,
13.5,,,0.10500484339683565,,,0.12447694310240061
23.0,,0.08467335301343992,,,,
30.5,0.0759526627218935,,,,,
31.0,,,,,0.09423145016084437,
32.0,,,,0.08515400547871985,,
32.5,,,0.03448498546980949,,,0.07097597510366929
