value,emory_probability,mimic_probability,nu_probability,rush_probability,umn_probability,upenn_probability
63.9995,0.005246910142936538,,,,,
64.9995,,,,0.006614067857279132,,
67.4995,,0.006407558058403808,,,,0.006315257953731917
67.9995,,,0.009141285231881707,,0.009678421243874512,
81.0,0.004731619618114994,,,,,
82.5,,,,0.006835967664859974,,
85.5,0.0054088141144816755,,,,,
86.0,,,,0.006003559481867356,,
86.5,,0.005765879638012181,,,,
87.0,,,,,,0.0090467050101277
87.5,,,0.010770838758042686,,0.011702068793080207,
88.0,0.007969699049017745,,,0.012118409553002484,,
89.0,,0.011749265656480618,,,,
89.5,,,0.012160482690358992,,0.011591199114768328,0.008008641689233511
89.5,0.01039215129782439,,,0.012135670950521567,,
90.5,0.01472308253665682,,,0.0177622051707879,,
90.5,,0.012639819352070866,0.018634244272493515,,0.018427744550040426,0.012510389971213584
91.5,,0.02305821351837906,0.0322821366607548,,0.031078376183627878,0.023566587466553227
92.0,0.05924894998927626,,,0.07056323031610161,,
92.5,,0.03767796369742395,0.04655228990431092,,0.04565683587068542,0.03685984807873437
93.5,,0.057850238899505364,0.06536010005615016,,0.06455921301190624,0.05590767134373887
93.5,0.0503257898297242,,,0.05865922549017826,,
94.5,,0.0823567266097029,0.08543968421881096,,0.08433490208075296,0.07670707371144182
94.5,0.06914760552767941,,,0.07839104696735416,,
95.4995,0.156907461701388,0.18462324458165774,0.18661809304039542,0.17379978777565996,0.18552635981785867,0.17220922202892938
96.5,,,0.11098953474441177,,0.11347581809406193,
97.0,0.22311025911940285,0.23465432515935283,,0.22551220925901364,,0.22813031243118986
98.0,,,0.2196420730541839,,0.22732939577078834,
98.5,0.11824642191624128,0.1151429879564203,,0.11102099349336163,,0.1126437274547712
99.5,0.2745412351572558,0.2280737768725904,0.20240923736820515,0.22058362602001233,0.19663966546855507,0.25809456286033455
