value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability,ucsf_probability,umn_probability,upenn_probability
52.45,,,,,,,,,0.002458865985687198
52.5,,,,,,,0.003955676141694348,,
53.0,,,0.0025010250102501025,0.018587941268353638,,,,,
54.5,,,,,,,,0.0020610711228081302,
65.5,,0.0031427535355977275,,,,,,,
69.5,,,,,0.00138429333513404,,,,
77.0,0.0033844238699136386,,,,,,,,
78.5,,,,,,0.00038281175232079625,,,
117.9995,,,,0.022571071540143706,,,,,
118.4995,,,,,,,0.019575525521718182,,
120.4995,,,,,,,,,0.01834974616184476
120.9995,,,0.02103321033210332,,,,,,
121.9995,,0.03257035482346736,,,,,,,
122.4995,0.020928966000155605,,,,,,,0.01851793131876843,
123.9995,,,,,0.01154703221014248,,,,
129.4995,,,,,,0.007751937984496124,,,
147.0,,,,0.023820681037175884,,,,,
148.5,,,,,,,0.01974457151067948,,
151.0,,,,,,,,,0.01849654413113952
151.5,,,0.02055487221538882,,,,,,
153.0,,0.03182312671010846,,,,,,,
154.0,,,,,,,,0.016678821701493485,
155.5,0.02116237454290827,,,,,,,,
158.0,,,,,0.011884664730906882,,,,
163.0,,,,,,0.0071298688869748305,,,
165.5,,,,0.02147766323024055,,,,,
168.0,,,,,,,0.01879791397249622,,
168.0,,,0.01936586032526992,,,,,,
168.5,,,,,,,,,0.018031683895039452
169.0,,0.03170225157412393,,,,,,,
170.5,,,,,,,,0.018708184037796873,
173.0,0.021473585933245158,,,,,,,,
174.5,,,,,0.011243162941454521,,,,
176.5,,,,,,0.007991195329696622,,,
180.0,,,,0.02323492658544205,,,,,
182.0,,,0.02101954352876862,,,,,,
182.5,,0.03387800402184543,,,,,0.019524811725029793,,0.018141782372010522
183.5,,,,,,,,0.0162983162634366,
185.5,0.020462148914650275,,,,,,,,
186.5,,,,,0.0121547707475184,,,,
188.0,,,,,,0.007704086515456025,,,
193.5,,,,0.021282411746329274,,,,,
194.5,,0.02971330615474215,0.01951619516195162,,,,0.018493631192365884,0.01721787107207407,0.017150896079270905
195.5,0.01964521901501595,,,,,,,,
196.0,,,,,0.009858869606320481,,,,
196.5,,,,,,0.006555651258493635,,,
228.9995,,0.17034603254837752,,,,,,,
233.9995,0.17995798646230451,,,,,,,,
240.4995,,,0.1795817958179582,,,,,,
243.4995,,,,,,,,0.18334020357040937,
245.9995,,,,,,,0.1801861196338464,,
246.4995,,,,,,,,,0.18266560645911065
246.9995,,,,0.17447672602311778,,,,,
256.4995,,,,,0.1898170031737457,,,,
262.9995,,,,,,0.1938941525504833,,,
292.0,,0.16597255035548278,,,,,,,
303.5,0.17894654944370963,,,,,,,,
321.0,,,0.1798141314746481,,,,,,
339.0,,,,,,,,0.18083520943653486,
339.0,,,,,,,0.1803298087244635,,
340.0,,,,,,,,,0.1807449996941709
353.5,,,,0.17365666979069042,,,,,
371.0,,,,,0.18738604902424202,,,,
380.0,,0.1666868125226641,,,,,,,
387.0,0.1784019295106201,,,,,,,,
389.0,,,,,,0.1917886879127189,,,
417.0,,,0.17861145278119447,,,,,,
452.5,,,,,,,,,0.18179705180745
457.0,,,,,,,0.17994945524930056,,
463.0,,,,,,,,0.1825791926942956,
504.0,,,,0.17334426741643236,,,,,
505.0,,,,,0.1878924978053886,,,,
535.5,,,,,,0.1920757967269595,,,
535.7,0.1770403796778962,,,,,,,,
560.0,,0.1666538465764865,,,,,,,
598.5,,,0.17866611999453327,,,,,,
671.5,,,,,,,,,0.1804391705914735
678.4995,0.03590601416011826,,,,,,,,
690.5,,,,,,,0.17932398509014377,,
695.5,,,,,,,,0.18140596759362018,
720.0,,,,,0.18823013032615302,,,,
743.9995,,0.03357032185752118,,,,,,,
785.4995,,,0.035943692770261035,,,,,,
787.0,0.03559480276978137,,,,,,,,
799.5,,,,,,0.1919322423198392,,,
805.0,,,,0.17369572008747267,,,,,
893.0,,0.03363625374987638,,,,,,,
895.4995,,,,,,,,,0.03651599486207108
908.4995,,,,,0.03778107907353636,,,,
919.9995,,,,,,,,0.036813901132003675,
927.9995,,,,,,,0.036150484739373344,,
939.7,,,0.03579335793357934,,,,,,
965.5,0.03567260561736559,,,,,,,,
1047.0,,,,,0.03778107907353636,,,,
1063.9995,,,,,,0.03861613551536032,,,
1077.5,,,,,,,,,0.03625909841580525
1094.5,,,,,,,,0.03633826933443257,
1109.9995,,,,0.03491096532333646,,,,,
1112.0,,,,,,,0.035956081852067855,,
1187.5,,0.03330659428810039,,,,,,,
1262.2,,,0.035889025556922236,,,,,,
1271.1,,,,,,0.03852043257728012,,,
1321.5,,,,,0.037646026065230605,,,,
1377.7,,,,0.03463761324586067,,,,,
1388.5,,,,,,,,0.03630656054792783,
1405.0,0.03582821131253404,,,,,,,,
1426.0,,,,,,,0.03603215254710044,,
1472.0,,,,,,,,,0.03635696372866842
1630.4,,,,,,0.03852043257728012,,,
1806.3,,,,0.034754764136207435,,,,,
1874.0,,0.03351537861389185,,,,,,,
2007.0,,,,,,,,0.03643339569394679,
2025.8,,,0.035834358343583436,,,,,,
2029.0,,,,,0.03767978931730704,,,,
2165.5,,,,,,,0.05284377614930142,,
2331.6,,,,,,,,,0.036246865251697354
2468.3,,,,,,0.03875968992248062,,,
2626.8999999999996,,,,0.034754764136207435,,,,,
2768.5,0.03559480276978137,,,,,,,,
5844.5,,,,,0.03771355256938348,,,,
6121.5,,,,,,,0.01913600595041881,,
6178.5,,0.03348241266771425,,,,,,,
6221.0,,,,,,,,0.03646510448045153,
6279.8,,,0.035875358753587536,,,,,,
6454.1,,,,,,,,,0.03634473056456052
6525.0,,,,,,0.03837687817015983,,,
6555.8,,,,0.03479381443298969,,,,,
