value,ucmc_probability
0.014499999999999999,0.005704246735782762
0.055,0.0031449269075608383
0.10500000000000001,0.002819589641261441
0.16,0.002537630677135297
0.405,0.013620786882401422
0.8700000000000001,0.014054569904133953
1.3450000000000002,0.01381598924218106
1.7850000000000001,0.013772610940007809
2.7695,0.06493731835335965
4.115,0.06478549429575327
5.1850000000000005,0.06452522448271375
6.145,0.06472042684249338
7.055,0.06376610419468182
8.4045,0.12215329891988028
10.395,0.12145924608510823
12.91,0.12098208476120245
16.705,0.12150262438728149
19.8795,0.02437860582136815
21.705,0.02437860582136815
24.305,0.024313538368108272
28.57,0.024291849217021644
40.605000000000004,0.0243352275191949
