value,ucmc_probability
0.0045000000000000005,0.459516874356672
0.02,0.22373579203258798
0.04,0.12288386150106217
0.125,0.166159304439237
0.20950000000000002,0.0055627340618908915
0.24,0.0055408335340881715
0.29000000000000004,0.006241650423775213
0.38,0.00473051400538753
0.4655,0.0011388274457414423
0.546,0.0012264295569523226
0.6599999999999999,0.0010293248067278422
0.88,0.0011169269179387223
16.41,0.0011169269179387223
