value,emory_probability,mimic_probability,nu_probability,ohsu_probability,rush_probability,ucmc_probability,ucsf_probability,umn_probability,upenn_probability
15.0,,,,,,,,0.013069472395814944,
15.5,,,,,,,,,0.016514538439823093
17.5,0.015078529421476082,0.009411001135810481,0.025891447453561908,0.012106085698957337,0.0048925687696729165,,0.014527269614369348,,
18.5,,,,,,0.008573297410101073,,,
39.4995,,,0.13831491339320892,,,,,,
39.9995,,,,,,,,,0.14646654747341678
40.9995,,,,0.13600102633481842,,,,0.1308712589297273,
41.4995,0.14309927982595488,,,,,0.12461260531684602,0.11187403055709587,,
41.9995,,0.12241166265180543,,,,,,,
43.9995,,,,,0.1332088603882774,,,,
55.5,,,0.13741764230518144,,,,,,
56.0,,,,,,,,,0.13040205219682433
58.5,,,,0.12765039303958386,,,,,
59.0,,,,,,,,0.13745601336958185,
59.5,0.13579114585817378,,,,,,,,
60.0,,,,,,0.13027362912896545,,,
60.5,,,,,,,0.11368067604827602,,
61.0,,0.12530111459204432,,,,,,,
64.5,,,,,0.12783241119083463,,,,
69.0,,,0.1375988220441101,,,,,,0.14065076241403152
72.0,,,,0.13679410323995242,,,,,
72.5,0.1321811037777036,,,,,,,0.12236815779872659,
74.0,,,,,,0.12475276821728365,,,
74.5,,0.11277599570638674,,,,,,,
75.0,,,,,,,0.10545750038969369,,
77.5,,,,,0.12479227355373516,,,,
84.5,,,0.12767132269837025,,,,,,0.1312714537621563
87.0,0.12868479269773603,,,,,,,,
87.5,,,,0.13061276853817266,,,,0.12960314938389295,
89.0,,,,,,0.1191151048885705,,,
89.5,,0.12276114280008488,,,,,,,
90.5,,,,,,,0.11259719982725709,,
91.5,,,,,0.12071105984476725,,,,
106.5,,,0.13359561257444905,,,,,,0.13298775473465865
107.5,0.13414021197990997,,,,,,,,
108.0,,,,0.1247579949149775,,,,0.1289646812366863,
108.5,,,,,,0.12117082742832225,,,
109.0,,0.11748773699122556,,,,,,,
109.5,,,,,0.12305225908619914,,0.10796687220346866,,
128.4995,0.06448914602693591,,0.06006252138927473,,0.07525562572093296,,,,
128.9995,,,,,,,,0.07041097341383327,0.06099721382368945
129.4995,,0.0787516069846104,,0.06944088078188053,,,,,
129.9995,,,,,,0.07682484309541979,,,
130.9995,,,,,,,0.08764658232247216,,
149.5,0.06083141030109365,,,,0.07282644821990655,,,,
150.5,,,0.06127038631546556,,,,,,
150.5,,,,,,,,0.06491190904918265,
151.5,,,,,,,,,0.05969822560254642
153.0,,,,0.06426255510718201,,,,,
153.5,,0.0776844443889714,,,,,,,
154.5,,,,,,0.07313388671722913,,,
157.5,,,,,,,0.08640978399470528,,
182.5,,,,,0.0716240786721148,,,,
183.0,0.061172603302601505,,,,,,,,
184.0,,,,,,,,0.0674187056455884,
186.0,,,0.05852968328056114,,,,,,
188.0,,,,,,,,,0.060551261961942715
190.5,,,,0.06575540575214014,,,,,
192.0,,,,,,0.07327404961766676,,,
192.5,,0.07772812940750634,,,,,,,
197.5,,,,,,,0.08694385599987735,,
251.0,,,,,,,,0.06708034695006414,
252.5,0.06215949488760809,,,,,,,,
253.0,,,,,0.07277268372793212,,,,
255.5,,,0.05953336151684828,,,,,,
260.5,,,,,,,,,0.06015440571800296
265.5,,,,0.06614028130904341,,,,,
268.0,,,,,,0.0737101119745838,,,
271.0,,0.0776532408043036,,,,,,,
276.0,,,,,,,0.08606225388607656,,
314.9995,,,,,,,,0.013843284021231273,
321.4995,,,0.01212466316385838,,,,,,
321.4995,0.012748878282148268,,,,,,,,
321.9995,,,,,0.014834112103853448,,,,
329.9995,,,,,,,,,0.012267767499519272
336.9995,,,,0.013493970282941848,,,,,
340.4995,,,,,,0.01493513572440859,,,
345.9995,,0.01565171806937181,,,,,,,
351.4995,,,,,,,0.01754771511730419,,
359.0,,,,,,,,0.01346667608186515,
367.5,,,0.011980869720264235,,,,,,
370.5,,,,,0.014516412833095467,,,,
372.5,0.012308629247944586,,,,,,,,
378.5,,,,,,,,,0.011885230810773214
386.5,,,,0.013190734995684728,,,,,
388.0,,,,,,0.01495070938001277,,,
398.5,,0.01560179233390332,,,,,,,
403.5,,,,,,,0.01734073027319444,,
426.0,,,,,,,,0.01342842683802328,
437.0,,,0.011977993851392352,,,,,,
450.0,,,,,0.014491974427652545,,,,
451.0,0.01237466660307514,,,,,,,,
455.0,,,,,,,,,0.012126617598324204
464.5,,,,0.013295701056658346,,,,,
465.0,,,,,,0.014857267446387691,,,
481.5,,,,,,,0.017256403114483062,,
485.5,,0.015639236635504688,,,,,,,
559.7,,,,,,,,0.013537290070496298,
566.0,,,0.012035511228830011,,,,,,
589.5,0.012477391377722665,,,,,,,,
601.5,,,,,,,,,0.011967056840451516
607.0,,,,,0.014619054135955737,,,,
617.0,,,,,,,0.017325398062519645,,
617.5,,,,0.01323738657833967,,,,,
620.0,,,,,,0.014919562068804411,,,
642.5,,0.015589310900036197,,,,,,,
1471.0,0.012462716409915876,,,,,,,,
2305.5,,,,,0.014570177325069893,,,,
2572.5,,,,,,,0.017363728589206633,,
2635.0,,,,,,0.014896201585398141,,,
2760.2,,,,,,,,0.013569654815285576,
2784.0,,,,0.013260712369667142,,,,,
2815.5,,,0.01199524906462365,,,,,,
2832.5,,,,,,,,,0.012059111123839604
2846.0,,0.015551866598434829,,,,,,,
