value,ucmc_probability
0.0045000000000000005,0.4532890365448505
0.02,0.1993576965669989
0.04,0.12385382059800665
0.125,0.19218161683277962
0.20950000000000002,0.0064008859357696565
0.24,0.006423034330011074
0.29000000000000004,0.006799557032115172
0.38,0.0054485049833887045
0.4645,0.0013067552602436324
0.5449999999999999,0.0013732004429678848
0.6599999999999999,0.0010852713178294573
0.869,0.0012181616832779624
6.899,0.0012624584717607973
