count_name,count_value__Emory,count_value__JHU,count_value__MIMIC,count_value__OHSU,count_value__RUSH,count_value__Sunnybrook,count_value__UCMC,count_value__UMN,count_value__UPenn,count_value__ALL
ICU Hospitalizations,9.430788349043736,9.478565539983512,9.256473543543981,8.262744894247259,8.786428882122662,8.588819477815154,10.683392289170952,10.529745657861184,9.343033255701036,
Advanced Respiratory Support,12.439916405433648,13.74110720418677,12.598135836701967,9.731811563571462,11.856200447860559,4.861526200438334,11.679860736933726,12.95946603959573,12.304280093998363,
Vasoactive Hospitalizations,16.039332925116163,19.255782563347445,14.453242457652602,9.169333518853486,18.515522297502276,15.387194099899428,17.771393392160885,15.852813630648429,15.299707450671205,
Other Critically Ill,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,
All Critically Ill Adults,2.0918372847732103,3.4094420290136123,2.4976399776914517,3.057824110455689,2.293991686610404,3.473639478088423,3.8869481571486433,3.2962854372448933,3.2645061472734245,
Ward Cohort,2.0918372847732103,3.4094420290136123,2.4976399776914517,3.057824110455689,2.293991686610404,3.473639478088423,3.8869481571486433,3.2962854372448933,3.2645061472734245,
